Graz insgesamt,249.089,2.836,3.024,3.289,3.390,3.194,3.189,3.311,3.301,3.263,3.033,2.871,2.828,2.678,2.663,2.631,2.673,2.667,2.685,2.840,3.044,3.531,3.981,4.411,4.484,4.654,3.330,4.327,4.668,4.398,4.765,4.644,4.851,3.429,2.555,2.388,2.331,2.401,2.368,2.529,2.662,2.824,2.803,2.892,2.995,3.032,3.171,3.342,3.466,3.662,3.686,3.626,3.342,2.361,1.917,2.123,2.278,3.262,3.352,3.544,3.360,3.403,3.417,3.240,3.099,2.919,3.039,3.013,2.796,2.829,2.698,2.438,2.383,2.343,2.050,1.972,1.700,1.676,1.624,1.331,1.271,1.058,995,916,825,621,506,429,344,272,218,147,117,69,56,48,72
60101 665 (GRAZ )<60101 665>,191,6,2,5,6,5,4,6,12,5,1,4,5,4,3,1,3,2,-,2,-,2,-,3,4,2,1,3,2,3,7,8,10,7,2,1,-,2,4,3,3,3,3,3,1,2,2,4,-,1,1,2,3,-,1,2,1,2,-,1,1,1,2,1,2,1,1,-,-,-,2,-,-,1,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60101 670 (GRAZ )<60101 670>,407,5,1,5,7,5,7,4,6,5,5,3,3,1,5,7,6,1,4,6,4,8,5,11,7,7,6,6,3,5,2,5,6,5,2,2,2,-,4,8,3,5,5,9,7,4,7,6,9,7,7,4,8,8,3,4,3,11,7,11,2,9,6,5,5,11,3,6,2,5,6,5,7,3,-,6,2,2,-,3,-,4,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-
60101 671 (GRAZ )<60101 671>,594,7,7,5,10,5,6,5,7,10,1,6,6,8,5,6,6,3,5,8,10,10,12,8,8,7,8,8,9,8,9,8,10,4,8,6,5,5,8,6,4,9,8,6,10,12,11,8,10,11,11,4,7,4,6,2,4,11,8,9,6,10,10,10,4,11,12,9,6,11,8,7,9,10,10,5,3,4,1,3,1,3,-,2,5,1,1,1,1,-,-,-,1,1,-,-,-
60101 680 (GRAZ )<60101 680>,733,11,17,8,16,15,9,9,8,15,8,8,11,6,7,10,11,7,5,10,7,8,9,9,15,20,6,13,14,10,10,13,10,9,10,5,5,13,5,4,9,8,7,9,14,10,8,8,8,18,7,7,11,3,9,6,7,13,6,10,13,10,12,9,6,6,5,9,9,8,8,8,4,10,7,5,7,2,7,4,1,5,2,3,2,2,2,1,1,1,-,-,-,-,-,-,-
60101 690 (GRAZ )<60101 690>,56,-,1,1,-,2,3,1,1,-,1,2,3,1,-,1,-,-,1,-,2,-,-,-,2,-,1,-,1,4,2,-,2,4,2,-,-,1,-,2,-,-,1,1,1,-,2,-,1,-,-,-,1,2,-,-,-,2,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60101 691 (GRAZ )<60101 691>,209,3,3,6,3,4,5,1,6,4,5,1,2,4,3,6,4,5,1,-,2,5,2,2,3,2,3,-,5,2,6,4,3,3,-,-,1,2,4,3,3,-,2,3,2,2,5,5,6,2,2,3,4,2,1,1,-,1,2,1,4,3,4,2,1,2,4,-,1,2,4,-,3,1,3,-,1,3,1,1,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-
60101 692 (GRAZ )<60101 692>,923,13,8,10,16,11,14,9,18,13,12,8,13,10,6,9,5,7,10,7,10,15,13,14,11,14,11,19,17,12,14,17,17,7,8,13,9,3,7,9,12,12,10,12,12,9,3,12,15,12,17,13,14,9,9,15,11,15,12,17,9,19,7,13,14,13,11,13,7,17,13,9,16,15,5,8,6,5,9,7,2,4,1,4,5,3,1,3,1,2,-,1,-,-,-,-,-
60101 700 (GRAZ )<60101 700>,680,7,8,7,6,7,6,4,9,10,1,8,4,9,7,8,4,4,1,9,7,10,9,18,15,12,9,9,12,8,9,14,12,9,9,6,2,4,3,7,6,6,3,8,6,7,10,5,8,13,12,7,17,12,5,1,7,6,10,12,9,12,9,13,8,9,13,8,11,12,11,5,10,9,10,9,5,6,8,4,5,1,8,7,4,5,2,-,-,1,-,-,1,1,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981 Männer und Frauen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graz ingesamt,243.166,2.669,2.398,2.189,2.148,2.240,2.364,2.484,2.457,2.593,2.708,2.888,3.080,3.309,3.388,3.254,3.334,3.464,3.517,3.547,3.637,3.689,3.752,3.642,3.795,3.869,3.815,3.566,3.429,3.357,3.251,3.292,3.310,3.537,3.792,3.932,2.880,3.762,4.075,3.836,4.272,4.238,4.515,3.184,2.383,2.226,2.238,2.200,2.239,2.388,2.474,2.688,2.715,2.652,2.794,2.837,2.980,3.119,3.188,3.321,3.351,3.347,2.979,2.123,1.707,1.888,2.029,2.746,2.851,2.917,2.842,2.723,2.697,2.451,2.336,2.161,2.120,1.975,1.755,1.718,1.528,1.253,1.185,1.102,875,716,587,532,445,318,288,207,158,108,75,53,120
60101 000 (GRAZ )<60101 000>,943,5,9,9,3,7,6,10,3,13,15,4,14,13,12,8,12,13,11,16,13,15,20,13,11,9,11,12,15,11,13,10,9,9,16,13,7,13,20,13,14,9,16,17,5,9,11,5,11,8,6,8,7,6,9,13,7,13,14,15,15,14,13,14,7,10,12,10,10,16,14,15,18,8,11,9,15,12,7,9,13,8,6,6,7,5,3,3,3,2,4,1,3,-,1,-,-
60101 001 (GRAZ )<60101 001>,608,3,7,3,2,4,9,4,4,2,7,3,6,6,3,7,7,6,8,11,8,12,8,8,7,9,11,7,8,5,9,2,6,5,7,9,6,5,12,11,11,16,9,4,4,6,2,4,3,6,2,10,4,11,8,2,8,11,9,12,6,7,6,7,7,11,6,5,16,8,10,6,13,17,5,12,5,10,11,6,1,2,5,5,6,3,3,1,3,-,2,1,-,-,1,-,2
60101 002 (GRAZ )<60101 002>,454,5,2,4,3,1,4,2,5,3,5,6,9,5,7,3,5,2,10,3,6,9,14,11,5,5,6,2,4,4,13,7,2,10,4,1,2,4,4,6,3,7,9,7,4,5,2,5,9,5,6,1,6,5,4,8,2,6,6,5,4,8,3,4,4,7,4,9,7,4,8,6,5,4,7,6,8,14,5,6,7,1,2,2,2,4,-,2,1,1,-,1,-,-,-,-,-
60101 003 (GRAZ )<60101 003>,509,2,6,4,2,2,5,2,6,4,7,4,4,7,7,6,6,5,9,7,5,6,7,7,4,4,8,8,9,10,4,3,9,12,11,8,3,10,5,7,10,5,7,5,8,2,5,-,4,6,3,7,5,3,4,3,7,6,10,5,8,11,12,5,7,9,6,8,8,5,5,8,10,6,2,7,8,8,3,7,1,3,6,2,6,-,1,2,1,-,2,-,1,-,-,1,-
60101 004 (GRAZ )<60101 004>,623,8,6,8,2,7,6,1,2,7,5,3,3,4,4,4,2,9,8,3,5,9,13,8,11,18,17,10,7,12,10,16,6,9,7,12,9,9,6,10,8,5,8,6,3,1,4,9,2,7,9,3,8,7,7,8,5,12,3,6,10,13,7,6,9,4,4,6,10,8,10,14,7,9,6,14,6,11,5,7,7,9,4,6,6,-,3,3,-,1,-,-,1,-,-,-,-
60101 005 (GRAZ )<60101 005>,1.201,7,16,7,9,6,5,6,12,7,11,10,10,16,8,10,9,8,14,14,11,12,14,18,27,14,18,25,19,16,13,14,12,12,15,19,12,19,14,22,9,26,15,16,17,9,8,11,8,15,12,14,11,20,9,25,7,15,10,20,19,19,23,16,4,11,10,18,14,21,17,22,20,17,23,8,19,14,15,12,8,17,14,11,10,5,5,1,3,3,1,4,3,1,1,-,4
60101 006 (GRAZ )<60101 006>,383,3,3,4,2,2,2,5,4,6,4,2,4,3,4,3,2,3,8,4,1,9,5,7,3,9,8,9,2,2,5,4,5,7,2,5,5,7,3,5,7,8,8,2,3,4,-,3,-,4,4,3,1,4,2,8,7,6,5,8,7,5,7,4,5,1,2,3,5,7,7,7,6,7,6,6,1,8,1,4,4,2,4,2,3,2,2,-,2,1,3,-,-,-,-,1,-
60101 010 (GRAZ )<60101 010>,945,9,6,8,8,5,11,6,12,10,8,12,7,8,5,13,15,5,8,14,11,11,15,15,15,20,16,14,11,5,11,10,12,17,12,9,9,19,19,14,19,15,15,8,10,7,9,4,6,11,7,5,14,9,8,7,8,6,10,19,17,16,13,10,8,8,13,15,11,17,17,15,18,12,7,5,22,11,10,10,10,5,6,12,4,4,3,-,3,3,-,1,1,3,-,2,1
60101 011 (GRAZ )<60101 011>,677,5,3,2,8,8,8,2,6,3,9,4,7,10,10,5,6,7,9,9,8,6,12,4,11,6,7,6,5,11,11,8,5,5,11,6,7,9,12,10,10,13,14,2,8,5,7,6,7,5,3,10,4,7,5,6,7,7,8,8,6,15,13,7,9,11,5,7,8,13,13,17,12,9,4,11,10,10,8,7,8,9,9,6,6,4,4,1,5,1,2,1,1,1,-,1,-
60101 012 (GRAZ )<60101 012>,341,1,4,1,1,3,3,5,2,3,1,5,2,2,5,3,4,3,4,1,3,9,6,5,7,4,6,2,7,5,5,5,4,8,5,5,2,5,7,7,8,4,2,3,3,4,1,3,1,2,3,2,2,2,5,1,1,4,3,4,7,5,7,2,4,5,2,10,3,7,3,8,4,8,4,4,1,4,6,4,1,6,3,3,-,3,1,2,-,2,1,-,2,1,-,-,-
60101 013 (GRAZ )<60101 013>,850,5,9,10,6,7,7,6,10,7,5,8,7,8,8,6,6,10,10,7,13,7,8,11,14,14,16,10,10,7,11,10,9,16,21,12,14,11,13,14,14,15,19,15,7,5,5,7,4,4,9,5,7,7,14,14,9,9,19,15,10,12,12,4,9,6,12,10,15,12,15,12,16,11,14,8,11,4,8,12,9,8,6,7,5,2,3,1,1,2,4,1,-,-,2,-,-
60101 014 (GRAZ )<60101 014>,1.225,13,14,8,7,8,7,9,11,15,17,12,12,15,20,18,16,19,17,11,21,24,18,22,27,20,16,23,27,13,15,14,11,13,13,19,14,28,19,28,19,18,18,10,10,5,11,11,9,9,6,9,11,10,9,12,7,15,17,20,20,11,23,10,13,7,11,15,15,17,17,14,13,17,13,13,8,12,17,13,11,7,14,4,8,3,4,5,6,5,4,1,-,-,1,-,3
60101 015 (GRAZ )<60101 015>,880,11,5,11,11,9,12,13,8,13,7,9,10,12,11,8,14,11,11,10,7,13,9,13,17,12,14,15,12,11,14,15,8,19,13,15,13,17,15,15,17,15,17,7,4,6,5,7,8,6,7,5,4,7,7,4,9,16,8,10,3,12,11,4,7,9,14,10,22,13,11,13,15,7,11,9,5,10,7,9,7,5,3,5,2,9,3,1,4,3,1,-,1,-,1,-,1
60101 016 (GRAZ )<60101 016>,655,11,4,7,4,4,5,9,10,10,1,6,4,6,7,6,6,5,6,10,9,7,10,10,11,15,13,15,13,7,6,10,8,8,9,2,11,15,11,13,8,5,11,10,5,4,8,4,3,5,5,8,3,6,8,9,6,10,6,7,8,10,13,4,5,2,5,11,5,10,17,6,7,5,11,8,11,8,9,11,2,3,8,5,2,2,1,2,5,-,-,2,1,-,1,-,-
60101 020 (GRAZ )<60101 020>,1.030,12,9,5,4,8,10,10,9,7,7,7,12,4,7,9,4,8,6,8,11,20,12,14,17,18,12,10,16,11,15,11,14,13,15,18,8,19,14,16,11,14,11,13,11,7,9,4,7,8,7,9,15,10,11,12,18,20,19,11,19,11,21,11,19,13,12,18,23,10,15,20,15,20,7,16,16,15,12,13,4,11,7,10,8,5,6,3,5,2,1,1,2,1,-,-,1
60101 021 (GRAZ )<60101 021>,533,4,5,3,7,2,2,7,5,7,7,3,4,8,4,5,7,5,8,7,10,10,6,13,10,7,4,11,8,2,6,5,8,8,5,5,3,5,7,6,7,7,8,7,8,4,4,6,4,4,3,3,3,7,6,3,6,9,9,7,12,8,12,5,3,2,6,11,8,7,8,10,8,4,11,9,3,4,6,8,5,7,3,1,2,5,-,2,5,2,-,1,-,-,-,-,1
60101 022 (GRAZ )<60101 022>,440,2,4,3,-,5,5,5,5,3,3,6,7,3,4,1,4,6,3,3,4,8,5,14,10,5,7,4,7,3,3,7,4,8,6,11,8,5,6,9,11,7,7,2,4,5,3,4,1,3,3,-,2,7,4,5,5,4,9,3,1,4,6,5,2,5,5,6,6,17,6,8,10,9,2,4,4,7,5,6,3,3,3,2,1,1,2,1,3,3,1,1,1,1,-,-,1
60101 023 (GRAZ )<60101 023>,476,3,3,7,7,4,2,3,3,4,5,2,4,7,6,5,4,4,4,10,8,3,5,6,8,6,6,7,8,4,4,7,8,9,4,5,4,5,11,8,14,3,7,7,3,3,1,5,2,4,2,5,5,6,5,4,2,8,6,7,2,8,9,2,3,6,5,6,9,5,14,7,6,10,9,8,4,5,9,8,5,6,4,3,4,1,2,1,-,2,-,-,-,1,-,-,-
60101 024 (GRAZ )<60101 024>,975,9,10,4,5,13,9,7,6,3,7,15,7,13,11,10,8,13,8,6,10,17,12,14,11,20,13,17,13,13,15,13,12,13,15,12,13,20,21,15,11,18,19,12,4,5,6,8,6,6,5,10,9,6,10,5,13,9,13,15,17,13,25,7,8,8,6,10,17,21,13,16,19,19,10,10,15,7,11,11,10,9,7,8,7,6,10,2,4,-,1,1,4,-,-,-,-
60101 025 (GRAZ )<60101 025>,393,5,4,2,6,4,2,1,1,3,3,6,4,5,5,3,6,4,4,4,4,2,4,5,9,2,1,6,4,7,5,5,5,5,2,10,9,2,4,7,6,10,5,4,1,3,3,2,4,2,3,2,2,6,6,1,4,8,9,7,4,10,6,5,1,6,4,4,6,6,9,3,9,3,4,4,2,3,7,3,7,5,5,1,5,3,1,3,2,1,2,-,-,-,1,-,-
60101 026 (GRAZ )<60101 026>,1.723,15,14,11,15,20,23,23,18,19,16,18,19,20,17,15,16,19,27,21,16,20,23,22,18,29,25,21,17,32,22,22,27,31,22,30,22,25,31,36,26,31,41,13,10,7,6,14,14,11,7,6,16,17,13,16,18,22,24,24,35,27,17,21,18,13,13,28,18,26,30,29,27,24,21,21,21,16,14,19,20,14,12,11,12,8,8,4,6,5,4,3,1,1,1,1,1
60101 027 (GRAZ )<60101 027>,1.259,13,6,3,8,9,7,5,12,5,11,7,10,11,10,11,16,13,12,14,14,20,14,17,22,20,21,14,15,13,13,13,15,14,14,20,7,18,11,17,20,16,20,11,22,9,6,9,12,8,13,18,15,11,15,18,17,24,18,36,17,28,25,23,8,15,12,28,23,24,19,22,24,12,17,23,18,16,13,10,12,7,8,8,6,2,10,4,3,2,2,4,1,-,-,-,-
60101 030 (GRAZ )<60101 030>,497,9,3,9,4,3,5,4,6,2,2,6,4,3,4,2,4,1,4,3,6,14,13,10,21,15,13,17,20,13,7,12,8,7,8,9,-,9,13,8,13,6,6,3,1,3,6,3,8,6,-,5,4,4,-,5,4,4,5,3,1,3,7,3,4,5,3,7,5,5,6,9,8,4,4,5,6,6,2,1,3,4,1,1,1,-,-,2,-,-,-,-,1,-,-,-,-
60101 031 (GRAZ )<60101 031>,629,6,9,5,4,6,5,5,6,8,9,11,11,11,17,9,15,7,9,7,3,11,6,11,14,10,11,10,9,4,10,9,3,6,15,6,10,11,18,20,18,17,24,11,11,9,3,6,8,8,8,4,3,7,9,4,9,8,3,6,8,10,6,3,3,4,4,8,4,4,5,5,1,3,1,5,7,3,1,1,2,1,1,2,-,-,1,-,-,-,1,2,-,-,-,-,-
60101 040 (GRAZ )<60101 040>,458,6,6,3,-,3,-,1,6,3,3,7,7,9,3,3,3,7,8,5,2,10,12,7,8,4,12,5,7,8,7,4,3,5,3,6,4,9,2,7,10,3,11,4,3,2,4,2,5,4,4,6,9,4,5,5,4,4,9,7,6,4,13,12,1,7,3,3,4,5,9,4,6,7,10,5,3,8,4,3,4,2,7,5,-,2,4,-,1,-,-,1,-,-,-,1,1
60101 041 (GRAZ )<60101 041>,846,6,9,9,8,9,6,4,9,5,9,2,10,10,5,16,6,14,10,12,16,14,15,20,27,16,18,9,11,16,4,18,12,13,15,11,8,8,20,9,15,18,17,15,6,13,8,12,9,12,7,10,5,9,7,9,2,8,12,9,14,8,12,7,2,8,8,5,12,7,13,9,8,12,7,8,8,10,9,3,2,7,6,2,4,3,2,3,3,2,-,-,-,-,-,-,-
60101 042 (GRAZ )<60101 042>,356,3,1,5,-,2,3,3,-,3,1,3,3,1,3,3,2,4,2,3,5,7,1,1,5,1,7,-,5,2,-,2,2,3,3,5,1,4,3,4,7,5,10,6,7,5,2,5,8,5,4,2,4,2,6,3,2,4,2,5,6,4,2,1,3,3,5,5,6,4,9,7,9,5,4,8,3,4,7,4,7,2,5,2,7,4,5,3,6,4,5,2,1,-,2,-,2
60101 043 (GRAZ )<60101 043>,298,4,5,2,6,1,-,6,1,3,3,3,1,3,3,1,2,2,1,3,4,3,5,4,3,4,1,5,3,4,3,5,2,2,5,5,4,5,4,3,2,6,6,3,3,-,-,1,3,1,2,1,3,1,2,3,8,4,1,6,4,7,3,5,2,2,3,7,9,6,9,6,3,3,3,5,5,6,3,2,6,-,2,4,5,5,-,-,1,-,-,1,-,-,1,-,-
60101 050 (GRAZ )<60101 050>,628,9,7,7,7,9,3,6,9,9,6,11,6,8,9,7,8,5,11,4,1,13,9,6,9,9,6,8,6,7,6,3,7,9,11,9,8,6,15,13,12,8,12,4,7,6,5,1,9,3,-,4,4,1,7,5,3,7,4,6,8,10,14,9,3,9,10,8,8,8,8,7,7,6,6,9,13,8,6,5,7,9,2,9,4,9,2,3,4,3,-,2,-,-,-,1,1
60101 051 (GRAZ )<60101 051>,1.014,10,12,8,4,7,9,7,13,11,8,8,12,9,18,10,4,8,12,14,11,16,21,15,11,16,16,16,12,10,12,15,7,22,14,9,10,20,18,29,13,30,12,14,7,9,4,6,8,5,12,16,9,9,8,9,8,10,10,9,13,13,15,13,6,7,6,16,11,13,11,13,13,11,12,9,11,13,13,15,13,8,9,9,7,5,1,7,1,5,7,3,4,3,3,1,2
60101 052 (GRAZ )<60101 052>,764,8,4,9,9,3,6,10,9,4,7,8,9,8,4,5,7,8,11,4,4,14,15,10,12,15,11,9,12,16,8,9,9,8,16,14,17,16,11,9,13,14,18,6,7,4,5,6,3,8,2,6,6,10,6,10,7,10,5,15,11,19,6,4,5,8,8,8,9,12,11,9,9,7,10,8,13,4,6,8,6,6,13,7,6,4,3,2,1,5,2,3,-,2,-,-,-
60101 053 (GRAZ )<60101 053>,1.113,8,12,11,5,7,2,13,9,9,12,12,8,12,15,10,6,11,18,9,16,18,27,19,24,33,26,22,19,15,13,15,7,15,11,16,11,14,15,35,25,20,14,14,11,9,8,6,3,11,6,11,15,15,10,22,14,10,14,21,8,22,17,13,9,8,9,17,11,10,13,18,15,8,14,5,9,16,10,10,4,6,6,2,13,2,6,4,2,1,3,1,2,-,-,-,-
60101 054 (GRAZ )<60101 054>,1.201,15,6,10,17,4,12,13,7,17,9,14,15,22,12,13,13,13,15,19,11,10,14,25,13,15,18,16,11,18,7,15,22,12,16,15,19,19,22,18,20,22,17,14,13,6,6,7,4,7,6,8,9,7,18,13,10,12,15,19,20,20,15,16,13,8,25,19,20,16,14,23,22,16,12,15,10,13,13,12,12,8,10,13,10,10,5,1,5,2,1,3,1,-,-,1,2
60101 055 (GRAZ )<60101 055>,767,11,10,5,7,3,5,5,2,3,6,3,8,6,13,8,11,8,5,9,8,8,11,9,10,13,10,8,16,11,9,12,7,12,12,7,4,9,13,9,10,10,12,7,7,8,1,10,3,4,5,6,10,8,6,15,6,13,10,17,11,10,11,12,4,12,10,10,10,18,7,6,12,13,12,15,9,14,7,11,5,16,15,7,4,2,2,1,1,1,1,-,2,1,1,-,-
60101 056 (GRAZ )<60101 056>,719,10,5,6,9,8,8,6,6,4,9,12,11,7,7,6,9,12,6,6,9,9,11,5,14,11,13,17,7,9,9,8,11,11,15,12,5,10,18,12,9,14,16,5,7,3,9,2,8,3,5,8,7,5,8,10,7,14,3,8,15,5,10,5,6,7,6,12,10,9,4,7,9,10,3,12,9,7,10,10,5,5,4,3,3,3,4,2,3,2,1,-,1,1,2,-,-
60101 060 (GRAZ )<60101 060>,887,8,8,4,9,6,4,6,3,11,9,7,12,6,8,9,12,8,9,16,12,9,21,19,18,21,15,8,16,12,10,8,10,14,11,11,6,8,15,9,17,18,20,11,8,7,7,5,6,8,7,12,9,9,9,6,8,16,11,15,20,14,13,6,13,8,5,18,7,13,9,15,11,12,9,14,11,11,7,5,5,5,2,5,4,5,3,7,5,3,1,2,1,-,-,-,1
60101 061 (GRAZ )<60101 061>,915,9,7,5,6,12,4,13,6,7,11,7,9,16,8,5,10,15,11,9,15,14,12,16,16,8,21,10,10,12,9,10,10,11,14,20,9,18,20,21,6,8,10,10,7,4,7,15,10,8,12,14,10,9,12,10,11,9,12,24,12,9,13,3,3,7,11,17,11,12,10,13,14,10,16,11,10,8,14,7,6,4,10,2,7,5,1,-,5,3,1,3,2,-,-,1,-
60101 070 (GRAZ )<60101 070>,332,4,2,4,1,6,1,4,1,3,6,3,2,-,2,3,2,1,5,5,5,4,7,4,5,5,3,2,6,2,6,6,7,4,6,3,1,5,1,9,-,5,3,3,2,3,2,3,4,5,3,2,4,3,4,3,1,1,6,4,8,4,5,5,-,2,2,3,7,9,8,9,3,9,4,6,5,2,5,5,5,2,4,2,6,1,3,-,1,-,-,-,-,-,-,-,-
60101 071 (GRAZ )<60101 071>,806,6,5,8,6,7,9,7,12,12,11,9,15,12,15,11,12,10,9,7,16,12,10,7,12,10,11,10,8,10,7,8,7,8,14,13,11,10,20,16,18,19,14,11,18,3,14,10,5,8,7,8,5,15,5,16,9,13,19,13,9,13,5,6,3,9,9,10,7,8,8,13,10,2,8,7,4,3,4,5,4,5,3,3,3,1,2,3,2,-,2,1,-,-,-,1,-
60101 072 (GRAZ )<60101 072>,1.191,7,8,10,11,11,11,10,8,11,10,15,21,20,20,18,14,15,18,12,10,18,15,11,18,13,11,21,17,7,16,13,10,11,11,19,9,25,21,27,22,17,38,14,12,6,12,12,9,16,15,17,17,12,10,16,16,19,18,13,5,12,12,11,10,14,11,13,16,19,11,15,16,16,9,16,17,11,8,6,10,11,10,10,3,4,9,6,5,3,3,1,-,-,-,-,4
60101 073 (GRAZ )<60101 073>,420,3,7,2,5,9,3,4,4,9,2,3,10,5,5,8,5,8,9,9,14,9,8,7,7,12,3,5,7,4,6,6,7,3,2,1,4,1,10,8,7,7,6,6,5,6,3,6,1,2,7,3,6,5,5,3,2,4,4,6,5,7,4,4,1,8,3,1,3,3,3,3,8,5,2,6,2,1,3,2,3,-,4,3,4,-,1,-,-,2,-,-,1,-,-,-,-
60101 074 (GRAZ )<60101 074>,600,6,5,4,6,7,6,6,7,13,5,12,7,5,10,7,11,5,7,10,6,14,5,10,12,16,8,7,13,7,6,11,8,2,9,8,7,14,13,9,11,10,15,7,7,7,6,4,5,2,3,3,8,7,10,7,9,6,5,11,8,10,9,4,2,6,5,7,5,6,5,7,4,4,6,3,3,5,5,5,4,1,4,2,6,1,-,1,2,-,-,2,1,-,-,-,-
60101 075 (GRAZ )<60101 075>,323,3,2,3,3,1,1,2,3,-,3,4,-,4,7,1,6,5,5,5,1,6,3,8,6,2,7,2,3,1,5,-,2,7,5,8,5,4,5,7,3,6,3,2,5,2,1,4,2,1,4,1,4,1,7,4,2,3,3,4,4,6,5,1,3,3,4,2,5,9,7,4,1,8,6,7,5,1,4,1,5,2,6,3,2,-,3,1,-,-,4,-,3,-,1,-,-
60101 080 (GRAZ )<60101 080>,916,6,5,14,3,10,10,11,12,3,10,8,6,9,7,12,12,7,10,11,8,8,5,10,5,4,5,4,5,8,10,4,8,7,11,14,6,12,11,13,12,15,19,14,4,6,6,7,4,7,8,6,5,-,4,8,1,9,5,13,14,12,14,7,7,2,13,17,11,16,19,14,19,10,16,14,22,15,19,23,14,11,16,13,16,23,4,9,13,9,7,8,2,4,-,3,3
60101 090 (GRAZ )<60101 090>,1.163,22,14,17,22,13,13,17,8,13,12,11,9,15,11,8,9,7,14,7,13,14,12,17,14,20,30,13,20,16,18,14,23,13,29,18,11,22,22,25,20,18,20,15,8,12,9,8,5,12,10,17,6,12,10,6,12,20,13,12,20,15,15,7,7,9,9,10,13,15,18,14,14,14,18,14,13,15,13,8,4,11,6,6,3,5,4,5,1,-,2,-,-,1,1,-,2
60101 091 (GRAZ )<60101 091>,923,8,7,5,9,10,6,10,8,3,3,9,3,6,7,7,6,12,6,9,8,12,17,14,12,12,12,14,18,23,12,12,12,15,13,12,16,13,11,8,18,10,7,8,6,5,5,5,10,6,7,7,6,8,8,12,21,13,14,17,17,15,11,15,8,16,7,12,15,19,18,16,14,19,14,9,15,7,10,10,6,3,9,8,4,4,4,3,5,2,5,1,3,2,1,1,2
60101 092 (GRAZ )<60101 092>,1.254,12,13,7,9,13,9,8,10,11,10,18,14,16,13,17,15,18,12,16,18,18,15,15,21,13,18,18,21,15,15,19,11,13,20,21,15,16,8,25,14,22,17,12,7,6,13,11,8,8,13,11,22,16,14,23,19,15,14,14,12,26,15,13,14,15,14,18,14,18,16,20,15,27,17,17,18,10,11,22,13,8,4,5,6,3,6,3,6,2,4,3,1,-,2,-,1
60101 093 (GRAZ )<60101 093>,644,8,7,6,3,2,3,5,6,8,7,8,6,5,7,6,9,9,7,2,6,9,5,10,7,14,9,10,14,6,8,9,12,6,6,9,6,5,16,18,13,11,10,7,5,3,8,5,6,4,5,9,10,3,7,4,6,6,10,8,19,14,12,7,5,5,12,8,10,4,10,5,11,7,11,5,4,4,3,10,4,3,8,3,5,4,2,5,2,-,1,1,-,-,-,-,1
60101 094 (GRAZ )<60101 094>,657,7,6,8,7,7,12,9,5,5,11,3,6,13,7,6,8,4,11,5,9,11,12,8,13,14,8,15,11,17,10,8,14,8,17,11,5,12,8,16,13,7,14,12,11,3,-,3,3,5,7,7,3,4,9,6,4,4,5,8,8,6,10,4,5,2,6,13,7,7,12,8,3,2,9,8,2,9,2,4,5,4,3,8,1,2,1,4,1,1,-,1,1,-,-,-,3
60101 100 (GRAZ )<60101 100>,732,8,12,6,5,6,8,5,8,6,7,5,8,11,11,6,8,4,5,6,7,7,7,21,15,13,7,14,11,11,9,11,6,16,12,8,9,10,10,18,21,7,13,5,7,1,6,5,2,5,4,11,9,6,7,8,9,7,14,8,13,13,9,7,4,10,5,19,14,15,7,11,11,9,7,4,6,10,5,8,5,5,3,4,1,1,4,4,-,2,2,-,1,-,-,-,1
60101 101 (GRAZ )<60101 101>,2.032,31,26,29,32,22,24,28,29,26,31,18,36,32,27,32,32,37,30,34,32,31,34,21,26,24,31,42,40,24,35,33,41,28,35,29,29,45,34,22,29,50,38,37,21,10,15,14,16,13,15,26,18,17,24,31,31,35,26,32,43,36,24,20,14,18,6,22,24,15,21,11,12,18,11,13,4,3,6,6,3,3,1,2,1,2,-,-,1,1,-,-,-,-,-,-,1
60101 102 (GRAZ )<60101 102>,546,7,11,4,2,8,2,8,4,2,9,6,2,6,9,3,4,11,5,9,12,12,11,12,15,11,14,9,11,3,8,2,5,7,7,10,6,6,9,9,7,10,8,5,1,8,4,5,6,6,4,4,4,8,9,3,5,6,7,2,5,10,6,6,7,10,5,5,6,5,11,6,9,7,6,3,8,4,5,2,2,2,2,1,2,1,2,-,2,-,1,-,-,-,-,2,-
60101 103 (GRAZ )<60101 103>,967,10,11,8,2,5,6,7,8,10,13,8,4,9,10,11,12,9,10,14,17,7,18,11,20,25,16,22,15,20,4,13,19,14,9,11,8,9,13,19,15,13,20,7,2,6,11,6,6,9,8,13,9,13,15,16,21,13,22,18,22,12,16,7,12,10,14,12,16,18,13,12,10,9,7,9,6,9,7,3,12,4,4,6,3,2,3,5,-,-,1,1,-,1,-,1,-
