ElectionID,RegionID,ParentID,RegionName,DistrictName
NR2017,G41117,G41100,Rechberg,
NR2017,G41118,G41100,Ried in der Riedmark,
NR2017,G41119,G41100,St. Georgen am Walde,
NR2017,G41120,G41100,St. Georgen an der Gusen,
NR2017,G41121,G41100,St. Nikola an der Donau,
NR2017,G41122,G41100,St. Thomas am Blasenstein,
NR2017,G41123,G41100,Saxen,
NR2017,G41124,G41100,Schwertberg,
NR2017,G41125,G41100,Waldhausen im Strudengau,
NR2017,G41126,G41100,Windhaag bei Perg,
NR2017,G41199,G41100,Wahlkarten - Perg,
NR2017,G41200,G4B000,Ried im Innkreis,
NR2017,G41201,G41200,Andrichsfurt,
NR2017,G41202,G41200,Antiesenhofen,
NR2017,G41203,G41200,Aurolzmünster,
NR2017,G41204,G41200,Eberschwang,
NR2017,G41205,G41200,Eitzing,
NR2017,G41206,G41200,Geiersberg,
NR2017,G41207,G41200,Geinberg,
NR2017,G41208,G41200,Gurten,
NR2017,G41209,G41200,Hohenzell,
NR2017,G41210,G41200,Kirchdorf am Inn,
NR2017,G41211,G41200,Kirchheim im Innkreis,
NR2017,G41212,G41200,Lambrechten,
NR2017,G41213,G41200,Lohnsburg am Kobernaußerwald,
NR2017,G41214,G41200,Mehrnbach,
NR2017,G41215,G41200,Mettmach,
NR2017,G41216,G41200,Mörschwang,
NR2017,G41217,G41200,Mühlheim am Inn,
NR2017,G41218,G41200,Neuhofen im Innkreis,
NR2017,G41219,G41200,Obernberg am Inn,
NR2017,G41220,G41200,Ort im Innkreis,
NR2017,G41221,G41200,Pattigham,
NR2017,G41222,G41200,Peterskirchen,
NR2017,G41223,G41200,Pramet,
NR2017,G41224,G41200,Reichersberg,
NR2017,G41225,G41200,Ried im Innkreis,
NR2017,G41226,G41200,St. Georgen bei Obernberg am Inn,
NR2017,G41227,G41200,St. Marienkirchen am Hausruck,
NR2017,G41228,G41200,St. Martin im Innkreis,
NR2017,G41229,G41200,Schildorn,
NR2017,G41230,G41200,Senftenbach,
NR2017,G41231,G41200,Taiskirchen im Innkreis,
NR2017,G41232,G41200,Tumeltsham,
NR2017,G41233,G41200,Utzenaich,
NR2017,G41234,G41200,Waldzell,
NR2017,G41235,G41200,Weilbach,
NR2017,G41236,G41200,Wippenham,
NR2017,G41299,G41200,Wahlkarten - Ried im Innkreis,
NR2017,G41300,G4E000,Rohrbach,
NR2017,G41301,G41300,Afiesl,
NR2017,G41302,G41300,Ahorn,
NR2017,G41304,G41300,Altenfelden,
NR2017,G41305,G41300,Arnreit,
NR2017,G41306,G41300,Atzesberg,
NR2017,G41307,G41300,Auberg,
NR2017,G41309,G41300,Haslach an der Mühl,
NR2017,G41310,G41300,Helfenberg,
NR2017,G41311,G41300,Hörbich,
NR2017,G41312,G41300,Hofkirchen im Mühlkreis,
NR2017,G41313,G41300,Julbach,
NR2017,G41314,G41300,Kirchberg ob der Donau,
NR2017,G41315,G41300,Klaffer am Hochficht,
NR2017,G41316,G41300,Kleinzell im Mühlkreis,
NR2017,G41317,G41300,Kollerschlag,
NR2017,G41318,G41300,Lembach im Mühlkreis,
NR2017,G41319,G41300,Lichtenau im Mühlkreis,
NR2017,G41320,G41300,Nebelberg,
NR2017,G41321,G41300,Neufelden,
NR2017,G41322,G41300,Niederkappel,
NR2017,G41323,G41300,Niederwaldkirchen,
NR2017,G41324,G41300,Oberkappel,
NR2017,G41325,G41300,Oepping,
NR2017,G41326,G41300,Peilstein im Mühlviertel,
NR2017,G41327,G41300,Pfarrkirchen im Mühlkreis,
NR2017,G41328,G41300,Putzleinsdorf,
NR2017,G41329,G41300,Neustift im Mühlkreis,
NR2017,G41331,G41300,St. Johann am Wimberg,
NR2017,G41332,G41300,St. Martin im Mühlkreis,
NR2017,G41333,G41300,St. Oswald bei Haslach,
NR2017,G41334,G41300,St. Peter am Wimberg,
NR2017,G41335,G41300,St. Stefan am Walde,
NR2017,G41336,G41300,St. Ulrich im Mühlkreis,
NR2017,G41337,G41300,St. Veit im Mühlkreis,
NR2017,G41338,G41300,Sarleinsbach,
NR2017,G41340,G41300,Schönegg,
NR2017,G41341,G41300,Schwarzenberg am Böhmerwald,
NR2017,G41342,G41300,Ulrichsberg,
NR2017,G41343,G41300,Aigen-Schlägl,
NR2017,G41344,G41300,Rohrbach-Berg,
NR2017,G41399,G41300,Wahlkarten - Rohrbach,
NR2017,G41400,G4B000,Schärding,
NR2017,G41401,G41400,Altschwendt,
NR2017,G41402,G41400,Andorf,
NR2017,G41403,G41400,Brunnenthal,
NR2017,G41404,G41400,Diersbach,
NR2017,G41405,G41400,Dorf an der Pram,
NR2017,G41406,G41400,Eggerding,
NR2017,G41407,G41400,Engelhartszell,
NR2017,G41408,G41400,Enzenkirchen,
NR2017,G41409,G41400,Esternberg,
NR2017,G41410,G41400,Freinberg,
NR2017,G41411,G41400,Kopfing im Innkreis,
NR2017,G41412,G41400,Mayrhof,
NR2017,G41413,G41400,Münzkirchen,
NR2017,G41414,G41400,Raab,
NR2017,G41415,G41400,Rainbach im Innkreis,
NR2017,G41416,G41400,Riedau,
NR2017,G41417,G41400,St. Aegidi,
NR2017,G41418,G41400,St. Florian am Inn,
NR2017,G41419,G41400,St. Marienkirchen bei Schärding,
NR2017,G41420,G41400,St. Roman,
NR2017,G41421,G41400,St. Willibald,
NR2017,G41422,G41400,Schärding,
NR2017,G41423,G41400,Schardenberg,
NR2017,G41424,G41400,Sigharting,
NR2017,G41425,G41400,Suben,
NR2017,G41426,G41400,Taufkirchen an der Pram,
NR2017,G41427,G41400,Vichtenstein,
NR2017,G41428,G41400,Waldkirchen am Wesen,
NR2017,G41429,G41400,Wernstein am Inn,
NR2017,G41430,G41400,Zell an der Pram,
NR2017,G41499,G41400,Wahlkarten - Schärding,
NR2017,G41500,G4D000,Steyr-Land,
NR2017,G41501,G41500,Adlwang,
NR2017,G41502,G41500,Aschach an der Steyr,
NR2017,G41503,G41500,Bad Hall,
NR2017,G41504,G41500,Dietach,
NR2017,G41505,G41500,Gaflenz,
NR2017,G41506,G41500,Garsten,
NR2017,G41507,G41500,Großraming,
NR2017,G41508,G41500,Laussa,
NR2017,G41509,G41500,Losenstein,
NR2017,G41510,G41500,Maria Neustift,
NR2017,G41511,G41500,Pfarrkirchen bei Bad Hall,
NR2017,G41512,G41500,Reichraming,
NR2017,G41513,G41500,Rohr im Kremstal,
NR2017,G41514,G41500,St. Ulrich bei Steyr,
NR2017,G41515,G41500,Schiedlberg,
NR2017,G41516,G41500,Sierning,
NR2017,G41517,G41500,Ternberg,
NR2017,G41518,G41500,Waldneukirchen,
NR2017,G41521,G41500,Wolfern,
NR2017,G41522,G41500,Weyer,
NR2017,G41599,G41500,Wahlkarten - Steyr-Land,
NR2017,G41600,G4E000,Urfahr-Umgebung,
NR2017,G41601,G41600,Alberndorf in der Riedmark,
NR2017,G41602,G41600,Altenberg bei Linz,
NR2017,G41603,G41600,Bad Leonfelden,
NR2017,G41604,G41600,Eidenberg,
NR2017,G41605,G41600,Engerwitzdorf,
NR2017,G41606,G41600,Feldkirchen an der Donau,
NR2017,G41607,G41600,Gallneukirchen,
NR2017,G41608,G41600,Goldwörth,
NR2017,G41609,G41600,Gramastetten,
NR2017,G41610,G41600,Haibach im Mühlkreis,
NR2017,G41611,G41600,Hellmonsödt,
NR2017,G41612,G41600,Herzogsdorf,
NR2017,G41613,G41600,Kirchschlag bei Linz,
NR2017,G41614,G41600,Lichtenberg,
NR2017,G41615,G41600,Oberneukirchen,
NR2017,G41616,G41600,Ottenschlag im Mühlkreis,
NR2017,G41617,G41600,Ottensheim,
NR2017,G41618,G41600,Puchenau,
NR2017,G41619,G41600,Reichenau im Mühlkreis,
NR2017,G41620,G41600,Reichenthal,
NR2017,G41621,G41600,St. Gotthard im Mühlkreis,
NR2017,G41622,G41600,Schenkenfelden,
NR2017,G41623,G41600,Sonnberg im Mühlkreis,
NR2017,G41624,G41600,Steyregg,
NR2017,G41625,G41600,Vorderweißenbach,
NR2017,G41626,G41600,Walding,
NR2017,G41627,G41600,Zwettl an der Rodl,
NR2017,G41699,G41600,Wahlkarten - Urfahr-Umgebung,
NR2017,G41700,G4C000,Vöcklabruck,
NR2017,G41701,G41700,Ampflwang im Hausruckwald,
NR2017,G41702,G41700,Attersee am Attersee,
NR2017,G41703,G41700,Attnang-Puchheim,
NR2017,G41704,G41700,Atzbach,
NR2017,G41705,G41700,Aurach am Hongar,
NR2017,G41706,G41700,Berg im Attergau,
NR2017,G41707,G41700,Desselbrunn,
NR2017,G41708,G41700,Fornach,
NR2017,G41709,G41700,Frankenburg am Hausruck,
NR2017,G41710,G41700,Frankenmarkt,
NR2017,G41711,G41700,Gampern,
NR2017,G41712,G41700,Innerschwand am Mondsee,
NR2017,G41713,G41700,Lenzing,
NR2017,G41714,G41700,Manning,
NR2017,G41715,G41700,Mondsee,
NR2017,G41716,G41700,Neukirchen an der Vöckla,
NR2017,G41717,G41700,Niederthalheim,
NR2017,G41718,G41700,Nußdorf am Attersee,
NR2017,G41719,G41700,Oberhofen am Irrsee,
NR2017,G41720,G41700,Oberndorf bei Schwanenstadt,
NR2017,G41721,G41700,Oberwang,
NR2017,G41722,G41700,Ottnang am Hausruck,
NR2017,G41723,G41700,Pfaffing,
NR2017,G41724,G41700,Pilsbach,
NR2017,G41725,G41700,Pitzenberg,
NR2017,G41726,G41700,Pöndorf,
NR2017,G41727,G41700,Puchkirchen am Trattberg,
NR2017,G41728,G41700,Pühret,
NR2017,G41729,G41700,Redleiten,
NR2017,G41730,G41700,Redlham,
NR2017,G41731,G41700,Regau,
NR2017,G41732,G41700,Rüstorf,
NR2017,G41733,G41700,Rutzenham,
NR2017,G41734,G41700,St. Georgen im Attergau,
NR2017,G41735,G41700,St. Lorenz,
NR2017,G41736,G41700,Schlatt,
NR2017,G41737,G41700,Schörfling am Attersee,
NR2017,G41738,G41700,Schwanenstadt,
NR2017,G41739,G41700,Seewalchen am Attersee,
NR2017,G41740,G41700,Steinbach am Attersee,
NR2017,G41741,G41700,Straß im Attergau,
NR2017,G41742,G41700,Tiefgraben,
NR2017,G41743,G41700,Timelkam,
NR2017,G41744,G41700,Ungenach,
NR2017,G41745,G41700,Unterach am Attersee,
NR2017,G41746,G41700,Vöcklabruck,
NR2017,G41747,G41700,Vöcklamarkt,
NR2017,G41748,G41700,Weißenkirchen im Attergau,
NR2017,G41749,G41700,Weyregg am Attersee,
NR2017,G41750,G41700,Wolfsegg am Hausruck,
NR2017,G41751,G41700,Zell am Moos,
NR2017,G41752,G41700,Zell am Pettenfirst,
NR2017,G41799,G41700,Wahlkarten - Vöcklabruck,
NR2017,G41800,G4C000,Wels-Land,
NR2017,G41801,G41800,Aichkirchen,
NR2017,G41802,G41800,Bachmanning,
NR2017,G41803,G41800,Bad Wimsbach-Neydharting,
NR2017,G41804,G41800,Buchkirchen,
NR2017,G41805,G41800,Eberstalzell,
NR2017,G41806,G41800,Edt bei Lambach,
NR2017,G41807,G41800,Fischlham,
NR2017,G41808,G41800,Gunskirchen,
NR2017,G41809,G41800,Holzhausen,
NR2017,G41810,G41800,Krenglbach,
NR2017,G41811,G41800,Lambach,
NR2017,G41812,G41800,Marchtrenk,
NR2017,G41813,G41800,Neukirchen bei Lambach,
NR2017,G41814,G41800,Offenhausen,
NR2017,G41815,G41800,Pennewang,
NR2017,G41816,G41800,Pichl bei Wels,
NR2017,G41817,G41800,Sattledt,
NR2017,G41818,G41800,Schleißheim,
NR2017,G41819,G41800,Sipbachzell,
NR2017,G41820,G41800,Stadl-Paura,
NR2017,G41821,G41800,Steinerkirchen an der Traun,
NR2017,G41822,G41800,Steinhaus,
NR2017,G41823,G41800,Thalheim bei Wels,
NR2017,G41824,G41800,Weißkirchen an der Traun,
NR2017,G41899,G41800,Wahlkarten - Wels-Land,
NR2017,G4A000,G40000,Linz und Umgebung,
NR2017,G4A099,G4A000,Wahlkarten Linz und Umgebung,
NR2017,G4B000,G40000,Innviertel,
NR2017,G4B099,G4B000,Wahlkarten - Innviertel,
NR2017,G4C000,G40000,Hausruckviertel,
NR2017,G4C099,G4C000,Wahlkarten - Hausruckviertel,
NR2017,G4D000,G40000,Traunviertel,
NR2017,G4D099,G4D000,Wahlkarten - Traunviertel,
NR2017,G4E000,G40000,Mühlviertel,
NR2017,G4E099,G4E000,Wahlkarten - Mühlviertel,
NR2017,G50000,G00000,Salzburg,
NR2017,G50099,G50000,Wahlkarten - Salzburg,
NR2017,G50100,G5A000,Salzburg(Stadt),
NR2017,G50101,G50100,Salzburg,
NR2017,G50199,G50100,Wahlkarten - Salzburg(Stadt),
NR2017,G50200,G5B000,Hallein,
NR2017,G50201,G50200,Abtenau,
NR2017,G50202,G50200,Adnet,
NR2017,G50203,G50200,Annaberg-Lungötz,
NR2017,G50204,G50200,Golling an der Salzach,
NR2017,G50205,G50200,Hallein,
NR2017,G50206,G50200,Krispl,
NR2017,G50207,G50200,Kuchl,
NR2017,G50208,G50200,Oberalm,
NR2017,G50209,G50200,Puch bei Hallein,
NR2017,G50210,G50200,Rußbach am Paß Gschütt,
NR2017,G50211,G50200,Sankt Koloman,
NR2017,G50212,G50200,Scheffau am Tennengebirge,
NR2017,G50213,G50200,Bad Vigaun,
NR2017,G50299,G50200,Wahlkarten - Hallein,
NR2017,G50300,G5B000,Salzburg-Umgebung,
NR2017,G50301,G50300,Anif,
NR2017,G50302,G50300,Anthering,
NR2017,G50303,G50300,Bergheim,
NR2017,G50304,G50300,Berndorf bei Salzburg,
NR2017,G50305,G50300,Bürmoos,
NR2017,G50306,G50300,Dorfbeuern,
NR2017,G50307,G50300,Ebenau,
NR2017,G50308,G50300,Elixhausen,
NR2017,G50309,G50300,Elsbethen,
NR2017,G50310,G50300,Eugendorf,
NR2017,G50311,G50300,Faistenau,
NR2017,G50312,G50300,Fuschl am See,
NR2017,G50313,G50300,Göming,
NR2017,G50314,G50300,Grödig,
NR2017,G50315,G50300,Großgmain,
NR2017,G50316,G50300,Hallwang,
NR2017,G50317,G50300,Henndorf am Wallersee,
NR2017,G50318,G50300,Hintersee,
NR2017,G50319,G50300,Hof bei Salzburg,
NR2017,G50320,G50300,Köstendorf,
NR2017,G50321,G50300,Koppl,
NR2017,G50322,G50300,Lamprechtshausen,
NR2017,G50323,G50300,Mattsee,
NR2017,G50324,G50300,Neumarkt am Wallersee,
NR2017,G50325,G50300,Nußdorf am Haunsberg,
NR2017,G50326,G50300,Oberndorf bei Salzburg,
NR2017,G50327,G50300,Obertrum am See,
NR2017,G50328,G50300,Plainfeld,
NR2017,G50329,G50300,Sankt Georgen bei Salzburg,
NR2017,G50330,G50300,Sankt Gilgen,
NR2017,G50331,G50300,Schleedorf,
NR2017,G50332,G50300,Seeham,
NR2017,G50335,G50300,Straßwalchen,
NR2017,G50336,G50300,Strobl,
NR2017,G50337,G50300,Thalgau,
NR2017,G50338,G50300,Wals-Siezenheim,
NR2017,G50339,G50300,Seekirchen am Wallersee,
NR2017,G50399,G50300,Wahlkarten - Salzburg-Umgebung,
NR2017,G50400,G5C000,Sankt Johann im Pongau,
NR2017,G50401,G50400,Altenmarkt im Pongau,
NR2017,G50402,G50400,Bad Hofgastein,
NR2017,G50403,G50400,Bad Gastein,
NR2017,G50404,G50400,Bischofshofen,
NR2017,G50405,G50400,Dorfgastein,
NR2017,G50406,G50400,Eben im Pongau,
NR2017,G50407,G50400,Filzmoos,
NR2017,G50408,G50400,Flachau,
NR2017,G50409,G50400,Forstau,
NR2017,G50410,G50400,Goldegg,
NR2017,G50411,G50400,Großarl,
NR2017,G50412,G50400,Hüttau,
NR2017,G50413,G50400,Hüttschlag,
NR2017,G50414,G50400,Kleinarl,
NR2017,G50415,G50400,Mühlbach am Hochkönig,
NR2017,G50416,G50400,Pfarrwerfen,
NR2017,G50417,G50400,Radstadt,
NR2017,G50418,G50400,Sankt Johann im Pongau,
NR2017,G50419,G50400,Sankt Martin am Tennengebirge,
NR2017,G50420,G50400,Sankt Veit im Pongau,
NR2017,G50421,G50400,Schwarzach im Pongau,
NR2017,G50422,G50400,Untertauern,
NR2017,G50423,G50400,Wagrain,
NR2017,G50424,G50400,Werfen,
NR2017,G50425,G50400,Werfenweng,
NR2017,G50499,G50400,Wahlkarten - Sankt Johann im Pongau,
NR2017,G50500,G5C000,Tamsweg,
NR2017,G50501,G50500,Göriach,
NR2017,G50502,G50500,Lessach,
NR2017,G50503,G50500,Mariapfarr,
NR2017,G50504,G50500,Mauterndorf,
NR2017,G50505,G50500,Muhr,
NR2017,G50506,G50500,Ramingstein,
NR2017,G50507,G50500,Sankt Andrä im Lungau,
NR2017,G50508,G50500,Sankt Margarethen im Lungau,
NR2017,G50509,G50500,Sankt Michael im Lungau,
NR2017,G50510,G50500,Tamsweg,
NR2017,G50511,G50500,Thomatal,
NR2017,G50512,G50500,Tweng,
NR2017,G50513,G50500,Unternberg,
NR2017,G50514,G50500,Weißpriach,
NR2017,G50515,G50500,Zederhaus,
NR2017,G50599,G50500,Wahlkarten - Tamsweg,
NR2017,G50600,G5C000,Zell am See,
NR2017,G50601,G50600,Bramberg am Wildkogel,
NR2017,G50602,G50600,Bruck an der Großglocknerstraße,
NR2017,G50603,G50600,Dienten am Hochkönig,
NR2017,G50604,G50600,Fusch an der Großglocknerstraße,
NR2017,G50605,G50600,Hollersbach im Pinzgau,
NR2017,G50606,G50600,Kaprun,
NR2017,G50607,G50600,Krimml,
NR2017,G50608,G50600,Lend,
NR2017,G50609,G50600,Leogang,
NR2017,G50610,G50600,Lofer,
NR2017,G50611,G50600,Maishofen,
NR2017,G50612,G50600,Maria Alm am Steinernen Meer,
NR2017,G50613,G50600,Mittersill,
NR2017,G50614,G50600,Neukirchen am Großvenediger,
NR2017,G50615,G50600,Niedernsill,
NR2017,G50616,G50600,Piesendorf,
NR2017,G50617,G50600,Rauris,
NR2017,G50618,G50600,Saalbach-Hinterglemm,
NR2017,G50619,G50600,Saalfelden am Steinernen Meer,
NR2017,G50620,G50600,Sankt Martin bei Lofer,
NR2017,G50621,G50600,Stuhlfelden,
NR2017,G50622,G50600,Taxenbach,
NR2017,G50623,G50600,Unken,
NR2017,G50624,G50600,Uttendorf,
NR2017,G50625,G50600,Viehhofen,
NR2017,G50626,G50600,Wald im Pinzgau,
NR2017,G50627,G50600,Weißbach bei Lofer,
NR2017,G50628,G50600,Zell am See,
NR2017,G50699,G50600,Wahlkarten - Zell am See,
NR2017,G5A000,G50000,Salzburg Stadt,
NR2017,G5A099,G5A000,Wahlkarten - Salzburg Stadt,
NR2017,G5B000,G50000,Flachgau/Tennengau,
NR2017,G5B099,G5B000,Wahlkarten - Flachgau/Tennengau,
NR2017,G5C000,G50000,Lungau/Pinzgau/Pongau,
NR2017,G5C099,G5C000,Wahlkarten - Lungau/Pinzgau/Pongau,
NR2017,G60000,G00000,Steiermark,
NR2017,G60099,G60000,Wahlkarten - Steiermark,
NR2017,G60100,G6A000,Graz(Stadt),
NR2017,G60101,G60100,Graz,Innere Stadt
NR2017,G60102,G60100,Graz,St Leonhard
NR2017,G60103,G60100,Graz,Geidorf
NR2017,G60104,G60100,Graz,Lend
NR2017,G60105,G60100,Graz,Gries
NR2017,G60106,G60100,Graz,Jakomini
NR2017,G60107,G60100,Graz,Liebenau
NR2017,G60108,G60100,Graz,St.Peter
NR2017,G60109,G60100,Graz,Waltendorf
NR2017,G60110,G60100,Graz,Ries
NR2017,G60111,G60100,Graz,Mariatrost
NR2017,G60112,G60100,Graz,Andritz
NR2017,G60113,G60100,Graz,Gösting
NR2017,G60114,G60100,Graz,Eggenberg
NR2017,G60115,G60100,Graz,Wetzelsdorf
NR2017,G60116,G60100,Graz,Straßgang
NR2017,G60117,G60100,Graz,Puntigam
NR2017,G60199,G60100,Wahlkarten - Graz(Stadt),
NR2017,G60300,G6C000,Deutschlandsberg,
NR2017,G60305,G60300,Frauental an der Laßnitz,
NR2017,G60318,G60300,Lannach,
NR2017,G60323,G60300,Pölfing-Brunn,
NR2017,G60324,G60300,Preding,
NR2017,G60326,G60300,Sankt Josef (Weststeiermark),
NR2017,G60329,G60300,Sankt Peter im Sulmtal,
NR2017,G60341,G60300,Wettmannstätten,
NR2017,G60344,G60300,Deutschlandsberg,
NR2017,G60345,G60300,Eibiswald,
NR2017,G60346,G60300,Groß Sankt Florian,
NR2017,G60347,G60300,Sankt Martin im Sulmtal,
NR2017,G60348,G60300,Sankt Stefan ob Stainz,
NR2017,G60349,G60300,Schwanberg,
NR2017,G60350,G60300,Stainz,
NR2017,G60351,G60300,Wies,
NR2017,G60399,G60300,Wahlkarten - Deutschlandsberg,
NR2017,G60600,G6A000,Graz-Umgebung,
NR2017,G60608,G60600,Feldkirchen bei Graz,
NR2017,G60611,G60600,Gössendorf,
NR2017,G60613,G60600,Gratkorn,
NR2017,G60617,G60600,Hart bei Graz,
NR2017,G60618,G60600,Haselsdorf-Tobelbad,
NR2017,G60619,G60600,Hausmannstätten,
NR2017,G60623,G60600,Kainbach bei Graz,
NR2017,G60624,G60600,Kalsdorf bei Graz,
NR2017,G60626,G60600,Kumberg,
NR2017,G60628,G60600,Laßnitzhöhe,
NR2017,G60629,G60600,Lieboch,
NR2017,G60632,G60600,Peggau,
NR2017,G60639,G60600,Sankt Bartholomä,
NR2017,G60641,G60600,Sankt Oswald bei Plankenwarth,
NR2017,G60642,G60600,Sankt Radegund bei Graz,
NR2017,G60645,G60600,Semriach,
NR2017,G60646,G60600,Stattegg,
NR2017,G60647,G60600,Stiwoll,
NR2017,G60648,G60600,Thal,
NR2017,G60651,G60600,Übelbach,
NR2017,G60653,G60600,Vasoldsberg,
NR2017,G60654,G60600,Weinitzen,
NR2017,G60655,G60600,Werndorf,
NR2017,G60656,G60600,Wundschuh,
NR2017,G60659,G60600,Deutschfeistritz,
NR2017,G60660,G60600,Dobl-Zwaring,
NR2017,G60661,G60600,Eggersdorf bei Graz,
NR2017,G60662,G60600,Fernitz-Mellach,
NR2017,G60663,G60600,Frohnleiten,
NR2017,G60664,G60600,Gratwein-Straßengel,
NR2017,G60665,G60600,Hitzendorf,
NR2017,G60666,G60600,Nestelbach bei Graz,
NR2017,G60667,G60600,Raaba-Grambach,
NR2017,G60668,G60600,Sankt Marein bei Graz,
NR2017,G60669,G60600,Seiersberg-Pirka,
NR2017,G60670,G60600,Premstätten,
NR2017,G60699,G60600,Wahlkarten - Graz-Umgebung,
NR2017,G61000,G6C000,Leibnitz,
NR2017,G61001,G61000,Allerheiligen bei Wildon,
NR2017,G61002,G61000,Arnfels,
NR2017,G61007,G61000,Empersdorf,
NR2017,G61008,G61000,Gabersdorf,
NR2017,G61012,G61000,Gralla,
NR2017,G61013,G61000,Großklein,
NR2017,G61016,G61000,Heimschuh,
NR2017,G61017,G61000,Hengsberg,
NR2017,G61019,G61000,Kitzeck im Sausal,
NR2017,G61020,G61000,Lang,
NR2017,G61021,G61000,Lebring-Sankt Margarethen,
NR2017,G61024,G61000,Oberhaag,
NR2017,G61027,G61000,Ragnitz,
NR2017,G61030,G61000,Sankt Andrä-Höch,
NR2017,G61032,G61000,Sankt Johann im Saggautal,
NR2017,G61033,G61000,Sankt Nikolai im Sausal,
NR2017,G61043,G61000,Tillmitsch,
NR2017,G61045,G61000,Wagna,
NR2017,G61049,G61000,Ehrenhausen an der Weinstraße,
NR2017,G61050,G61000,Gamlitz,
NR2017,G61051,G61000,Gleinstätten,
NR2017,G61052,G61000,Heiligenkreuz am Waasen,
NR2017,G61053,G61000,Leibnitz,
NR2017,G61054,G61000,Leutschach an der Weinstraße,
NR2017,G61055,G61000,Sankt Georgen an der Stiefing,
NR2017,G61056,G61000,Sankt Veit in der Südsteiermark,
NR2017,G61057,G61000,Schwarzautal,
NR2017,G61058,G61000,Straß in Steiermark,
NR2017,G61059,G61000,Wildon,
NR2017,G61099,G61000,Wahlkarten - Leibnitz,
NR2017,G61100,G6D000,Leoben,
NR2017,G61101,G61100,Eisenerz,
NR2017,G61105,G61100,Kalwang,
NR2017,G61106,G61100,Kammern im Liesingtal,
NR2017,G61107,G61100,Kraubath an der Mur,
NR2017,G61108,G61100,Leoben,
NR2017,G61109,G61100,Mautern in Steiermark,
NR2017,G61110,G61100,Niklasdorf,
NR2017,G61111,G61100,Proleb,
NR2017,G61112,G61100,Radmer,
NR2017,G61113,G61100,Sankt Michael in Obersteiermark,
NR2017,G61114,G61100,Sankt Peter-Freienstein,
NR2017,G61115,G61100,Sankt Stefan ob Leoben,
NR2017,G61116,G61100,Traboch,
NR2017,G61118,G61100,Vordernberg,
NR2017,G61119,G61100,Wald am Schoberpaß,
NR2017,G61120,G61100,Trofaiach,
NR2017,G61199,G61100,Wahlkarten - Leoben,
NR2017,G61200,G6D000,Liezen,
NR2017,G61203,G61200,Aigen im Ennstal,
NR2017,G61204,G61200,Altaussee,
NR2017,G61205,G61200,Altenmarkt bei Sankt Gallen,
NR2017,G61206,G61200,Ardning,
NR2017,G61207,G61200,Bad Aussee,
NR2017,G61213,G61200,Gröbming,
NR2017,G61215,G61200,Grundlsee,
NR2017,G61217,G61200,Haus,
NR2017,G61222,G61200,Lassing,
NR2017,G61236,G61200,Ramsau am Dachstein,
NR2017,G61243,G61200,Selzthal,
NR2017,G61247,G61200,Trieben,
NR2017,G61251,G61200,Wildalpen,
NR2017,G61252,G61200,Wörschach,
NR2017,G61253,G61200,Admont,
NR2017,G61254,G61200,Aich,
NR2017,G61255,G61200,Bad Mitterndorf,
NR2017,G61256,G61200,Gaishorn am See,
NR2017,G61257,G61200,Irdning-Donnersbachtal,
NR2017,G61258,G61200,Landl,
NR2017,G61259,G61200,Liezen,
NR2017,G61260,G61200,Michaelerberg-Pruggern,
NR2017,G61261,G61200,Mitterberg-Sankt Martin,
NR2017,G61262,G61200,Öblarn,
NR2017,G61263,G61200,Rottenmann,
NR2017,G61264,G61200,Sankt Gallen,
NR2017,G61265,G61200,Schladming,
NR2017,G61266,G61200,Sölk,
NR2017,G61267,G61200,Stainach-Pürgg,
NR2017,G61299,G61200,Wahlkarten - Liezen,
NR2017,G61400,G6D000,Murau,
NR2017,G61410,G61400,Mühlen,
NR2017,G61413,G61400,Niederwölz,
NR2017,G61425,G61400,St. Peter am Kammersberg,
NR2017,G61428,G61400,Schöder,
NR2017,G61437,G61400,Krakau,
NR2017,G61438,G61400,Murau,
NR2017,G61439,G61400,Neumarkt in Steiermark,
NR2017,G61440,G61400,Oberwölz,
NR2017,G61441,G61400,Ranten,
NR2017,G61442,G61400,Sankt Georgen am Kreischberg,
NR2017,G61443,G61400,Sankt Lambrecht,
NR2017,G61444,G61400,Scheifling,
NR2017,G61445,G61400,Stadl-Predlitz,
NR2017,G61446,G61400,Teufenbach-Katsch,
NR2017,G61499,G61400,Wahlkarten - Murau,
NR2017,G61600,G6C000,Voitsberg,
NR2017,G61611,G61600,Krottendorf-Gaisfeld,
NR2017,G61612,G61600,Ligist,
NR2017,G61615,G61600,Mooskirchen,
NR2017,G61618,G61600,Rosental an der Kainach,
NR2017,G61621,G61600,Sankt Martin am Wöllmißberg,
NR2017,G61624,G61600,Stallhofen,
NR2017,G61625,G61600,Voitsberg,
NR2017,G61626,G61600,Bärnbach,
NR2017,G61627,G61600,Edelschrott,
NR2017,G61628,G61600,Geistthal-Södingberg,
NR2017,G61629,G61600,Hirschegg-Pack,
NR2017,G61630,G61600,Kainach bei Voitsberg,
NR2017,G61631,G61600,Köflach,
NR2017,G61632,G61600,Maria Lankowitz,
NR2017,G61633,G61600,Söding-Sankt Johann,
NR2017,G61699,G61600,Wahlkarten - Voitsberg,
NR2017,G61700,G6B000,Weiz,
NR2017,G61701,G61700,Albersdorf-Prebuch,
NR2017,G61708,G61700,Fischbach,
NR2017,G61710,G61700,Floing,
