#Year, Host_Country, Match_ID, Type, Date, Location, Team 1, Team 2, Score 1, Score 2
1962,Chile,78,Group 3,6 June,Estadio Sausalito; Viña del Mar,Brazil,Spain,2,1
1962,Chile,79,Group 3,7 June,Estadio Sausalito; Viña del Mar,Mexico,Czechoslovakia,3,1
1962,Chile,80,Group 4,30 May,Estadio El Teniente; Rancagua,Argentina,Bulgaria,1,0
1962,Chile,81,Group 4,31 May,Estadio El Teniente; Rancagua,Hungary,England,2,1
1962,Chile,82,Group 4,2 June,Estadio El Teniente; Rancagua,England,Argentina,3,1
1962,Chile,83,Group 4,3 June,Estadio El Teniente; Rancagua,Hungary,Bulgaria,6,1
1962,Chile,84,Group 4,6 June,Estadio El Teniente; Rancagua,Hungary,Argentina,0,0
1962,Chile,85,Group 4,7 June,Estadio El Teniente; Rancagua,England,Bulgaria,0,0
1962,Chile,86,Quarter-finals,10 June,Estadio Carlos Dittborn; Arica,Chile,Soviet Union,2,1
1962,Chile,87,Quarter-finals,10 June,Estadio Nacional; Santiago,Yugoslavia,West Germany,1,0
1962,Chile,88,Quarter-finals,10 June,Estadio Sausalito; Viña del Mar,Brazil,England,3,1
1962,Chile,89,Quarter-finals,10 June,Estadio El Teniente; Rancagua,Czechoslovakia,Hungary,1,0
1962,Chile,90,Semi-finals,13 June,Estadio Nacional; Santiago,Brazil,Chile,4,2
1962,Chile,91,Semi-finals,13 June,Estadio Sausalito; Viña del Mar,Czechoslovakia,Yugoslavia,3,1
1962,Chile,92,Third-place match,16 June,Estadio Nacional; Santiago,Chile,Yugoslavia,1,0
1962,Chile,93,Final,17 June,Estadio Nacional; Santiago,Brazil,Czechoslovakia,3,1
1966,England,94,Group 1,11 July,Wembley Stadium; London,England,Uruguay,0,0
1966,England,95,Group 1,13 July,Wembley Stadium; London,France,Mexico,1,1
1966,England,96,Group 1,15 July,White City Stadium; London,Uruguay,France,2,1
1966,England,97,Group 1,16 July,Wembley Stadium; London,England,Mexico,2,0
1966,England,98,Group 1,19 July,Wembley Stadium; London,Mexico,Uruguay,0,0
1966,England,99,Group 1,20 July,Wembley Stadium; London,England,France,2,0
1966,England,100,Group 2,12 July,Hillsborough Stadium; Sheffield,West Germany,Switzerland,5,0
1966,England,101,Group 2,13 July,Villa Park; Birmingham,Argentina,Spain,2,1
1966,England,102,Group 2,15 July,Hillsborough Stadium; Sheffield,Spain,Switzerland,2,1
1966,England,103,Group 2,16 July,Villa Park; Birmingham,Argentina,West Germany,0,0
1966,England,104,Group 2,19 July,Hillsborough Stadium; Sheffield,Argentina,Switzerland,2,0
1966,England,105,Group 2,20 July,Villa Park; Birmingham,West Germany,Spain,2,1
1966,England,106,Group 3,12 July,Goodison Park; Liverpool,Brazil,Bulgaria,2,0
1966,England,107,Group 3,13 July,Old Trafford; Manchester,Portugal,Hungary,3,1
1966,England,108,Group 3,15 July,Goodison Park; Liverpool,Hungary,Brazil,3,1
1966,England,109,Group 3,16 July,Old Trafford; Manchester,Portugal,Bulgaria,3,0
1966,England,110,Group 3,19 July,Goodison Park; Liverpool,Portugal,Brazil,3,1
1966,England,111,Group 3,20 July,Old Trafford; Manchester,Hungary,Bulgaria,3,1
1966,England,112,Group 4,12 July,Ayresome Park; Middlesbrough,Soviet Union,North Korea,3,0
1966,England,113,Group 4,13 July,Roker Park; Sunderland,Italy,Chile,2,0
1966,England,114,Group 4,15 July,Ayresome Park; Middlesbrough,Chile,North Korea,1,1
1966,England,115,Group 4,16 July,Roker Park; Sunderland,Soviet Union,Italy,1,0
1966,England,116,Group 4,19 July,Ayresome Park; Middlesbrough,North Korea,Italy,1,0
1966,England,117,Group 4,20 July,Roker Park; Sunderland,Soviet Union,Chile,2,1
1966,England,118,Quarter-finals,23 July,Wembley Stadium; London,England,Argentina,1,0
1966,England,119,Quarter-finals,23 July,Hillsborough Stadium; Sheffield,West Germany,Uruguay,4,0
1966,England,120,Quarter-finals,23 July,Roker Park; Sunderland,Soviet Union,Hungary,2,1
1966,England,121,Quarter-finals,23 July,Goodison Park; Liverpool,Portugal,North Korea,5,3
1966,England,122,Semi-finals,25 July,Goodison Park; Liverpool,West Germany,Soviet Union,2,1
1966,England,123,Semi-finals,26 July,Wembley Stadium; London,England,Portugal,2,1
1966,England,124,Third-place match,28 July,Wembley Stadium; London,Portugal,Soviet Union,2,1
1966,England,125,Final,30 July,Wembley Stadium; London,England,West Germany,4,2
1970,Mexico,126,Group 1,31 May,Estadio Azteca; Mexico City,Mexico,Soviet Union,0,0
1970,Mexico,127,Group 1,3 June,Estadio Azteca; Mexico City,Belgium,El Salvador,3,0
1970,Mexico,128,Group 1,6 June,Estadio Azteca; Mexico City,Soviet Union,Belgium,4,1
1970,Mexico,129,Group 1,7 June,Estadio Azteca; Mexico City,Mexico,El Salvador,4,0
1970,Mexico,130,Group 1,10 June,Estadio Azteca; Mexico City,Soviet Union,El Salvador,2,0
1970,Mexico,131,Group 1,11 June,Estadio Azteca; Mexico City,Mexico,Belgium,1,0
1970,Mexico,132,Group 2,2 June,Estadio Cuauhtémoc; Puebla,Uruguay,Israel,2,0
1970,Mexico,133,Group 2,3 June,Estadio Luis Dosal; Toluca,Italy,Sweden,1,0
1970,Mexico,134,Group 2,6 June,Estadio Cuauhtémoc; Puebla,Uruguay,Italy,0,0
1970,Mexico,135,Group 2,7 June,Estadio Luis Dosal; Toluca,Sweden,Israel,1,1
1970,Mexico,136,Group 2,10 June,Estadio Cuauhtémoc; Puebla,Uruguay,Sweden,0,1
1970,Mexico,137,Group 2,11 June,Estadio Luis Dosal; Toluca,Israel,Italy,0,0
1970,Mexico,138,Group 3,2 June,Estadio Jalisco; Guadalajara,Romania,England,0,1
1970,Mexico,139,Group 3,3 June,Estadio Jalisco; Guadalajara,Czechoslovakia,Brazil,1,4
1970,Mexico,140,Group 3,6 June,Estadio Jalisco; Guadalajara,Romania,Czechoslovakia,2,1
1970,Mexico,141,Group 3,7 June,Estadio Jalisco; Guadalajara,England,Brazil,0,1
1970,Mexico,142,Group 3,10 June,Estadio Jalisco; Guadalajara,Romania,Brazil,2,3
1970,Mexico,143,Group 3,11 June,Estadio Jalisco; Guadalajara,England,Czechoslovakia,1,0
1970,Mexico,144,Group 4,2 June,Estadio Nou Camp; León,Peru,Bulgaria,3,2
1970,Mexico,145,Group 4,3 June,Estadio Nou Camp; León,Morocco,West Germany,1,2
1970,Mexico,146,Group 4,6 June,Estadio Nou Camp; León,Peru,Morocco,3,0
1970,Mexico,147,Group 4,7 June,Estadio Nou Camp; León,Bulgaria,West Germany,2,5
1970,Mexico,148,Group 4,10 June,Estadio Nou Camp; León,Peru,West Germany,1,3
1970,Mexico,149,Group 4,11 June,Estadio Nou Camp; León,Bulgaria,Morocco,1,1
1970,Mexico,150,Quarter-finals,14 June,Estadio Azteca; Mexico City,Soviet Union,Uruguay,0,1
1970,Mexico,151,Quarter-finals,14 June,Estadio Luis Dosal; Toluca,Italy,Mexico,4,1
1970,Mexico,152,Quarter-finals,14 June,Estadio Jalisco; Guadalajara,Brazil,Peru,4,2
1970,Mexico,153,Quarter-finals,14 June,Estadio Nou Camp; León,West Germany,England,3,2
1970,Mexico,154,Semi-finals,17 June,Estadio Jalisco; Guadalajara,Uruguay,Brazil,1,3
1970,Mexico,155,Semi-finals,17 June,Estadio Azteca; Mexico City,Italy,West Germany,4,3
1970,Mexico,156,Match for third place,20 June,Estadio Azteca; Mexico City,Uruguay,West Germany,0,1
1970,Mexico,157,Final,21 June,Estadio Azteca; Mexico City,Brazil,Italy,4,1
1974,West Germany,158,Group 1,14 June,Olympiastadion; West Berlin,West Germany,Chile,1,0
1974,West Germany,159,Group 1,14 June,Volksparkstadion; Hamburg,East Germany,Australia,2,0
1974,West Germany,160,Group 1,18 June,Olympiastadion; West Berlin,Chile,East Germany,1,1
1974,West Germany,161,Group 1,18 June,Volksparkstadion; Hamburg,Australia,West Germany,0,3
1974,West Germany,162,Group 1,22 June,Olympiastadion; West Berlin,Australia,Chile,0,0
1974,West Germany,163,Group 1,22 June,Volksparkstadion; Hamburg,East Germany,West Germany,1,0
1974,West Germany,164,Group 2,13 June,Waldstadion; Frankfurt,Brazil,Yugoslavia,0,0
1974,West Germany,165,Group 2,14 June,Westfalenstadion; Dortmund,Zaire,Scotland,0,2
1974,West Germany,166,Group 2,18 June,Parkstadion; Gelsenkirchen,Yugoslavia,Zaire,9,0
1974,West Germany,167,Group 2,18 June,Waldstadion; Frankfurt,Scotland,Brazil,0,0
1974,West Germany,168,Group 2,22 June,Waldstadion; Frankfurt,Scotland,Yugoslavia,1,1
1974,West Germany,169,Group 2,22 June,Parkstadion; Gelsenkirchen,Zaire,Brazil,0,3
1974,West Germany,170,Group 3,15 June,Niedersachsenstadion; Hanover,Uruguay,Netherlands,0,2
1974,West Germany,171,Group 3,15 June,Rheinstadion; Düsseldorf,Sweden,Bulgaria,0,0
1974,West Germany,172,Group 3,19 June,Westfalenstadion; Dortmund,Netherlands,Sweden,0,0
1974,West Germany,173,Group 3,19 June,Niedersachsenstadion; Hanover,Uruguay,Bulgaria,1,1
1974,West Germany,174,Group 3,23 June,Westfalenstadion; Dortmund,Netherlands,Bulgaria,4,1
1974,West Germany,175,Group 3,23 June,Rheinstadion; Düsseldorf,Sweden,Uruguay,3,0
1974,West Germany,176,Group 4,15 June,Olympiastadion; Munich,Italy,Haiti,3,1
1974,West Germany,177,Group 4,15 June,Neckarstadion; Stuttgart,Poland,Argentina,3,2
1974,West Germany,178,Group 4,19 June,Olympiastadion; Munich,Haiti,Poland,0,7
1974,West Germany,179,Group 4,19 June,Neckarstadion; Stuttgart,Argentina,Italy,1,1
1974,West Germany,180,Group 4,23 June,Olympiastadion; Munich,Argentina,Haiti,4,1
1974,West Germany,181,Group 4,23 June,Neckarstadion; Stuttgart,Poland,Italy,2,1
1974,West Germany,182,Group I,26 June,Niedersachsenstadion; Hanover,Brazil,East Germany,1,0
1974,West Germany,183,Group I,26 June,Parkstadion; Gelsenkirchen,Netherlands,Argentina,4,0
1974,West Germany,184,Group I,30 June,Parkstadion; Gelsenkirchen,East Germany,Netherlands,0,2
1974,West Germany,185,Group I,30 June,Niedersachsenstadion; Hanover,Argentina,Brazil,1,2
1974,West Germany,186,Group I,3 July,Parkstadion; Gelsenkirchen,Argentina,East Germany,1,1
1974,West Germany,187,Group I,3 July,Westfalenstadion; Dortmund,Netherlands,Brazil,2,0
1974,West Germany,188,Group J,26 June,Rheinstadion; Düsseldorf,Yugoslavia,West Germany,0,2
1974,West Germany,189,Group J,26 June,Neckarstadion; Stuttgart,Sweden,Poland,0,1
1974,West Germany,190,Group J,30 June,Rheinstadion; Düsseldorf,West Germany,Sweden,4,2
1974,West Germany,191,Group J,30 June,Waldstadion; Frankfurt,Poland,Yugoslavia,2,1
1974,West Germany,192,Group J,3 July,Waldstadion; Frankfurt,Poland,West Germany,0,1
1974,West Germany,193,Group J,3 July,Rheinstadion; Düsseldorf,Sweden,Yugoslavia,2,1
1974,West Germany,194,Match for third place,6 July,Olympiastadion; Munich,Brazil,Poland,0,1
1974,West Germany,195,Final,7 July,Olympiastadion; Munich,Netherlands,West Germany,1,2
1978,Argentina,196,Group 1,2 June,Estadio Monumental; Buenos Aires,Argentina,Hungary,2,1
1978,Argentina,197,Group 1,2 June,Estadio José María Minella; Mar del Plata,Italy,France,2,1
1978,Argentina,198,Group 1,6 June,Estadio Monumental; Buenos Aires,Argentina,France,2,1
1978,Argentina,199,Group 1,6 June,Estadio José María Minella; Mar del Plata,Italy,Hungary,3,1
1978,Argentina,200,Group 1,10 June,Estadio Monumental; Buenos Aires,Argentina,Italy,0,1
1978,Argentina,201,Group 1,10 June,Estadio José María Minella; Mar del Plata,France,Hungary,3,1
1978,Argentina,202,Group 2,1 June,Estadio Monumental; Buenos Aires,West Germany,Poland,0,0
1978,Argentina,203,Group 2,2 June,Estadio Gigante de Arroyito; Rosario,Tunisia,Mexico,3,1
1978,Argentina,204,Group 2,6 June,Estadio Gigante de Arroyito; Rosario,Poland,Tunisia,1,0
1978,Argentina,205,Group 2,6 June,Estadio Chateau Carreras; Córdoba,West Germany,Mexico,6,0
1978,Argentina,206,Group 2,10 June,Estadio Gigante de Arroyito; Rosario,Poland,Mexico,3,1
1978,Argentina,207,Group 2,10 June,Estadio Olímpico Chateau Carreras; Córdoba,West Germany,Tunisia,0,0
1978,Argentina,208,Group 3,3 June,Estadio José Amalfitani; Buenos Aires,Austria,Spain,2,1
1978,Argentina,209,Group 3,3 June,Estadio José Maria Minella; Mar del Plata,Brazil,Sweden,1,1
1978,Argentina,210,Group 3,7 June,Estadio José Amalfitani; Buenos Aires,Austria,Sweden,1,0
1978,Argentina,211,Group 3,7 June,Estadio José Maria Minella; Mar del Plata,Brazil,Spain,0,0
1978,Argentina,212,Group 3,11 June,Estadio José Amalfitani; Buenos Aires,Spain,Sweden,1,0
1978,Argentina,213,Group 3,11 June,Estadio José Maria Minella; Mar del Plata,Brazil,Austria,1,0
1978,Argentina,214,Group 4,3 June,Estadio Chateau Carreras; Córdoba,Peru,Scotland,3,1
1978,Argentina,215,Group 4,3 June,Estadio Ciudad de Mendoza; Mendoza,Netherlands,Iran,3,0
1978,Argentina,216,Group 4,7 June,Estadio Chateau Carreras; Córdoba,Scotland,Iran,1,1
1978,Argentina,217,Group 4,7 June,Estadio Ciudad de Mendoza; Mendoza,Netherlands,Peru,0,0
1978,Argentina,218,Group 4,11 June,Estadio Chateau Carreras; Córdoba,Peru,Iran,4,1
1978,Argentina,219,Group 4,11 June,Estadio Ciudad de Mendoza; Mendoza,Scotland,Netherlands,3,2
1978,Argentina,220,Group I,14 June,Estadio Monumental; Buenos Aires,Italy,West Germany,0,0
1978,Argentina,221,Group I,14 June,Estadio Chateau Carreras; Córdoba,Austria,Netherlands,1,5
