#Year, Host_Country, Country, Jersey_Number, Position, Name, Club_Name, Club_Country
1970,Mexico,Czechoslovakia,11,FW,Karol Jokl,TJ Slovan CHZJD,
1970,Mexico,Czechoslovakia,20,FW,Milan Albrecht,Jednota Trenčín,
1970,Mexico,Czechoslovakia,21,FW,Ján Čapkovič,TJ Slovan CHZJD,
1970,Mexico,Soviet Union,1,GK,Leonid Shmuts,CSKA Moscow,
1970,Mexico,Soviet Union,2,GK,Anzor Kavazashvili,Spartak Moscow,
1970,Mexico,Soviet Union,13,GK,Lev Yashin,Dynamo Moscow,
1970,Mexico,Soviet Union,3,DF,Valentin Afonin,SKA Rostov,
1970,Mexico,Soviet Union,4,DF,Revaz Dzodzuashvili,Dynamo Tblisi,
1970,Mexico,Soviet Union,5,DF,Vladimir Kaplichny,CSKA Moscow,
1970,Mexico,Soviet Union,6,DF,Evgeny Lovchev,Spartak Moscow,
1970,Mexico,Soviet Union,7,DF,Gennady Logofet,Spartak Moscow,
1970,Mexico,Soviet Union,8,DF,Murtaz Khurtsilava,Dynamo Tblisi,
1970,Mexico,Soviet Union,9,DF,Albert Shesternyov,CSKA Moscow,
1970,Mexico,Soviet Union,10,MF,Valery Zikov,Dynamo Moscow,
1970,Mexico,Soviet Union,11,MF,Kakhi Asatiani,Dynamo Tblisi,
1970,Mexico,Soviet Union,12,MF,Nikolay Kiselyov,Spartak Moscow,
1970,Mexico,Soviet Union,14,MF,Vladimir Muntyan,Dynamo Kiev,
1970,Mexico,Soviet Union,15,MF,Viktor Serebryanikov,Dynamo Kiev,
1970,Mexico,Soviet Union,16,FW,Anatoliy Byshovets,Dynamo Kiev,
1970,Mexico,Soviet Union,17,FW,Gennady Yevriuzhikin,Dynamo Moscow,
1970,Mexico,Soviet Union,18,FW,Slava Metreveli,Dynamo Tblisi,
1970,Mexico,Soviet Union,19,FW,Givi Nodia,Dynamo Tblisi,
1970,Mexico,Soviet Union,20,FW,Anatoliy Puzach,Dynamo Kiev,
1970,Mexico,Soviet Union,21,FW,Vitaly Khmelnitsky,Dynamo Kiev,
1970,Mexico,Soviet Union,22,FW,Valeriy Porkujan,Chornomorets Odessa,
1970,Mexico,Uruguay,1,GK,Ladislao Mazurkiewicz,Peñarol,
1970,Mexico,Uruguay,12,GK,Héctor Santos,Bella Vista,
1970,Mexico,Uruguay,22,GK,Walter Corbo,Peñarol,
1970,Mexico,Uruguay,2,DF,Atilio Ancheta,Nacional,
1970,Mexico,Uruguay,3,DF,Roberto Matosas,Peñarol,
1970,Mexico,Uruguay,4,DF,Luis Ubiñas,Nacional,
1970,Mexico,Uruguay,6,DF,Juan Mujica,Nacional,
1970,Mexico,Uruguay,14,DF,Francisco Cámera,Bella Vista,
1970,Mexico,Uruguay,16,DF,Omar Caetano,Peñarol,
1970,Mexico,Uruguay,18,DF,Alberto Gómez,Liverpool,
1970,Mexico,Uruguay,19,DF,Oscar Zubia,River Plate,
1970,Mexico,Uruguay,5,MF,Julio Montero Castillo,Nacional,
1970,Mexico,Uruguay,7,MF,Luis Cubilla,Nacional,
1970,Mexico,Uruguay,8,MF,Pedro Rocha,Peñarol,
1970,Mexico,Uruguay,9,MF,Víctor Espárrago,Nacional,
1970,Mexico,Uruguay,10,MF,Ildo Maneiro,Nacional,
1970,Mexico,Uruguay,13,MF,Rodolfo Sandoval,Peñarol,
1970,Mexico,Uruguay,11,FW,Julio Morales,Nacional,
1970,Mexico,Uruguay,15,FW,Dagoberto Fontes,Defensor,
1970,Mexico,Uruguay,17,FW,Rúben Bareño,Cerro,
1970,Mexico,Uruguay,20,FW,Julio César Cortés,Peñarol,
1970,Mexico,Uruguay,21,FW,Julio Losada,Peñarol,
1974,West Germany,Argentina,1,GK,Daniel Carnevali,Las Palmas,
1974,West Germany,Argentina,12,GK,Ubaldo Fillol,River Plate,
1974,West Germany,Argentina,21,GK,Miguel Ángel Santoro,Independiente,
1974,West Germany,Argentina,5,DF,Ángel Bargas,Nantes,
1974,West Germany,Argentina,7,DF,Jorge Carrascosa,Huracán,
1974,West Germany,Argentina,9,DF,Rubén Glaria,San Lorenzo,
1974,West Germany,Argentina,10,DF,Ramón Heredia,Atlético Madrid,
1974,West Germany,Argentina,14,DF,Roberto Perfumo,Cruzeiro,
1974,West Germany,Argentina,16,DF,Francisco Sá,Independiente,
1974,West Germany,Argentina,20,DF,Enrique Wolff,River Plate,
1974,West Germany,Argentina,3,MF,Carlos Babington,Huracán,
1974,West Germany,Argentina,6,MF,Miguel Ángel Brindisi,Huracán,
1974,West Germany,Argentina,8,MF,Enrique Chazarreta,San Lorenzo,
1974,West Germany,Argentina,11,MF,René Houseman,Huracán,
1974,West Germany,Argentina,17,MF,Carlos Squeo,Racing,
1974,West Germany,Argentina,18,MF,Roberto Telch,San Lorenzo,
1974,West Germany,Argentina,19,MF,Néstor Togneri,Estudiantes,
1974,West Germany,Argentina,2,FW,Rubén Ayala,Atlético Madrid,
1974,West Germany,Argentina,4,FW,Agustín Balbuena,Independiente,
1974,West Germany,Argentina,13,FW,Mario Kempes,Rosario Central,
1974,West Germany,Argentina,15,FW,Aldo Poy,Rosario Central,
1974,West Germany,Argentina,22,FW,Héctor Yazalde,Sporting CP,
1974,West Germany,Australia,1,GK,Jack Reilly,Melbourne Hakoah,
1974,West Germany,Australia,21,GK,Jim Milisavljevic,Footscray JUST,
1974,West Germany,Australia,22,GK,Allan Maher,Sutherland Shire,
1974,West Germany,Australia,2,DF,Doug Utjesenovic,St George-Budapest,
1974,West Germany,Australia,3,DF,Peter Wilson,Safeway United,
1974,West Germany,Australia,4,DF,Manfred Schäfer,St George-Budapest,
1974,West Germany,Australia,5,DF,Colin Curran,Western Suburbs SC (NSW),
1974,West Germany,Australia,15,DF,Harry Williams,St George-Budapest,
1974,West Germany,Australia,16,DF,Ivo Rudic,Pan-Hellenic,
1974,West Germany,Australia,17,DF,Dave Harding,Pan-Hellenic,
1974,West Germany,Australia,6,MF,Ray Richards,Marconi Fairfield,
1974,West Germany,Australia,7,MF,Jimmy Rooney,APIA Leichhardt,
1974,West Germany,Australia,8,MF,Jimmy Mackay,Sydney Hakoah,
1974,West Germany,Australia,9,MF,Johnny Warren,St George-Budapest,
1974,West Germany,Australia,13,MF,Peter Ollerton,APIA Leichhardt,
1974,West Germany,Australia,14,MF,Max Tolson,Safeway United,
1974,West Germany,Australia,18,MF,Johnny Watkiss,Sydney Hakoah,
1974,West Germany,Australia,19,MF,Ernie Campbell,Marconi Fairfield,
1974,West Germany,Australia,10,FW,Gary Manuel,Pan-Hellenic,
1974,West Germany,Australia,11,FW,Attila Abonyi,St George-Budapest,
1974,West Germany,Australia,12,FW,Adrian Alston,Safeway United,
1974,West Germany,Australia,20,FW,Branko Buljevic,Footscray JUST,
1974,West Germany,Bulgaria,1,GK,Rumyancho Goranov,Lokomotiv Sofia,
1974,West Germany,Bulgaria,21,GK,Stefan Staykov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,22,GK,Simeon Simeonov,Slavia Sofia,
1974,West Germany,Bulgaria,2,DF,Ivan Zafirov,CSKA SZ Sofia,
1974,West Germany,Bulgaria,3,DF,Dobromir Zhechev,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,5,DF,Bozhil Kolev,CSKA SZ Sofia,
1974,West Germany,Bulgaria,6,DF,Dimitar Penev,CSKA SZ Sofia,
1974,West Germany,Bulgaria,12,DF,Stefan Aladzhov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,13,DF,Mladen Vasilev,Akademik Sofia,
1974,West Germany,Bulgaria,4,MF,Stefan Velichkov,Etar Veliko Tarnovo,
1974,West Germany,Bulgaria,10,MF,Ivan Stoyanov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,11,MF,Georgi Denev,CSKA SZ Sofia,
1974,West Germany,Bulgaria,17,MF,Asparuh Nikodimov,CSKA SZ Sofia,
1974,West Germany,Bulgaria,18,MF,Tsonyo Vasilev,CSKA SZ Sofia,
1974,West Germany,Bulgaria,19,MF,Kiril Ivkov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,7,FW,Voyn Voynov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,8,FW,Hristo Bonev,DFS Lokomotiv Plovdiv,
1974,West Germany,Bulgaria,9,FW,Atanas Mihailov,Lokomotiv Sofia,
1974,West Germany,Bulgaria,14,FW,Kiril Milanov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,15,FW,Pavel Panov,Levski-Spartak Sofia,
1974,West Germany,Bulgaria,16,FW,Bozhidar Grigorov,Slavia Sofia,
1974,West Germany,Bulgaria,20,FW,Krasimir Borisov,Levski-Spartak Sofia,
1974,West Germany,Brazil,1,GK,Leão,Palmeiras,
1974,West Germany,Brazil,12,GK,Renato,Flamengo,
1974,West Germany,Brazil,22,GK,Waldir Peres,São Paulo,
1974,West Germany,Brazil,2,DF,Luís Pereira,Palmeiras,
1974,West Germany,Brazil,3,DF,Marinho Peres,Santos,
1974,West Germany,Brazil,6,DF,Marinho Chagas,Botafogo,
1974,West Germany,Brazil,14,DF,Nelinho,Cruzeiro,
1974,West Germany,Brazil,15,DF,Alfredo,Palmeiras,
1974,West Germany,Brazil,16,DF,Marco Antônio,Fluminense,
1974,West Germany,Brazil,4,MF,Zé Maria,Corinthians,
1974,West Germany,Brazil,5,MF,Piazza,Cruzeiro,
1974,West Germany,Brazil,7,MF,Jairzinho,Botafogo,
1974,West Germany,Brazil,10,MF,Rivellino,Corinthians,
1974,West Germany,Brazil,11,MF,Paulo Cézar,Flamengo,
1974,West Germany,Brazil,17,MF,Carpegiani,Internacional,
1974,West Germany,Brazil,18,MF,Ademir da Guia,Palmeiras,
1974,West Germany,Brazil,21,MF,Dirceu,Botafogo,
1974,West Germany,Brazil,8,FW,Leivinha,Palmeiras,
1974,West Germany,Brazil,9,FW,César,Palmeiras,
1974,West Germany,Brazil,13,FW,Valdomiro,Internacional,
1974,West Germany,Brazil,19,FW,Mirandinha,São Paulo,
1974,West Germany,Brazil,20,FW,Edu,Santos,
1974,West Germany,Chile,1,GK,Leopoldo Vallejos,Universidad Católica,
1974,West Germany,Chile,21,GK,Juan Olivares,Unión Española,
1974,West Germany,Chile,22,GK,Adolfo Nef,Colo Colo,
1974,West Germany,Chile,2,DF,Rolando García,Colo Colo,
1974,West Germany,Chile,3,DF,Alberto Quintano,Universidad de Chile,
1974,West Germany,Chile,4,DF,Antonio Arias,Unión Española,
1974,West Germany,Chile,5,DF,Elías Figueroa,Internacional,
1974,West Germany,Chile,6,DF,Juan Rodríguez,Atlético Español,
1974,West Germany,Chile,12,DF,Juan Machuca,Unión Española,
1974,West Germany,Chile,13,DF,Rafael González,Colo Colo,
1974,West Germany,Chile,15,DF,Mario Galindo,Colo Colo,
1974,West Germany,Chile,8,MF,Francisco Valdés,Colo Colo,
1974,West Germany,Chile,10,MF,Carlos Reinoso,América,
1974,West Germany,Chile,14,MF,Alfonso Lara,Colo Colo,
1974,West Germany,Chile,16,MF,Guillermo Páez,Colo Colo,
1974,West Germany,Chile,18,MF,Jorge Socías,Universidad de Chile,
1974,West Germany,Chile,19,MF,Rogelio Farías,Unión Española,
1974,West Germany,Chile,7,FW,Carlos Caszely,Levante,
1974,West Germany,Chile,9,FW,Sergio Ahumada,Colo Colo,
1974,West Germany,Chile,11,FW,Leonardo Véliz,Colo Colo,
1974,West Germany,Chile,17,FW,Guillermo Yávar,Universidad de Chile,
1974,West Germany,Chile,20,FW,Osvaldo Castro,América,
1974,West Germany,West Germany,1,GK,Sepp Maier,Bayern Munich,
1974,West Germany,West Germany,21,GK,Norbert Nigbur,Schalke,
1974,West Germany,West Germany,22,GK,Wolfgang Kleff,Borussia M'gladbach,
1974,West Germany,West Germany,2,DF,Berti Vogts,Borussia M'gladbach,
1974,West Germany,West Germany,3,DF,Paul Breitner,Bayern Munich,
1974,West Germany,West Germany,4,DF,Hans-Georg Schwarzenbeck,Bayern Munich,
1974,West Germany,West Germany,5,DF,Franz Beckenbauer,Bayern Munich,
1974,West Germany,West Germany,6,DF,Horst-Dieter Höttges,Werder Bremen,
1974,West Germany,West Germany,20,DF,Helmut Kremers,Schalke,
1974,West Germany,West Germany,7,MF,Herbert Wimmer,Borussia M'gladbach,
1974,West Germany,West Germany,8,MF,Bernhard Cullmann,FC Köln,
1974,West Germany,West Germany,10,MF,Günter Netzer,Real Madrid,
1974,West Germany,West Germany,12,MF,Wolfgang Overath,FC Köln,
1974,West Germany,West Germany,15,MF,Heinz Flohe,FC Köln,
1974,West Germany,West Germany,16,MF,Rainer Bonhof,Borussia M'gladbach,
1974,West Germany,West Germany,19,MF,Jupp Kapellmann,Bayern Munich,
1974,West Germany,West Germany,9,FW,Jürgen Grabowski,Eintracht Frankfurt,
1974,West Germany,West Germany,11,FW,Jupp Heynckes,Borussia M'gladbach,
1974,West Germany,West Germany,13,FW,Gerd Müller,Bayern Munich,
1974,West Germany,West Germany,14,FW,Uli Hoeneß,Bayern Munich,
1974,West Germany,West Germany,17,FW,Bernd Hölzenbein,Eintracht Frankfurt,
1974,West Germany,West Germany,18,FW,Dieter Herzog,Fortuna Düsseldorf,
1974,West Germany,East Germany,1,GK,Jürgen Croy,Sachsenring Zwickau,
1974,West Germany,East Germany,21,GK,Wolfgang Blochwitz,Carl Zeiss Jena,
1974,West Germany,East Germany,22,GK,Werner Friese,Lokomotiv Leipzig,
1974,West Germany,East Germany,2,DF,Lothar Kurbjuweit,Carl Zeiss Jena,
1974,West Germany,East Germany,3,DF,Bernd Bransch,Carl Zeiss Jena,
1974,West Germany,East Germany,4,DF,Konrad Weise,Carl Zeiss Jena,
1974,West Germany,East Germany,5,DF,Joachim Fritsche,Lokomotiv Leipzig,
1974,West Germany,East Germany,12,DF,Siegmar Wätzlich,Dynamo Dresden,
1974,West Germany,East Germany,18,DF,Gerd Kische,Hansa Rostock,
1974,West Germany,East Germany,6,MF,Rüdiger Schnuphase,Rot-Weiss Erfurt,
1974,West Germany,East Germany,7,MF,Jürgen Pommerenke,FC Magdeburg,
1974,West Germany,East Germany,10,MF,Hans-Jürgen Kreische,Dynamo Dresden,
1974,West Germany,East Germany,13,MF,Reinhard Lauck,Dynamo Berlin,
1974,West Germany,East Germany,16,MF,Harald Irmscher,Carl Zeiss Jena,
1974,West Germany,East Germany,17,MF,Erich Hamann,FC Vorwärts Frankfurt/Oder,
1974,West Germany,East Germany,19,MF,Wolfgang Seguin,FC Magdeburg,
1974,West Germany,East Germany,8,FW,Wolfram Löwe,Lokomotiv Leipzig,
1974,West Germany,East Germany,9,FW,Peter Ducke,Carl Zeiss Jena,
1974,West Germany,East Germany,11,FW,Joachim Streich,Hansa Rostock,
1974,West Germany,East Germany,14,FW,Jürgen Sparwasser,FC Magdeburg,
1974,West Germany,East Germany,15,FW,Eberhard Vogel,Carl Zeiss Jena,
1974,West Germany,East Germany,20,FW,Martin Hoffmann,FC Magdeburg,
1974,West Germany,Haiti,1,GK,Henri Françillon,Victory FC,
1974,West Germany,Haiti,21,GK,Wilner Piquant,Violette,
1974,West Germany,Haiti,22,GK,Gérard Joseph,Racing Club Haïtien,
1974,West Germany,Haiti,2,DF,Wilfried Louis,Don Bosco,
1974,West Germany,Haiti,3,DF,Arsène Auguste,Racing Club Haïtien,
1974,West Germany,Haiti,4,DF,Fritz André,Violette,
1974,West Germany,Haiti,5,DF,Serge Ducosté,Aigle Noir AC,
1974,West Germany,Haiti,6,DF,Pierre Bayonne,Violette,
1974,West Germany,Haiti,13,DF,Serge Racine,Aigle Noir AC,
1974,West Germany,Haiti,14,DF,Wilner Nazaire,Valenciennes,
1974,West Germany,Haiti,19,DF,Jean-Herbert Austin,Violette,
1974,West Germany,Haiti,7,MF,Philippe Vorbe,Violette,
1974,West Germany,Haiti,8,MF,Jean-Claude Désir,Aigle Noir AC,
1974,West Germany,Haiti,9,MF,Eddy Antoine,Racing Club Haïtien,
1974,West Germany,Haiti,10,MF,Guy François,Violette,
1974,West Germany,Haiti,12,MF,Ernst Jean-Joseph,Violette,
1974,West Germany,Haiti,17,MF,Joseph-Marion Leandré,Racing Club Haïtien,
1974,West Germany,Haiti,11,FW,Guy Saint-Vil,Racing Club Haïtien,
1974,West Germany,Haiti,15,FW,Roger Saint-Vil,Archibald FC,
1974,West Germany,Haiti,16,FW,Fritz Leandré,Racing Club Haïtien,
1974,West Germany,Haiti,18,FW,Claude Barthélemy,Racing Club Haïtien,
1974,West Germany,Haiti,20,FW,Emmanuel Sanon,Don Bosco,
1974,West Germany,Italy,1,GK,Dino Zoff,Juventus,
1974,West Germany,Italy,12,GK,Enrico Albertosi,Cagliari,
1974,West Germany,Italy,22,GK,Luciano Castellini,Torino,
1974,West Germany,Italy,2,DF,Luciano Spinosi,Juventus,
1974,West Germany,Italy,3,DF,Giacinto Facchetti,Internazionale,
1974,West Germany,Italy,5,DF,Francesco Morini,Juventus,
1974,West Germany,Italy,6,DF,Tarcisio Burgnich,Internazionale,
1974,West Germany,Italy,13,DF,Giuseppe Sabadini,Milan,
1974,West Germany,Italy,14,DF,Mauro Bellugi,Internazionale,
1974,West Germany,Italy,15,DF,Giuseppe Wilson,Lazio,
1974,West Germany,Italy,4,MF,Romeo Benetti,Milan,
1974,West Germany,Italy,7,MF,Sandro Mazzola,Internazionale,
1974,West Germany,Italy,8,MF,Fabio Capello,Juventus,
1974,West Germany,Italy,10,MF,Gianni Rivera,Milan,
1974,West Germany,Italy,16,MF,Antonio Juliano,Napoli,
1974,West Germany,Italy,17,MF,Luciano Re Cecconi,Lazio,
1974,West Germany,Italy,18,MF,Franco Causio,Juventus,
1974,West Germany,Italy,9,FW,Giorgio Chinaglia,Lazio,
1974,West Germany,Italy,11,FW,Luigi Riva,Cagliari,
1974,West Germany,Italy,19,FW,Pietro Anastasi,Juventus,
1974,West Germany,Italy,20,FW,Roberto Boninsegna,Internazionale,
1974,West Germany,Italy,21,FW,Paolo Pulici,Torino,
1974,West Germany,Netherlands,8,GK,Jan Jongbloed,F.C. Amsterdam,
1974,West Germany,Netherlands,18,GK,Piet Schrijvers,F.C. Twente,
1974,West Germany,Netherlands,21,GK,Eddy Treijtel,SC Feyenoord,
1974,West Germany,Netherlands,4,DF,Kees van Ierssel,F.C. Twente,
1974,West Germany,Netherlands,5,DF,Rinus Israël,SC Feyenoord,
1974,West Germany,Netherlands,6,DF,Wim Jansen,SC Feyenoord,
1974,West Germany,Netherlands,12,DF,Ruud Krol,Ajax Amsterdam,
1974,West Germany,Netherlands,17,DF,Wim Rijsbergen,SC Feyenoord,
1974,West Germany,Netherlands,19,DF,Pleun Strik,PSV Eindhoven,
1974,West Germany,Netherlands,20,DF,Wim Suurbier,Ajax Amsterdam,
1974,West Germany,Netherlands,22,DF,Harry Vos,SC Feyenoord,
1974,West Germany,Netherlands,1,MF,Ruud Geels,Club Brugge,
1974,West Germany,Netherlands,2,MF,Arie Haan,Ajax Amsterdam,
1974,West Germany,Netherlands,3,MF,Willem van Hanegem,SC Feyenoord,
1974,West Germany,Netherlands,7,MF,Theo de Jong,SC Feyenoord,
1974,West Germany,Netherlands,10,MF,René van de Kerkhof,PSV Eindhoven,
1974,West Germany,Netherlands,11,MF,Willy van de Kerkhof,PSV Eindhoven,
1974,West Germany,Netherlands,13,MF,Johan Neeskens,Ajax Amsterdam,
1974,West Germany,Netherlands,14,MF,Johan Cruyff,CF Barcelona,
1974,West Germany,Netherlands,9,FW,Piet Keizer,Ajax Amsterdam,
1974,West Germany,Netherlands,15,FW,Rob Rensenbrink,RSC Anderlechtois,
1974,West Germany,Netherlands,16,FW,Johnny Rep,Ajax Amsterdam,
1974,West Germany,Poland,1,GK,Andrzej Fischer,Górnik Zabrze,
1974,West Germany,Poland,2,GK,Jan Tomaszewski,ŁKS Łódź,
1974,West Germany,Poland,3,GK,Zygmunt Kalinowski,Śląsk Wrocław,
1974,West Germany,Poland,4,DF,Antoni Szymanowski,Wisła Kraków,
1974,West Germany,Poland,5,DF,Zbigniew Gut,Odra Opole,
1974,West Germany,Poland,6,DF,Jerzy Gorgoń,Górnik Zabrze,
1974,West Germany,Poland,8,DF,Mirosław Bulzacki,ŁKS Łódź,
1974,West Germany,Poland,9,DF,Władysław Żmuda,Gwardia Warszawa,
1974,West Germany,Poland,10,DF,Adam Musiał,Wisła Kraków,
1974,West Germany,Poland,7,MF,Henryk Wieczorek,Górnik Zabrze,
1974,West Germany,Poland,11,MF,Lesław Ćmikiewicz,Legia Warszawa,
1974,West Germany,Poland,12,MF,Kazimierz Deyna,Legia Warszawa,
1974,West Germany,Poland,13,MF,Henryk Kasperczak,Stal Mielec,
1974,West Germany,Poland,14,MF,Zygmunt Maszczyk,Ruch Chorzów,
1974,West Germany,Poland,15,FW,Roman Jakóbczak,Lech Poznań,
1974,West Germany,Poland,16,FW,Grzegorz Lato,Stal Mielec,
1974,West Germany,Poland,17,FW,Andrzej Szarmach,Górnik Zabrze,
1974,West Germany,Poland,18,FW,Robert Gadocha,Legia Warszawa,
1974,West Germany,Poland,19,FW,Jan Domarski,Stal Mielec,
1974,West Germany,Poland,20,FW,Zdzisław Kapka,Wisła Kraków,
1974,West Germany,Poland,21,FW,Kazimierz Kmiecik,Wisła Kraków,
1974,West Germany,Poland,22,FW,Marek Kusto,Wisła Kraków,
1974,West Germany,Scotland,1,GK,David Harvey,Leeds United,
1974,West Germany,Scotland,12,GK,Thomson Allan,Dundee,
1974,West Germany,Scotland,13,GK,Jim Stewart,Kilmarnock,
1974,West Germany,Scotland,2,DF,Sandy Jardine,Rangers,
1974,West Germany,Scotland,3,DF,Danny McGrain,Celtic,
1974,West Germany,Scotland,5,DF,Jim Holton,Manchester United,
1974,West Germany,Scotland,6,DF,John Blackley,Hibernian,
1974,West Germany,Scotland,14,DF,Martin Buchan,Manchester United,
1974,West Germany,Scotland,16,DF,Willie Donachie,Manchester City,
1974,West Germany,Scotland,21,DF,Gordon McQueen,Leeds United,
1974,West Germany,Scotland,22,DF,Erich Schaedler,Hibernian,
1974,West Germany,Scotland,4,MF,Billy Bremner,Leeds United,
1974,West Germany,Scotland,7,MF,Jimmy Johnstone,Celtic,
1974,West Germany,Scotland,10,MF,David Hay,Celtic,
1974,West Germany,Scotland,15,MF,Peter Cormack,Liverpool,
1974,West Germany,Scotland,17,MF,Donald Ford,Hearts,
1974,West Germany,Scotland,18,MF,Tommy Hutchison,Coventry City,
1974,West Germany,Scotland,8,FW,Kenny Dalglish,Celtic,
1974,West Germany,Scotland,9,FW,Joe Jordan,Leeds United,
1974,West Germany,Scotland,11,FW,Peter Lorimer,Leeds United,
1974,West Germany,Scotland,19,FW,Denis Law,Manchester City,
1974,West Germany,Scotland,20,FW,Willie Morgan,Manchester United,
1974,West Germany,Sweden,1,GK,Ronnie Hellström,Hammarby,
1974,West Germany,Sweden,12,GK,Sven-Gunnar Larsson,Örebro,
1974,West Germany,Sweden,17,GK,Göran Hagberg,,
1974,West Germany,Sweden,2,DF,Jan Olsson,Åtvidaberg,
1974,West Germany,Sweden,3,DF,Kent Karlsson,Åtvidaberg,
1974,West Germany,Sweden,4,DF,Björn Nordqvist,PSV Eindhoven,
1974,West Germany,Sweden,5,DF,Björn Andersson,,
1974,West Germany,Sweden,13,DF,Roland Grip,AIK,
1974,West Germany,Sweden,18,DF,Jörgen Augustsson,Åtvidaberg,
1974,West Germany,Sweden,6,MF,Ove Grahn,Grasshoppers,
1974,West Germany,Sweden,7,MF,Bo Larsson,Malmö,
1974,West Germany,Sweden,8,MF,Conny Torstensson,Bayern Munich,
1974,West Germany,Sweden,14,MF,Staffan Tapper,Malmö,
1974,West Germany,Sweden,15,MF,Benno Magnusson,Kaiserslautern,
1974,West Germany,Sweden,16,MF,Inge Ejderstedt,,
1974,West Germany,Sweden,19,MF,Claes Cronqvist,Landskrona BoIS,
1974,West Germany,Sweden,20,MF,Sven Lindman,Djurgården,
1974,West Germany,Sweden,21,MF,Örjan Persson,Örgryte,
1974,West Germany,Sweden,9,FW,Ove Kindvall,IFK Norrköping,
1974,West Germany,Sweden,10,FW,Ralf Edström,PSV Eindhoven,
1974,West Germany,Sweden,11,FW,Roland Sandberg,Kaiserslautern,
1974,West Germany,Sweden,22,FW,Thomas Ahlström,Elfsborg,
1974,West Germany,Uruguay,1,GK,Ladislao Mazurkiewicz,Atlético Mineiro,
1974,West Germany,Uruguay,12,GK,Héctor Santos,Alianza Lima,
1974,West Germany,Uruguay,22,GK,Gustavo Fernández,Rentistas,
1974,West Germany,Uruguay,2,DF,Baudilio Jáuregui,River Plate,
1974,West Germany,Uruguay,3,DF,Juan Carlos Masnik,Nacional,
1974,West Germany,Uruguay,4,DF,Pablo Forlán,São Paulo,
1974,West Germany,Uruguay,5,DF,Julio Montero Castillo,Nacional,
1974,West Germany,Uruguay,6,DF,Ricardo Pavoni,Independiente,
1974,West Germany,Uruguay,13,DF,Gustavo de Simone,Defensor Sporting,
1974,West Germany,Uruguay,14,DF,Luis Garisto,Peñarol,
1974,West Germany,Uruguay,15,DF,Mario González,Peñarol,
1974,West Germany,Uruguay,7,MF,Luis Cubilla,Nacional,
1974,West Germany,Uruguay,8,MF,Víctor Espárrago,Sevilla,
1974,West Germany,Uruguay,10,MF,Pedro Rocha,São Paulo,
1974,West Germany,Uruguay,16,MF,Alberto Cardaccio,Danubio,
1974,West Germany,Uruguay,17,MF,Julio César Jiménez,Peñarol,
1974,West Germany,Uruguay,18,MF,Walter Mantegazza,Nacional,
1974,West Germany,Uruguay,9,FW,Fernando Morena,Peñarol,
1974,West Germany,Uruguay,11,FW,Rubén Corbo,Peñarol,
1974,West Germany,Uruguay,19,FW,Denis Milar,Liverpool,
1974,West Germany,Uruguay,20,FW,Juan Silva,Peñarol,
1974,West Germany,Uruguay,21,FW,José Gómez,Cerro,
1974,West Germany,Yugoslavia,1,GK,Enver Marić,Velež Mostar,Yugoslavia
1974,West Germany,Yugoslavia,21,GK,Ognjen Petrović,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,22,GK,Rizah Mešković,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,2,DF,Ivan Buljan,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,3,DF,Enver Hadžiabdić,FK Željezničar,Yugoslavia
1974,West Germany,Yugoslavia,5,DF,Josip Katalinski,FK Željezničar,Yugoslavia
1974,West Germany,Yugoslavia,6,DF,Vladislav Bogićević,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,14,DF,Luka Peruzović,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,15,DF,Kiril Dojčinovski,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,4,MF,Dražen Mužinić,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,8,MF,Branko Oblak,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,10,MF,Jovan Aćimović,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,12,MF,Jurica Jerković,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,13,MF,Miroslav Pavlović,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,16,MF,Franjo Vladić,Velež Mostar,Yugoslavia
1974,West Germany,Yugoslavia,7,FW,Ilija Petković,Troyes,
1974,West Germany,Yugoslavia,9,FW,Ivica Šurjak,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,11,FW,Dragan Džajić,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,17,FW,Danilo Popivoda,Olimpija Ljubljana,Yugoslavia
1974,West Germany,Yugoslavia,18,FW,Stanislav Karasi,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,19,FW,Dušan Bajević,Velež Mostar,Yugoslavia
