#Year, Host_Country, Country, Jersey_Number, Position, Name, Club_Name, Club_Country
1954,Switzerland,Austria,1,GK,Kurt Schmied,First Vienna FC,
1954,Switzerland,Austria,15,GK,Franz Pelikan,Wacker Wien,
1954,Switzerland,Austria,16,GK,Walter Zeman,Rapid Wien,
1954,Switzerland,Austria,2,DF,Gerhard Hanappi,Rapid Wien,
1954,Switzerland,Austria,4,DF,Leopold Barschandt,Wiener Sportclub,
1954,Switzerland,Austria,5,DF,Ernst Ocwirk,Austria Wien,
1954,Switzerland,Austria,20,DF,Paul Halla,Rapid Wien,
1954,Switzerland,Austria,3,MF,Ernst Happel,Rapid Wien,
1954,Switzerland,Austria,6,MF,Karl Koller,First Vienna FC,
1954,Switzerland,Austria,10,MF,Erich Probst,Rapid Wien,
1954,Switzerland,Austria,12,MF,Karl Stotz,Austria Wien,
1954,Switzerland,Austria,13,MF,Walter Kollmann,Wacker Wien,
1954,Switzerland,Austria,14,MF,Karl Giesser,Rapid Wien,
1954,Switzerland,Austria,17,MF,Alfred Teinitzer,Linzer ASK,
1954,Switzerland,Austria,18,MF,Johann Riegler,Rapid Wien,
1954,Switzerland,Austria,7,FW,Robert Körner,Rapid Wien,
1954,Switzerland,Austria,8,FW,Walter Schleger,Austria Wien,
1954,Switzerland,Austria,9,FW,Theodor Wagner,Wacker Wien,
1954,Switzerland,Austria,11,FW,Alfred Körner,Rapid Wien,
1954,Switzerland,Austria,19,FW,Robert Dienst,Rapid Wien,
1954,Switzerland,Austria,21,FW,Ernst Stojaspal,Austria Wien,
1954,Switzerland,Austria,22,FW,Walter Haummer,Wacker Wien,
1954,Switzerland,Belgium,1,GK,Léopold Gernaey,A.S.V. Oostende K.M.,
1954,Switzerland,Belgium,12,GK,Charles Geerts,Royal Beerschot AC,
1954,Switzerland,Belgium,17,GK,Raymond Ausloos,White Star,
1954,Switzerland,Belgium,2,DF,Marcel Dries,Berchem Sport,
1954,Switzerland,Belgium,3,DF,Alfons Van Brandt,Lierse,
1954,Switzerland,Belgium,4,DF,Constant Huysmans,Royal Beerschot AC,
1954,Switzerland,Belgium,13,DF,Henri Dirickx,Union St. Gilloise,
1954,Switzerland,Belgium,18,DF,Jef Van Der Linden,Royal Antwerp FC,
1954,Switzerland,Belgium,5,MF,Louis Carré,Royal FC Liegeois,
1954,Switzerland,Belgium,6,MF,Victor Mees,Royal Antwerp FC,
1954,Switzerland,Belgium,7,MF,Jozef Vliers,Royal Beerschot AC,
1954,Switzerland,Belgium,14,MF,Robert Van Kerkhoven,Daring Club,
1954,Switzerland,Belgium,19,MF,Jo Backaert,Charleroi SC,
1954,Switzerland,Belgium,20,MF,Robert Maertens,Royal Antwerp FC,
1954,Switzerland,Belgium,21,MF,Jean Van Steen,RSC Anderlechtois,
1954,Switzerland,Belgium,8,FW,Denis Houf,Standard Liège,
1954,Switzerland,Belgium,9,FW,Henri Coppens,Royal Beerschot AC,
1954,Switzerland,Belgium,10,FW,Léopold Anoul,Royal FC Liegeois,
1954,Switzerland,Belgium,11,FW,Joseph Mermans,RSC Anderlechtois,
1954,Switzerland,Belgium,15,FW,Hippolyte Van Den Bosch,RSC Anderlechtois,
1954,Switzerland,Belgium,16,FW,Pieter Van Den Bosch,RSC Anderlechtois,
1954,Switzerland,Belgium,22,FW,Luc Van Hoyweghen,Daring Club,
1954,Switzerland,Brazil,1,GK,Castilho,Fluminense,
1954,Switzerland,Brazil,21,GK,Veludo,Fluminense,
1954,Switzerland,Brazil,22,GK,Cabeção,Corinthians,
1954,Switzerland,Brazil,2,DF,Djalma Santos,Portuguesa,
1954,Switzerland,Brazil,3,DF,Nílton Santos,Botafogo,
1954,Switzerland,Brazil,4,DF,Brandãozinho,Portuguesa,
1954,Switzerland,Brazil,12,DF,Paulinho,Vasco da Gama,
1954,Switzerland,Brazil,13,DF,Alfredo,São Paulo FC,
1954,Switzerland,Brazil,15,DF,Mauro,São Paulo FC,
1954,Switzerland,Brazil,5,MF,Pinheiro,Fluminense,
1954,Switzerland,Brazil,6,MF,Bauer,São Paulo FC,
1954,Switzerland,Brazil,8,MF,Didi,Fluminense,
1954,Switzerland,Brazil,14,MF,Ely,Vasco da Gama,
1954,Switzerland,Brazil,16,MF,Dequinha,Flamengo,
1954,Switzerland,Brazil,7,FW,Julinho,Portuguesa,
1954,Switzerland,Brazil,9,FW,Baltazar,Corinthians,
1954,Switzerland,Brazil,10,FW,Pinga,Vasco da Gama,
1954,Switzerland,Brazil,11,FW,Rodrigues,Palmeiras,
1954,Switzerland,Brazil,17,FW,Maurinho,São Paulo FC,
1954,Switzerland,Brazil,18,FW,Humberto,Palmeiras,
1954,Switzerland,Brazil,19,FW,Índio,Flamengo,
1954,Switzerland,Brazil,20,FW,Rubens,Flamengo,
1954,Switzerland,Switzerland,1,GK,Walter Eich,Young Boys Bern,
1954,Switzerland,Switzerland,2,GK,Eugene Parlier,Servette FC,
1954,Switzerland,Switzerland,3,GK,Georges Stuber,Lausanne Sports,
1954,Switzerland,Switzerland,5,DF,Marcel Flückiger,Young Boys Bern,
1954,Switzerland,Switzerland,6,DF,Roger Mathis,Lausanne Sports,
1954,Switzerland,Switzerland,7,DF,André Neury,Servette FC,
1954,Switzerland,Switzerland,10,DF,Oliver Eggimann,FC La Chaux-de-Fonds,
1954,Switzerland,Switzerland,14,DF,Willy Kernen,FC La Chaux-de-Fonds,
1954,Switzerland,Switzerland,4,MF,Roger Bocquet,Lausanne Sports,
1954,Switzerland,Switzerland,8,MF,Heinz Bigler,Young Boys Bern,
1954,Switzerland,Switzerland,9,MF,Charles Casali,Young Boys Bern,
1954,Switzerland,Switzerland,12,MF,Gilbert Fesselet,FC La Chaux-de-Fonds,
1954,Switzerland,Switzerland,13,MF,Ivo Frosio,Grasshopper Club Zürich,
1954,Switzerland,Switzerland,11,FW,Norbert Eschmann,Lausanne Sports,
1954,Switzerland,Switzerland,15,FW,Charles Antenen,FC La Chaux-de-Fonds,
1954,Switzerland,Switzerland,16,FW,Robert Ballaman,Grasshopper Club Zürich,
1954,Switzerland,Switzerland,17,FW,Jacques Fatton,Servette FC,
1954,Switzerland,Switzerland,18,FW,Josef Hügi,FC Basel,
1954,Switzerland,Switzerland,19,FW,Marcel Mauron,FC La Chaux-de-Fonds,
1954,Switzerland,Switzerland,20,FW,Eugen Meier,Young Boys Bern,
1954,Switzerland,Switzerland,21,FW,Ferdinando Riva,FC Chiasso,
1954,Switzerland,Switzerland,22,FW,Roger Vonlanthen,Grasshopper Club Zürich,
1954,Switzerland,England,1,GK,Gil Merrick,Birmingham City,
1954,Switzerland,England,12,GK,Ted Burgin,Sheffield United,
1954,Switzerland,England,2,DF,Ron Staniforth,Huddersfield Town,
1954,Switzerland,England,3,DF,Roger Byrne,Manchester United,
1954,Switzerland,England,4,DF,Billy Wright,Wolverhampton Wanderers,
1954,Switzerland,England,13,DF,Ken Green,Birmingham City,
1954,Switzerland,England,18,DF,Allenby Chilton,Manchester United,
1954,Switzerland,England,5,MF,Syd Owen,Luton Town,
1954,Switzerland,England,6,MF,Jimmy Dickinson,Portsmouth,
1954,Switzerland,England,14,MF,Bill McGarry,Huddersfield Town,
1954,Switzerland,England,16,MF,Albert Quixall,Sheffield Wednesday,
1954,Switzerland,England,19,MF,Ken Armstrong,Chelsea,
1954,Switzerland,England,20,MF,Bedford Jezzard,Fulham,
1954,Switzerland,England,21,MF,Johnny Haynes,Fulham,
1954,Switzerland,England,7,FW,Stanley Matthews,Blackpool,
1954,Switzerland,England,8,FW,Ivor Broadis,Newcastle United,
1954,Switzerland,England,9,FW,Nat Lofthouse,Bolton Wanderers,
1954,Switzerland,England,10,FW,Tommy Taylor,Manchester United,
1954,Switzerland,England,11,FW,Tom Finney,Preston North End,
1954,Switzerland,England,15,FW,Dennis Wilshaw,Wolverhampton Wanderers,
1954,Switzerland,England,17,FW,Jimmy Mullen,Wolverhampton Wanderers,
1954,Switzerland,England,22,FW,Harry Hooper,West Ham United,
1954,Switzerland,France,1,GK,François Remetter,FC Metz,
1954,Switzerland,France,2,GK,César Ruminski,Lille OSC,
1954,Switzerland,France,3,GK,Claude Abbes,AS Saint-Étienne,
1954,Switzerland,France,4,DF,Lazare Gianessi,AS Monaco,
1954,Switzerland,France,5,DF,Jacques Grimonpon,FC Girondins de Bordeaux,
1954,Switzerland,France,6,DF,Raymond Kaelbel,RC Strasbourg,
1954,Switzerland,France,7,DF,Roger Marche,Stade de Reims,
1954,Switzerland,France,14,DF,Armand Penverne,Stade de Reims,
1954,Switzerland,France,8,MF,Guillaume Bieganski,Lille OSC,
1954,Switzerland,France,9,MF,Antoine Cuissard,OGC Nice,
1954,Switzerland,France,10,MF,Robert Jonquet,Stade de Reims,
1954,Switzerland,France,11,MF,Xercès Louis,RC Lens,
1954,Switzerland,France,12,MF,Jean-Jacques Marcel,FC Sochaux,
1954,Switzerland,France,15,MF,Abdelaziz Ben Tifour,AS Troyes,
1954,Switzerland,France,19,MF,Michel Leblond,Stade de Reims,
1954,Switzerland,France,13,FW,Abderrahmane Mahjoub,OGC Nice,
1954,Switzerland,France,16,FW,René Dereuddre,Toulouse FC,
1954,Switzerland,France,17,FW,Léon Glovacki,Stade de Reims,
1954,Switzerland,France,18,FW,Raymond Kopa,Stade de Reims,
1954,Switzerland,France,20,FW,Ernest Schultz,Olympique de Lyon,
1954,Switzerland,France,21,FW,André Strappe,Lille OSC,
1954,Switzerland,France,22,FW,Jean Vincent,Lille OSC,
1954,Switzerland,West Germany,1,GK,Toni Turek,Fortuna Düsseldorf,
1954,Switzerland,West Germany,21,GK,Heinz Kubsch,FK Pirmasens,
1954,Switzerland,West Germany,22,GK,Heinz Kwiatkowski,Borussia Dortmund,
1954,Switzerland,West Germany,2,DF,Fritz Laband,Hamburger SV,
1954,Switzerland,West Germany,3,DF,Werner Kohlmeyer,1. FC Kaiserslautern,
1954,Switzerland,West Germany,4,DF,Hans Bauer,Bayern Munich,
1954,Switzerland,West Germany,5,DF,Herbert Erhardt,SpVgg Fürth,
1954,Switzerland,West Germany,7,DF,Josef Posipal,Hamburger SV,
1954,Switzerland,West Germany,10,DF,Werner Liebrich,1. FC Kaiserslautern,
1954,Switzerland,West Germany,6,MF,Horst Eckel,1. FC Kaiserslautern,
1954,Switzerland,West Germany,8,MF,Karl Mai,SpVgg Fürth,
1954,Switzerland,West Germany,9,MF,Paul Mebus,1. FC Köln,
1954,Switzerland,West Germany,11,MF,Karl-Heinz Metzner,KSV Hessen Kassel,
1954,Switzerland,West Germany,19,MF,Alfred Pfaff,Eintracht Frankfurt,
1954,Switzerland,West Germany,12,FW,Helmut Rahn,Rot-Weiss Essen,
1954,Switzerland,West Germany,13,FW,Max Morlock,1. FC Nuremberg,
1954,Switzerland,West Germany,14,FW,Bernhard Klodt,FC Schalke 04,
1954,Switzerland,West Germany,15,FW,Ottmar Walter,1. FC Kaiserslautern,
1954,Switzerland,West Germany,16,FW,Fritz Walter,1. FC Kaiserslautern,
1954,Switzerland,West Germany,17,FW,Richard Herrmann,FSV Frankfurt,
1954,Switzerland,West Germany,18,FW,Ulrich Biesinger,BC Augsburg,
1954,Switzerland,West Germany,20,FW,Hans Schäfer,1. FC Köln,
1954,Switzerland,Hungary,1,GK,Gyula Grosics,Budapesti Honvéd SE,
1954,Switzerland,Hungary,21,GK,Sándor Gellér,Budapesti Vörös Lobogó,
1954,Switzerland,Hungary,22,GK,Géza Gulyás,Budapesti Kinizsi,
1954,Switzerland,Hungary,2,DF,Jenő Buzánszky,Dorogi Bányász,
1954,Switzerland,Hungary,3,DF,Gyula Lóránt,Budapesti Honvéd SE,
1954,Switzerland,Hungary,4,DF,Mihály Lantos,Budapesti Vörös Lobogó,
1954,Switzerland,Hungary,12,DF,Béla Kárpáti,Győri Vasas SE,
1954,Switzerland,Hungary,13,DF,Pál Várhidi,Budapesti Dózsa,
1954,Switzerland,Hungary,5,MF,József Bozsik,Budapesti Honvéd SE,
1954,Switzerland,Hungary,14,MF,Imre Kovács,Budapesti Vörös Lobogó,
1954,Switzerland,Hungary,15,MF,Ferenc Szojka,Salgótarjáni BTC,
1954,Switzerland,Hungary,16,MF,László Budai,Budapesti Honvéd SE,
1954,Switzerland,Hungary,6,FW,József Zakariás,Budapesti Vörös Lobogó,
1954,Switzerland,Hungary,7,FW,József Tóth,Csepeli Vasas,
1954,Switzerland,Hungary,8,FW,Sándor Kocsis,Budapesti Honvéd SE,
1954,Switzerland,Hungary,9,FW,Nándor Hidegkuti,Budapesti Vörös Lobogó,
1954,Switzerland,Hungary,10,FW,Ferenc Puskás,Budapesti Honvéd SE,
1954,Switzerland,Hungary,11,FW,Zoltán Czibor,Budapesti Honvéd SE,
1954,Switzerland,Hungary,17,FW,Ferenc Machos,Budapesti Honvéd SE,
1954,Switzerland,Hungary,18,FW,Lajos Csordás,Budapesti Vasas SE,
1954,Switzerland,Hungary,19,FW,Péter Palotás,Budapesti Vörös Lobogó,
1954,Switzerland,Hungary,20,FW,Mihály Tóth,Budapesti Dózsa,
1954,Switzerland,Italy,1,GK,Giorgio Ghezzi,Internazionale,
1954,Switzerland,Italy,12,GK,Giovanni Viola,Juventus,
1954,Switzerland,Italy,22,GK,Leonardo Costagliola,Fiorentina,
1954,Switzerland,Italy,2,DF,Guido Vincenzi,Internazionale,
1954,Switzerland,Italy,3,DF,Giovanni Giacomazzi,Internazionale,
1954,Switzerland,Italy,4,DF,Maino Neri,Internazionale,
1954,Switzerland,Italy,13,DF,Ardico Magnini,Fiorentina,
1954,Switzerland,Italy,14,DF,Sergio Cervato,Fiorentina,
1954,Switzerland,Italy,15,DF,Giacomo Mari,Juventus,
1954,Switzerland,Italy,5,MF,Omero Tognon,Milan,
1954,Switzerland,Italy,6,MF,Fulvio Nesti,Internazionale,
1954,Switzerland,Italy,16,MF,Rino Ferrario,Juventus,
1954,Switzerland,Italy,18,MF,Gino Pivatelli,Bologna,
1954,Switzerland,Italy,20,MF,Guido Gratton,Fiorentina,
1954,Switzerland,Italy,7,FW,Ermes Muccinelli,Juventus,
1954,Switzerland,Italy,8,FW,Egisto Pandolfini,Roma,
1954,Switzerland,Italy,9,FW,Carlo Galli,Roma,
1954,Switzerland,Italy,10,FW,Gino Cappello,Bologna,
1954,Switzerland,Italy,11,FW,Benito Lorenzi,Internazionale,
1954,Switzerland,Italy,17,FW,Armando Segato,Fiorentina,
1954,Switzerland,Italy,19,FW,Giampiero Boniperti,Juventus,
1954,Switzerland,Italy,21,FW,Amleto Frignani,Milan,
1954,Switzerland,South Korea,1,GK,Hong Deok-Young,Joseon Textile FC,
1954,Switzerland,South Korea,12,GK,Ham Heung-Chul,Provost Marshal Office,
1954,Switzerland,South Korea,2,DF,Park Kyu-Chung,Quartermaster Corps,
1954,Switzerland,South Korea,3,DF,Park Jae-Seung,CIC,
1954,Switzerland,South Korea,6,DF,Min Byung-Dae,CIC,
1954,Switzerland,South Korea,13,DF,Lee Chong-Kap,CIC,
1954,Switzerland,South Korea,14,DF,Han Chang-Wha,CIC,
1954,Switzerland,South Korea,4,MF,Kang Chang-Gi,Joseon Textile FC,
1954,Switzerland,South Korea,5,MF,Lee Sang-Yi,Joseon Textile FC,
1954,Switzerland,South Korea,11,MF,Chung Nam-Sik,Intelligence Corps,
1954,Switzerland,South Korea,15,MF,Kim Ji-Sung,CIC,
1954,Switzerland,South Korea,16,MF,Chu Yung-Kwang,Naval Forces,
1954,Switzerland,South Korea,7,FW,Lee Soo-Nam,CIC,
1954,Switzerland,South Korea,8,FW,Choi Chung-Min,CIC,
1954,Switzerland,South Korea,9,FW,Woo Sang-Kwon,Provost Marshal Office,
1954,Switzerland,South Korea,10,FW,Sung Nak-Woon,Quartermaster Corps,
1954,Switzerland,South Korea,17,FW,Park Il-Kap,CIC,
1954,Switzerland,South Korea,18,FW,Choi Yung-Keun,Naval Forces,
1954,Switzerland,South Korea,19,FW,Li Ki-Joo,Joseon Textile FC,
1954,Switzerland,South Korea,20,FW,Chung Kook-Chin,Naval Forces,
1954,Switzerland,Mexico,1,GK,Antonio Carbajal,FC León,
1954,Switzerland,Mexico,12,GK,Salvador Mota,Atlante F.C.,
1954,Switzerland,Mexico,2,DF,Narciso López,CD Oro,
1954,Switzerland,Mexico,4,DF,Saturnino Martínez,Necaxa,
1954,Switzerland,Mexico,5,DF,Raúl Cárdenas,Puebla F.C.,
1954,Switzerland,Mexico,13,DF,Sergio Bravo,FC León,
1954,Switzerland,Mexico,3,MF,Jorge Romo,Club Deportivo Marte,
1954,Switzerland,Mexico,6,MF,Rafael Avalos,Atlante F.C.,
1954,Switzerland,Mexico,14,MF,Juan Gómez,Atlas,
1954,Switzerland,Mexico,16,MF,Pedro Nájera,Club América,
1954,Switzerland,Mexico,21,MF,Mario Ochoa,Club Deportivo Marte,
1954,Switzerland,Mexico,7,FW,Alfredo Torres,Atlas,
1954,Switzerland,Mexico,8,FW,José Naranjo,CD Oro,
1954,Switzerland,Mexico,9,FW,José Luis Lamadrid,Necaxa,
1954,Switzerland,Mexico,10,FW,Tomás Balcázar,CD Guadalajara,
1954,Switzerland,Mexico,11,FW,Raúl Arellano,CD Guadalajara,
1954,Switzerland,Mexico,15,FW,Carlos Blanco,Necaxa,
1954,Switzerland,Mexico,17,FW,Carlos Septién,CD Tampico,
1954,Switzerland,Mexico,18,FW,Carlos Carus,Club Toluca,
1954,Switzerland,Mexico,19,FW,Moises Jinich,Atlante F.C.,
1954,Switzerland,Mexico,20,FW,José Antonio Roca,CD Zacatepec,
1954,Switzerland,Mexico,22,FW,Ranulfo Cortés,CD Oro,
1954,Switzerland,Scotland,1,GK,Fred Martin,Aberdeen,
1954,Switzerland,Scotland,14,GK,John Anderson,Leicester City,
1954,Switzerland,Scotland,2,DF,Willie Cunningham,Preston North End,
1954,Switzerland,Scotland,3,DF,Jock Aird,Burnley,
1954,Switzerland,Scotland,4,DF,Bobby Evans,Celtic,
1954,Switzerland,Scotland,5,DF,Tommy Docherty,Preston North End,
1954,Switzerland,Scotland,18,DF,Alex Wilson,Portsmouth,
1954,Switzerland,Scotland,6,MF,Jimmy Davidson,Partick Thistle,
1954,Switzerland,Scotland,7,MF,Doug Cowie,Dundee,
1954,Switzerland,Scotland,17,MF,David Mathers,Partick Thistle,
1954,Switzerland,Scotland,8,FW,John Mackenzie,Partick Thistle,
1954,Switzerland,Scotland,9,FW,George Hamilton,Aberdeen,
1954,Switzerland,Scotland,10,FW,Allan Brown,Blackpool,
1954,Switzerland,Scotland,11,FW,Neil Mochan,Celtic,
1954,Switzerland,Scotland,12,FW,Willie Fernie,Celtic,
1954,Switzerland,Scotland,13,FW,Willie Ormond,Hibernian,
1954,Switzerland,Scotland,15,FW,Bobby Johnstone,Hibernian,
1954,Switzerland,Scotland,16,FW,Jackie Henderson,Portsmouth,
1954,Switzerland,Scotland,19,FW,Jimmy Binning,Queen of the South,
1954,Switzerland,Scotland,20,FW,Bobby Combe,Hibernian,
1954,Switzerland,Scotland,21,FW,Ernie Copland,Raith Rovers,
1954,Switzerland,Scotland,22,FW,Ian McMillan,Airdrieonians,
1954,Switzerland,Czechoslovakia,1,GK,Theodor Reimann,Slovan Bratislava,
1954,Switzerland,Czechoslovakia,21,GK,Imrich Stacho,Tankista Praha,
1954,Switzerland,Czechoslovakia,22,GK,Viliam Schrojf,Křídla vlasti Olomouc,
1954,Switzerland,Czechoslovakia,2,DF,František Šafránek,ÚDA Prague,
1954,Switzerland,Czechoslovakia,4,DF,Ladislav Novák,ÚDA Prague,
1954,Switzerland,Czechoslovakia,5,DF,Jiří Trnka,ÚDA Prague,
1954,Switzerland,Czechoslovakia,12,DF,Anton Krásnohorský,Iskra Žilina,
1954,Switzerland,Czechoslovakia,3,MF,Svatopluk Pluskal,ÚDA Prague,
1954,Switzerland,Czechoslovakia,6,MF,Michal Benedikovič,Slovan Bratislava,
1954,Switzerland,Czechoslovakia,13,MF,Jiří Hledík,Křídla vlasti Olomouc,
1954,Switzerland,Czechoslovakia,14,MF,Jan Hertl,ÚDA Prague,
1954,Switzerland,Czechoslovakia,16,MF,Zdeněk Procházka,Spartak Praha Sokolovo,
1954,Switzerland,Czechoslovakia,7,FW,Ladislav Hlaváček,ÚDA Prague,
1954,Switzerland,Czechoslovakia,8,FW,Otto Hemele,ÚDA Prague,
1954,Switzerland,Czechoslovakia,9,FW,Anton Malatinský,Baník Handlová,
1954,Switzerland,Czechoslovakia,10,FW,Emil Pažický,Slovan Bratislava,
1954,Switzerland,Czechoslovakia,11,FW,Jiří Pešek,Spartak Praha Sokolovo,
1954,Switzerland,Czechoslovakia,15,FW,Ladislav Kačáni,CH Bratislava,
1954,Switzerland,Czechoslovakia,17,FW,Tadeáš Kraus,Křídla vlasti Olomouc,
1954,Switzerland,Czechoslovakia,18,FW,Josef Majer,Baník Kladno,
1954,Switzerland,Czechoslovakia,19,FW,Jaroslav Košnar,CH Bratislava,
1954,Switzerland,Czechoslovakia,20,FW,Kazimír Gajdoš,Tatran Prešov,
1954,Switzerland,Turkey,1,GK,Turgay Şeren,Galatasaray S.K.,
1954,Switzerland,Turkey,12,GK,Şükrü Ersoy,MKE Ankaragücü SK,
1954,Switzerland,Turkey,13,GK,Bülent Gurbuz,Besiktas,
1954,Switzerland,Turkey,2,DF,Rıdvan Bolatlı,MKE Ankaragücü SK,
1954,Switzerland,Turkey,3,DF,Basri Dirimlili,Fenerbahçe SK,
1954,Switzerland,Turkey,4,DF,Mustafa Ertan,MKE Ankaragücü SK,
1954,Switzerland,Turkey,14,DF,Ali Beratlıgil,Galatasaray S.K.,
1954,Switzerland,Turkey,16,DF,Nedim Günar,Fenerbahçe SK,
1954,Switzerland,Turkey,17,DF,Naci Erdem,Fenerbahçe SK,
1954,Switzerland,Turkey,18,DF,Kaçmaz Akgün,Fenerbahçe SK,
1954,Switzerland,Turkey,19,DF,Esinduy Ozcan,Beşiktaş J.K.,
1954,Switzerland,Turkey,5,MF,Çetin Zeybek,Kasımpaşa SK,
1954,Switzerland,Turkey,6,MF,Rober Eryol,Galatasaray S.K.,
1954,Switzerland,Turkey,15,MF,Gokcen Dinçer,Fenerbahçe SK,
1954,Switzerland,Turkey,7,FW,Erol Keskin,Adalet SK Istanbul,
1954,Switzerland,Turkey,8,FW,Suat Mamat,Galatasaray S.K.,
1954,Switzerland,Turkey,9,FW,Feridun Buğeker,Fenerbahçe SK,
1954,Switzerland,Turkey,10,FW,Burhan Sargun,Fenerbahçe SK,
1954,Switzerland,Turkey,11,FW,Lefter Küçükandonyadis,Fenerbahçe SK,
1954,Switzerland,Turkey,20,FW,Necmi Onarıcı,Adalet SK Istanbul,
1954,Switzerland,Turkey,21,FW,Kadri Aytaç,Galatasaray S.K.,
1954,Switzerland,Turkey,22,FW,Coşkun Taş,Beşiktaş J.K.,
1954,Switzerland,Uruguay,1,GK,Roque Máspoli,Peñarol,
1954,Switzerland,Uruguay,12,GK,Julio Maceiras,Danubio,
1954,Switzerland,Uruguay,2,DF,José Santamaría,Nacional,
1954,Switzerland,Uruguay,3,DF,William Martínez,Rampla Juniors,
1954,Switzerland,Uruguay,4,DF,Víctor Rodríguez Andrade,Peñarol,
1954,Switzerland,Uruguay,13,DF,Mirto Davoine,Peñarol,
1954,Switzerland,Uruguay,14,DF,Eusebio Tejera,Defensor,
1954,Switzerland,Uruguay,5,MF,Obdulio Varela,Peñarol,
1954,Switzerland,Uruguay,6,MF,Roberto Leopardi,Nacional,
1954,Switzerland,Uruguay,15,MF,Urbano Rivera,Danubio,
1954,Switzerland,Uruguay,16,MF,Néstor Carballo,Nacional,
1954,Switzerland,Uruguay,17,MF,Luis Cruz,Nacional,
1954,Switzerland,Uruguay,7,FW,Julio Abbadie,Peñarol,
1954,Switzerland,Uruguay,8,FW,Juan Hohberg,Peñarol,
1954,Switzerland,Uruguay,9,FW,Oscar Míguez,Peñarol,
1954,Switzerland,Uruguay,10,FW,Juan Alberto Schiaffino,Peñarol,
1954,Switzerland,Uruguay,11,FW,Carlos Borges,Peñarol,
1954,Switzerland,Uruguay,18,FW,Rafael Souto,Nacional,
1954,Switzerland,Uruguay,19,FW,Javier Ambrois,Nacional,
1954,Switzerland,Uruguay,20,FW,Omar Méndez,Nacional,
1954,Switzerland,Uruguay,21,FW,Julio Pérez,Nacional,
1954,Switzerland,Uruguay,22,FW,Luis Castro,Defensor,
1954,Switzerland,Yugoslavia,1,GK,Vladimir Beara,Hajduk Split,
1954,Switzerland,Yugoslavia,12,GK,Branko Kralj,Dinamo Zagreb,
1954,Switzerland,Yugoslavia,2,DF,Branko Stanković,Crvena Zvezda Belgrade,
1954,Switzerland,Yugoslavia,3,DF,Tomislav Crnković,Dinamo Zagreb,
1954,Switzerland,Yugoslavia,5,DF,Ivan Horvat,Dinamo Zagreb,
1954,Switzerland,Yugoslavia,6,DF,Vujadin Boškov,Vojvodina Novi Sad,
1954,Switzerland,Yugoslavia,13,DF,Miljan Zeković,Crvena Zvezda Belgrade,
1954,Switzerland,Yugoslavia,16,DF,Sima Milovanov,Vojvodina Novi Sad,
1954,Switzerland,Yugoslavia,17,DF,Bruno Belin,Partizan Belgrade,
1954,Switzerland,Yugoslavia,4,MF,Zlatko Čajkovski,Partizan Belgrade,
1954,Switzerland,Yugoslavia,10,MF,Stjepan Bobek,Partizan Belgrade,
1954,Switzerland,Yugoslavia,14,MF,Lev Mantula,Dinamo Zagreb,
1954,Switzerland,Yugoslavia,15,MF,Ljubiša Spajić,Crvena Zvezda Belgrade,
1954,Switzerland,Yugoslavia,19,MF,Zlatko Papec,Hajduk Split,
1954,Switzerland,Yugoslavia,7,FW,Tihomir Ognjanov,Crvena Zvezda Belgrade,
1954,Switzerland,Yugoslavia,8,FW,Rajko Mitić,Crvena Zvezda Belgrade,
1954,Switzerland,Yugoslavia,9,FW,Bernard Vukas,Hajduk Split,
1954,Switzerland,Yugoslavia,11,FW,Branko Zebec,Partizan Belgrade,
1954,Switzerland,Yugoslavia,18,FW,Miloš Milutinović,Partizan Belgrade,
1954,Switzerland,Yugoslavia,20,FW,Dionizije Dvornić,Dinamo Zagreb,
1954,Switzerland,Yugoslavia,21,FW,Todor Veselinović,Vojvodina Novi Sad,
1954,Switzerland,Yugoslavia,22,FW,Aleksandar Petaković,Radnicki Belgrade,
1958,Sweden,Argentina,1,GK,Amadeo Carrizo,River Plate,
1958,Sweden,Argentina,12,GK,Julio Musimessi,Boca Juniors,
1958,Sweden,Argentina,3,DF,Federico Vairo,River Plate,
1958,Sweden,Argentina,4,DF,Juan Francisco Lombardo,Boca Juniors,
1958,Sweden,Argentina,5,DF,Néstor Rossi,River Plate,
1958,Sweden,Argentina,13,DF,Alfredo Pérez,River Plate,
1958,Sweden,Argentina,14,DF,Federico Edwards,Boca Juniors,
1958,Sweden,Argentina,15,DF,David Acevedo,Independiente,
1958,Sweden,Argentina,17,DF,José Ramos Delgado,Lanús,
1958,Sweden,Argentina,2,MF,Pedro Dellacha,Racing,
1958,Sweden,Argentina,6,MF,José Varacka,Independiente,
1958,Sweden,Argentina,16,MF,Eliseo Mouriño,Boca Juniors,
1958,Sweden,Argentina,7,FW,Omar Oreste Corbatta,Racing,
1958,Sweden,Argentina,8,FW,Eliseo Prado,River Plate,
1958,Sweden,Argentina,9,FW,Norberto Menéndez,River Plate,
1958,Sweden,Argentina,10,FW,Alfredo Rojas,Lanús,
1958,Sweden,Argentina,11,FW,Ángel Labruna,River Plate,
1958,Sweden,Argentina,18,FW,Norberto Boggio,San Lorenzo de Almagro,
1958,Sweden,Argentina,19,FW,Ludovico Avio,Vélez Sarsfield,
1958,Sweden,Argentina,20,FW,Ricardo Infante,Estudiantes de La Plata,
1958,Sweden,Argentina,21,FW,José Sanfilippo,San Lorenzo de Almagro,
