#Year, Host_Country, Country, Jersey_Number, Position, Name, Club_Name, Club_Country
1974,West Germany,Uruguay,15,DF,Mario González,Peñarol,Uruguay
1974,West Germany,Uruguay,7,MF,Luis Cubilla,Nacional URU,Uruguay
1974,West Germany,Uruguay,8,MF,Víctor Espárrago,Sevilla,Spain
1974,West Germany,Uruguay,10,MF,Pedro Rocha,São Paulo,Brazil
1974,West Germany,Uruguay,16,MF,Alberto Cardaccio,Danubio,Uruguay
1974,West Germany,Uruguay,17,MF,Julio César Jiménez,Peñarol,Uruguay
1974,West Germany,Uruguay,18,MF,Walter Mantegazza,Nacional URU,Uruguay
1974,West Germany,Uruguay,9,FW,Fernando Morena,Peñarol,Uruguay
1974,West Germany,Uruguay,11,FW,Rubén Corbo,Peñarol,Uruguay
1974,West Germany,Uruguay,19,FW,Denis Milar,Liverpool,England
1974,West Germany,Uruguay,20,FW,Juan Silva,Peñarol,Uruguay
1974,West Germany,Uruguay,21,FW,José Gómez,Cerro,Uruguay
1974,West Germany,Yugoslavia,1,GK,Enver Marić,Velež Mostar,Yugoslavia
1974,West Germany,Yugoslavia,21,GK,Ognjen Petrović,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,22,GK,Rizah Mešković,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,2,DF,Ivan Buljan,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,3,DF,Enver Hadžiabdić,FK Željezničar,Yugoslavia
1974,West Germany,Yugoslavia,5,DF,Josip Katalinski,FK Željezničar,Yugoslavia
1974,West Germany,Yugoslavia,6,DF,Vladislav Bogićević,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,14,DF,Luka Peruzović,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,15,DF,Kiril Dojčinovski,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,4,MF,Dražen Mužinić,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,8,MF,Branko Oblak,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,10,MF,Jovan Aćimović,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,12,MF,Jurica Jerković,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,13,MF,Miroslav Pavlović,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,16,MF,Franjo Vladić,Velež Mostar,Yugoslavia
1974,West Germany,Yugoslavia,7,FW,Ilija Petković,Troyes,France
1974,West Germany,Yugoslavia,9,FW,Ivica Šurjak,Hajduk Split,Yugoslavia
1974,West Germany,Yugoslavia,11,FW,Dragan Džajić,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,17,FW,Danilo Popivoda,Olimpija Ljubljana,Yugoslavia
1974,West Germany,Yugoslavia,18,FW,Stanislav Karasi,Red Star Belgrade,Yugoslavia
1974,West Germany,Yugoslavia,19,FW,Dušan Bajević,Velež Mostar,Yugoslavia
1974,West Germany,Yugoslavia,20,FW,Vladimir Petrović,Red Star Belgrade,Yugoslavia
1974,West Germany,Zaire,1,GK,Kazadi Mwamba,TP Mazembe,Zaire
1974,West Germany,Zaire,12,GK,Tubilandu Ndimbi,AS Vita Club,Zaire
1974,West Germany,Zaire,22,GK,Kalambay Otepa,TP Mazembe,Zaire
1974,West Germany,Zaire,2,DF,Mwepu Ilunga,TP Mazembe,Zaire
1974,West Germany,Zaire,3,DF,Mwanza Mukombo,TP Mazembe,Zaire
1974,West Germany,Zaire,4,DF,Bwanga Tshimen,TP Mazembe,Zaire
1974,West Germany,Zaire,5,DF,Lobilo Boba,AS Vita Club,Zaire
1974,West Germany,Zaire,11,DF,Kabasu Babo,AS Bilima,Zaire
1974,West Germany,Zaire,16,DF,Mwape Mialo,Nyiki Lubumbashi,Zaire
1974,West Germany,Zaire,6,MF,Kilasu Massamba,AS Bilima,Zaire
1974,West Germany,Zaire,7,MF,Tshinabu Wa Munda,TP Mazembe,Zaire
1974,West Germany,Zaire,8,MF,Mana Mamuwene,CS Imana,Zaire
1974,West Germany,Zaire,9,MF,Kembo Uba Kembo,AS Vita Club,Zaire
1974,West Germany,Zaire,10,MF,Kidumu Mantantu,CS Imana,Zaire
1974,West Germany,Zaire,13,MF,Ndaye Mulamba,AS Vita Club,Zaire
1974,West Germany,Zaire,15,MF,Kibonge Mafu,AS Vita Club,Zaire
1974,West Germany,Zaire,17,MF,Kafula Ngoie,TP Mazembe,Zaire
1974,West Germany,Zaire,14,FW,Mayanga Maku,AS Vita Club,Zaire
1974,West Germany,Zaire,18,FW,Mavuba Mafuila,AS Vita Club,Zaire
1974,West Germany,Zaire,19,FW,Mbungu Ekofa,CS Imana,Zaire
1974,West Germany,Zaire,20,FW,Jean Kalala N'Tumba,AS Vita Club,Zaire
1974,West Germany,Zaire,21,FW,Kakoko Etepé,CS Imana,Zaire
1978,Argentina,Argentina,3,GK,Héctor Baley,Huracán,Argentina
1978,Argentina,Argentina,5,GK,Ubaldo Fillol,River Plate,Argentina
1978,Argentina,Argentina,13,GK,Ricardo La Volpe,San Lorenzo,Argentina
1978,Argentina,Argentina,7,DF,Luis Galván,Talleres de Córdoba,Argentina
1978,Argentina,Argentina,11,DF,Daniel Killer,Racing Club,Argentina
1978,Argentina,Argentina,15,DF,Jorge Olguín,San Lorenzo,Argentina
1978,Argentina,Argentina,18,DF,Rubén Pagnanini,Independiente,Argentina
1978,Argentina,Argentina,19,DF,Daniel Passarella,River Plate,Argentina
1978,Argentina,Argentina,20,DF,Alberto Tarantini,Boca Juniors,Argentina
1978,Argentina,Argentina,1,MF,Norberto Alonso,River Plate,Argentina
1978,Argentina,Argentina,2,MF,Osvaldo Ardiles,Huracán,Argentina
1978,Argentina,Argentina,4,MF,Daniel Bertoni,Independiente,Argentina
1978,Argentina,Argentina,6,MF,Américo Gallego,Newell's Old Boys,Argentina
1978,Argentina,Argentina,8,MF,Rubén Galván,Independiente,Argentina
1978,Argentina,Argentina,9,MF,René Houseman,Huracán,Argentina
1978,Argentina,Argentina,12,MF,Omar Larrosa,Independiente,Argentina
1978,Argentina,Argentina,16,MF,Oscar Ortiz,River Plate,Argentina
1978,Argentina,Argentina,17,MF,Miguel Oviedo,Talleres de Córdoba,Argentina
1978,Argentina,Argentina,21,MF,José Daniel Valencia,Talleres de Córdoba,Argentina
1978,Argentina,Argentina,22,MF,Ricardo Villa,Racing Club,Argentina
1978,Argentina,Argentina,10,FW,Mario Kempes,Valencia,Spain
1978,Argentina,Argentina,14,FW,Leopoldo Luque,River Plate,Argentina
1978,Argentina,Austria,1,GK,Friedrich Koncilia,SSW Innsbruck,Austria
1978,Argentina,Austria,21,GK,Erwin Fuchsbichler,VÖEST Linz,Austria
1978,Argentina,Austria,22,GK,Hubert Baumgartner,Austria Wien,Austria
1978,Argentina,Austria,2,DF,Robert Sara,Austria Wien,Austria
1978,Argentina,Austria,3,DF,Erich Obermayer,Austria Wien,Austria
1978,Argentina,Austria,4,DF,Gerhard Breitenberger,VÖEST Linz,Austria
1978,Argentina,Austria,5,DF,Bruno Pezzey,SSW Innsbruck,Austria
1978,Argentina,Austria,14,DF,Heinrich Strasser,Admira/Wacker,Austria
1978,Argentina,Austria,15,DF,Heribert Weber,Sturm Graz,Austria
1978,Argentina,Austria,16,DF,Peter Persidis,Rapid Wien,Austria
1978,Argentina,Austria,6,MF,Roland Hattenberger,VfB Stuttgart,West Germany
1978,Argentina,Austria,7,MF,Josef Hickersberger,Fortuna Düsseldorf,West Germany
1978,Argentina,Austria,8,MF,Herbert Prohaska,Austria Wien,Austria
1978,Argentina,Austria,11,MF,Kurt Jara,MSV Duisburg,West Germany
1978,Argentina,Austria,12,MF,Eduard Krieger,Club Brugge,Belgium
1978,Argentina,Austria,13,MF,Günther Happich,Wiener Sportclub,Austria
1978,Argentina,Austria,20,MF,Ernst Baumeister,Austria Wien,Austria
1978,Argentina,Austria,9,FW,Hans Krankl,Rapid Wien,Austria
1978,Argentina,Austria,10,FW,Wilhelm Kreuz,Feyenoord,Netherlands
1978,Argentina,Austria,17,FW,Franz Oberacher,SSW Innsbruck,Austria
1978,Argentina,Austria,18,FW,Walter Schachner,DSV Alpine Donawitz,Austria
1978,Argentina,Austria,19,FW,Hans Pirkner,Austria Wien,Austria
1978,Argentina,Brazil,1,GK,Leão,Palmeiras,Brazil
1978,Argentina,Brazil,12,GK,Carlos,Ponte Preta,Brazil
1978,Argentina,Brazil,22,GK,Valdir Peres,São Paulo,Brazil
1978,Argentina,Brazil,2,DF,Toninho,Flamengo,Brazil
1978,Argentina,Brazil,3,DF,Oscar,Ponte Preta,Brazil
1978,Argentina,Brazil,4,DF,Amaral,Corinthians,Brazil
1978,Argentina,Brazil,6,DF,Edinho,Fluminense,Brazil
1978,Argentina,Brazil,13,DF,Nelinho,Cruzeiro,Brazil
1978,Argentina,Brazil,14,DF,Abel,Vasco da Gama,Brazil
1978,Argentina,Brazil,15,DF,Polozzi,Ponte Preta,Brazil
1978,Argentina,Brazil,16,DF,Rodrigues Neto,Botafogo,Brazil
1978,Argentina,Brazil,5,MF,Toninho Cerezo,Atlético Mineiro,Brazil
1978,Argentina,Brazil,8,MF,Zico,Flamengo,Brazil
1978,Argentina,Brazil,11,MF,Dirceu,Vasco da Gama,Brazil
1978,Argentina,Brazil,17,MF,Batista,Internacional,Brazil
1978,Argentina,Brazil,21,MF,Chicão,São Paulo,Brazil
1978,Argentina,Brazil,7,FW,Zé Sérgio,São Paulo,Brazil
1978,Argentina,Brazil,9,FW,Reinaldo,Atlético Mineiro,Brazil
1978,Argentina,Brazil,10,FW,Rivelino,Fluminense,Brazil
1978,Argentina,Brazil,18,FW,Gil,Botafogo,Brazil
1978,Argentina,Brazil,19,FW,Jorge Mendonça,Palmeiras,Brazil
1978,Argentina,Brazil,20,FW,Roberto Dinamite,Vasco da Gama,Brazil
1978,Argentina,Spain,1,GK,Luis Arconada,Real Sociedad,Spain
1978,Argentina,Spain,13,GK,Miguel Ángel,Real Madrid,Spain
1978,Argentina,Spain,22,GK,Urruti,RCD Español,Spain
1978,Argentina,Spain,2,DF,Antonio de la Cruz,FC Barcelona,Spain
1978,Argentina,Spain,5,DF,Migueli,FC Barcelona,Spain
1978,Argentina,Spain,6,DF,Antonio Biosca,Real Betis,Spain
1978,Argentina,Spain,16,DF,Antonio Olmo,FC Barcelona,Spain
1978,Argentina,Spain,17,DF,Marcelino,Atlético Madrid,Spain
1978,Argentina,Spain,18,DF,Pirri,Real Madrid,Spain
1978,Argentina,Spain,3,MF,Francisco Javier Uría,Sporting de Gijón,Spain
1978,Argentina,Spain,4,MF,Juan Manuel Asensi,FC Barcelona,Spain
1978,Argentina,Spain,11,MF,Julio Cardeñosa,Real Betis,Spain
1978,Argentina,Spain,12,MF,Antonio Guzmán,Rayo Vallecano,Spain
1978,Argentina,Spain,14,MF,Eugenio Leal,Atlético Madrid,Spain
1978,Argentina,Spain,21,MF,Isidoro San José,Real Madrid,Spain
1978,Argentina,Spain,7,FW,Dani,Athletic Bilbao,Spain
1978,Argentina,Spain,8,FW,Juanito,Real Madrid,Spain
1978,Argentina,Spain,9,FW,Quini,Sporting de Gijón,Spain
1978,Argentina,Spain,10,FW,Santillana,Real Madrid,Spain
1978,Argentina,Spain,15,FW,Marañón,RCD Español,Spain
1978,Argentina,Spain,19,FW,Carles Rexach,FC Barcelona,Spain
1978,Argentina,Spain,20,FW,Rubén Cano,Atlético Madrid,Spain
1978,Argentina,France,1,GK,Dominique Baratelli,Nice,France
1978,Argentina,France,21,GK,Jean-Paul Bertrand-Demanes,Nantes,France
1978,Argentina,France,22,GK,Dominique Dropsy,Strasbourg,France
1978,Argentina,France,2,DF,Patrick Battiston,Metz,France
1978,Argentina,France,3,DF,Maxime Bossis,Nantes,France
1978,Argentina,France,4,DF,Gérard Janvion,Saint-Étienne,France
1978,Argentina,France,5,DF,François Bracci,Marseille,France
1978,Argentina,France,6,DF,Christian Lopez,Saint-Étienne,France
1978,Argentina,France,7,DF,Patrice Rio,Nantes,France
1978,Argentina,France,8,DF,Marius Trésor,Marseille,France
1978,Argentina,France,9,MF,Dominique Bathenay,Saint-Étienne,France
1978,Argentina,France,10,MF,Jean-Marc Guillou,Nice,France
1978,Argentina,France,11,MF,Henri Michel,Nantes,France
1978,Argentina,France,12,MF,Claude Papi,Bastia,France
1978,Argentina,France,13,MF,Jean Petit,AS Monaco,France
1978,Argentina,France,15,MF,Michel Platini,Nancy,France
1978,Argentina,France,18,MF,Dominique Rocheteau,Saint-Étienne,France
1978,Argentina,France,19,MF,Didier Six,Lens,France
1978,Argentina,France,14,FW,Marc Berdoll,Marseille,France
1978,Argentina,France,16,FW,Christian Dalger,AS Monaco,France
1978,Argentina,France,17,FW,Bernard Lacombe,Lyon,France
1978,Argentina,France,20,FW,Olivier Rouyer,Nancy,France
1978,Argentina,West Germany,1,GK,Sepp Maier,Bayern Munich,West Germany
1978,Argentina,West Germany,21,GK,Rudolf Kargus,Hamburger SV,West Germany
1978,Argentina,West Germany,22,GK,Dieter Burdenski,Werder Bremen,West Germany
1978,Argentina,West Germany,2,DF,Berti Vogts,Borussia Mönchengladbach,West Germany
1978,Argentina,West Germany,3,DF,Bernard Dietz,MSV Duisburg,West Germany
1978,Argentina,West Germany,5,DF,Manfred Kaltz,Hamburger SV,West Germany
1978,Argentina,West Germany,12,DF,Hans-Georg Schwarzenbeck,Bayern Munich,West Germany
1978,Argentina,West Germany,13,DF,Harald Konopka,FC Köln,West Germany
1978,Argentina,West Germany,4,MF,Rolf Rüssmann,Schalke 04,West Germany
1978,Argentina,West Germany,6,MF,Rainer Bonhof,Borussia Mönchengladbach,West Germany
1978,Argentina,West Germany,10,MF,Heinz Flohe,FC Köln,West Germany
1978,Argentina,West Germany,15,MF,Erich Beer,Hertha Berlin,West Germany
1978,Argentina,West Germany,16,MF,Bernhard Cullmann,FC Köln,West Germany
1978,Argentina,West Germany,18,MF,Gerd Zewe,Fortuna Düsseldorf,West Germany
1978,Argentina,West Germany,20,MF,Hansi Müller,VfB Stuttgart,West Germany
1978,Argentina,West Germany,7,FW,Rüdiger Abramczik,Schalke 04,West Germany
1978,Argentina,West Germany,8,FW,Herbert Zimmermann,FC Köln,West Germany
1978,Argentina,West Germany,9,FW,Klaus Fischer,Schalke 04,West Germany
1978,Argentina,West Germany,11,FW,Karl-Heinz Rummenigge,Bayern Munich,West Germany
1978,Argentina,West Germany,14,FW,Dieter Müller,FC Köln,West Germany
1978,Argentina,West Germany,17,FW,Bernd Hölzenbein,Eintracht Frankfurt,West Germany
1978,Argentina,West Germany,19,FW,Ronald Worm,MSV Duisburg,West Germany
1978,Argentina,Hungary,1,GK,Sándor Gujdár,Budapest Honvéd FC,Hungary
1978,Argentina,Hungary,21,GK,Ferenc Mészáros,Vasas SC,Hungary
1978,Argentina,Hungary,22,GK,László Kovács,Videoton FCF,Hungary
1978,Argentina,Hungary,2,DF,Péter Török,Vasas SC,Hungary
1978,Argentina,Hungary,3,DF,István Kocsis,Budapest Honvéd FC,Hungary
1978,Argentina,Hungary,6,DF,Zoltán Kereki,Haladás VSE,Hungary
1978,Argentina,Hungary,12,DF,Győző Martos,Ferencvárosi TC,Hungary
1978,Argentina,Hungary,14,DF,László Bálint,Ferencvárosi TC,Hungary
1978,Argentina,Hungary,15,DF,Tibor Rab,Ferencvárosi TC,Hungary
1978,Argentina,Hungary,4,MF,József Tóth,Újpesti Dózsa FC,Hungary
1978,Argentina,Hungary,5,MF,Sándor Zombori,Vasas SC,Hungary
1978,Argentina,Hungary,10,MF,Sándor Pintér,Budapest Honvéd FC,Hungary
1978,Argentina,Hungary,13,MF,Károly Csapó,Tatabányai BSK,Hungary
1978,Argentina,Hungary,16,MF,István Halász,Tatabányai BSK,Hungary
1978,Argentina,Hungary,18,MF,László Nagy,Újpesti Dózsa FC,Hungary
1978,Argentina,Hungary,20,MF,Ferenc Fülöp,MTK FC,Hungary
1978,Argentina,Hungary,7,FW,László Fazekas,Újpesti Dózsa FC,Hungary
1978,Argentina,Hungary,8,FW,Tibor Nyilasi,Ferencvárosi TC,Hungary
1978,Argentina,Hungary,9,FW,András Törőcsik,Újpesti Dózsa FC,Hungary
1978,Argentina,Hungary,11,FW,Béla Várady,Vasas SC,Hungary
1978,Argentina,Hungary,17,FW,László Pusztai,Ferencvárosi TC,Hungary
1978,Argentina,Hungary,19,FW,András Tóth,Újpesti Dózsa FC,Hungary
1978,Argentina,Iran,1,GK,Nasser Hejazi,Shahbaz,Iran
1978,Argentina,Iran,12,GK,Bahram Mavaddat,Sepahan,Iran
1978,Argentina,Iran,22,GK,Rasoul Korbekandi,Zob Ahan,Iran
1978,Argentina,Iran,5,DF,Javad Allahverdi,Persepolis,Iran
1978,Argentina,Iran,11,DF,Ali Reza Ghesghayan,Bargh Shiraz,Iran
1978,Argentina,Iran,14,DF,Hassan Nazari,Taj,Iran
1978,Argentina,Iran,15,DF,Andranik Eskandarian,Taj,Iran
1978,Argentina,Iran,20,DF,Nasrollah Abdollahi,Shahbaz,Iran
1978,Argentina,Iran,21,DF,Hossein Kazerani,Pas,Iran
1978,Argentina,Iran,2,MF,Iraj Danaeifard,Taj,Iran
1978,Argentina,Iran,6,MF,Hassan Nayebagha,Homa,Iran
1978,Argentina,Iran,7,MF,Ali Parvin,Persepolis,Iran
1978,Argentina,Iran,8,MF,Ebrahim Ghasempour,Shahbaz,Iran
1978,Argentina,Iran,9,MF,Mohammad Sadeghi,Pas,Iran
1978,Argentina,Iran,19,MF,Ali Shojaei,Sepahan,Iran
1978,Argentina,Iran,3,FW,Behtash Fariba,Pas,Iran
1978,Argentina,Iran,4,FW,Majid Bishkar,Shahbaz,Iran
1978,Argentina,Iran,10,FW,Hassan Roshan,Taj,Iran
1978,Argentina,Iran,13,FW,Hamid Majd Teymouri,Shahbaz,Iran
1978,Argentina,Iran,16,FW,Nasser Nouraei,Homa,Iran
1978,Argentina,Iran,17,FW,Ghafour Jahani,Malavan,Iran
1978,Argentina,Iran,18,FW,Hossein Faraki,Pas,Iran
1978,Argentina,Italy,1,GK,Dino Zoff,Juventus,Italy
1978,Argentina,Italy,12,GK,Paolo Conti,Roma,Italy
1978,Argentina,Italy,22,GK,Ivano Bordon,Internazionale,Italy
1978,Argentina,Italy,2,DF,Mauro Bellugi,Bologna,Italy
1978,Argentina,Italy,3,DF,Antonio Cabrini,Juventus,Italy
1978,Argentina,Italy,4,DF,Antonello Cuccureddu,Juventus,Italy
1978,Argentina,Italy,5,DF,Claudio Gentile,Juventus,Italy
1978,Argentina,Italy,6,DF,Aldo Maldera,Milan,Italy
1978,Argentina,Italy,7,DF,Lionello Manfredonia,Lazio,Italy
1978,Argentina,Italy,8,DF,Gaetano Scirea,Juventus,Italy
1978,Argentina,Italy,9,MF,Giancarlo Antognoni,Fiorentina,Italy
1978,Argentina,Italy,10,MF,Romeo Benetti,Juventus,Italy
1978,Argentina,Italy,11,MF,Eraldo Pecci,Torino,Italy
1978,Argentina,Italy,13,MF,Patrizio Sala,Torino,Italy
1978,Argentina,Italy,14,MF,Marco Tardelli,Juventus,Italy
1978,Argentina,Italy,15,MF,Renato Zaccarelli,Torino,Italy
1978,Argentina,Italy,16,MF,Franco Causio,Juventus,Italy
1978,Argentina,Italy,17,MF,Claudio Sala,Torino,Italy
1978,Argentina,Italy,18,FW,Roberto Bettega,Juventus,Italy
1978,Argentina,Italy,19,FW,Francesco Graziani,Torino,Italy
1978,Argentina,Italy,20,FW,Paolo Pulici,Torino,Italy
1978,Argentina,Italy,21,FW,Paolo Rossi,Vicenza,Italy
1978,Argentina,Mexico,1,GK,José Pilar Reyes,UANL Tigres,Peru
1978,Argentina,Mexico,22,GK,Pedro Soto,Club América,Mexico
1978,Argentina,Mexico,2,DF,Manuel Nájera,Leones Negros,Mexico
1978,Argentina,Mexico,3,DF,Alfredo Tena,Club América,Mexico
1978,Argentina,Mexico,4,DF,Eduardo Ramos,CD Guadalajara,Mexico
1978,Argentina,Mexico,5,DF,Arturo Vázquez Ayala,Club UNAM,Peru
1978,Argentina,Mexico,12,DF,Jesús Martínez,Club América,Mexico
1978,Argentina,Mexico,13,DF,Rigoberto Cisneros,CD Toluca,Mexico
1978,Argentina,Mexico,14,DF,Carlos Gómez,CSD León,Mexico
1978,Argentina,Mexico,15,DF,Ignacio Flores Ocaranza,Cruz Azul,Mexico
1978,Argentina,Mexico,6,MF,Guillermo Mendizábal,Cruz Azul,Mexico
1978,Argentina,Mexico,7,MF,Antonio de la Torre,Club América,Mexico
1978,Argentina,Mexico,10,MF,Cristóbal Ortega,Club América,Mexico
1978,Argentina,Mexico,16,MF,Javier Cárdenas,CD Toluca,Mexico
1978,Argentina,Mexico,17,MF,Leonardo Cuéllar,Club UNAM,Peru
1978,Argentina,Mexico,18,MF,Gerardo Lugo,Atlante F.C.,Mexico
1978,Argentina,Mexico,8,FW,Enrique López Zarza,Club UNAM,Peru
1978,Argentina,Mexico,9,FW,Víctor Rangel,CD Guadalajara,Mexico
1978,Argentina,Mexico,11,FW,Hugo Sánchez,Club UNAM,Peru
1978,Argentina,Mexico,19,FW,Hugo René Rodríguez,Santos Laguna,Mexico
1978,Argentina,Mexico,20,FW,Mario Medina,CD Toluca,Mexico
1978,Argentina,Mexico,21,FW,Raúl Isiordia,Atlético Español,Mexico
1978,Argentina,Netherlands,1,GK,Piet Schrijvers,Ajax,Netherlands
1978,Argentina,Netherlands,8,GK,Jan Jongbloed,Roda JC,Nigeria
1978,Argentina,Netherlands,19,GK,Pim Doesburg,Sparta Rotterdam,Netherlands
1978,Argentina,Netherlands,2,DF,Jan Poortvliet,PSV Eindhoven,Netherlands
1978,Argentina,Netherlands,4,DF,Adrie van Kraay,PSV Eindhoven,Netherlands
1978,Argentina,Netherlands,5,DF,Ruud Krol,Ajax,Netherlands
1978,Argentina,Netherlands,7,DF,Piet Wildschut,Twente,Netherlands
1978,Argentina,Netherlands,15,DF,Hugo Hovenkamp,AZ,Netherlands
1978,Argentina,Netherlands,17,DF,Wim Rijsbergen,Feyenoord,Netherlands
1978,Argentina,Netherlands,20,DF,Wim Suurbier,Schalke 04,West Germany
1978,Argentina,Netherlands,22,DF,Ernie Brandts,PSV Eindhoven,Netherlands
1978,Argentina,Netherlands,3,MF,Dick Schoenaker,Ajax,Netherlands
1978,Argentina,Netherlands,6,MF,Wim Jansen,Feyenoord,Netherlands
1978,Argentina,Netherlands,9,MF,Arie Haan,Anderlecht,Belgium
1978,Argentina,Netherlands,10,MF,René van de Kerkhof,PSV Eindhoven,Netherlands
1978,Argentina,Netherlands,11,MF,Willy van de Kerkhof,PSV Eindhoven,Netherlands
1978,Argentina,Netherlands,13,MF,Johan Neeskens,Barcelona,Spain
1978,Argentina,Netherlands,14,MF,Johan Boskamp,Molenbeek,Nigeria
1978,Argentina,Netherlands,12,FW,Rob Rensenbrink,Anderlecht,Belgium
1978,Argentina,Netherlands,16,FW,Johnny Rep,SEC Bastia,Netherlands
1978,Argentina,Netherlands,18,FW,Dick Nanninga,Roda JC,Nigeria
1978,Argentina,Netherlands,21,FW,Harry Lubse,PSV Eindhoven,Netherlands
1978,Argentina,Peru,1,GK,Ottorino Sartor,Colegio Nacional de Iquitos,Peru
1978,Argentina,Peru,13,GK,Juan Cáceres,Alianza Lima,Peru
1978,Argentina,Peru,21,GK,Ramón Quiroga,Sporting Cristal,Peru
1978,Argentina,Peru,2,DF,Jaime Duarte,Alianza Lima,Peru
1978,Argentina,Peru,3,DF,Rodolfo Manzo,Deportivo Municipal,Peru
1978,Argentina,Peru,4,DF,Héctor Chumpitaz,Sporting Cristal,Peru
1978,Argentina,Peru,5,DF,Rubén Toribio Díaz,Sporting Cristal,Peru
1978,Argentina,Peru,14,DF,José Navarro,Sporting Cristal,Peru
1978,Argentina,Peru,22,DF,Roberto Rojas,Alianza Lima,Peru
1978,Argentina,Peru,6,MF,José Velásquez,Alianza Lima,Peru
1978,Argentina,Peru,8,MF,César Cueto,Alianza Lima,Peru
1978,Argentina,Peru,9,MF,Percy Rojas,Sporting Cristal,Peru
1978,Argentina,Peru,10,MF,Teófilo Cubillas,Alianza Lima,Peru
1978,Argentina,Peru,15,MF,Germán Leguía,Deportivo Municipal,Peru
1978,Argentina,Peru,16,MF,Raúl Gorriti,Sporting Cristal,Peru
1978,Argentina,Peru,17,MF,Alfredo Quesada,Sporting Cristal,Peru
1978,Argentina,Peru,18,MF,Ernesto Labarthe,Sport Boys,Peru
1978,Argentina,Peru,7,FW,Juan Muñante,Club UNAM,Peru
1978,Argentina,Peru,11,FW,Juan Carlos Oblitas,Sporting Cristal,Peru
1978,Argentina,Peru,12,FW,Roberto Mosquera,Sporting Cristal,Peru
1978,Argentina,Peru,19,FW,Guillermo La Rosa,Alianza Lima,Peru
1978,Argentina,Peru,20,FW,Hugo Sotil,Alianza Lima,Peru
1978,Argentina,Poland,1,GK,Jan Tomaszewski,ŁKS Łódź,Poland
1978,Argentina,Poland,21,GK,Zygmunt Kukla,Stal Mielec,Poland
1978,Argentina,Poland,22,GK,Zdzisław Kostrzewa,Zagłębie Sosnowiec,Poland
1978,Argentina,Poland,3,DF,Henryk Maculewicz,Wisła Kraków,Poland
1978,Argentina,Poland,4,DF,Antoni Szymanowski,Wisła Kraków,Poland
1978,Argentina,Poland,6,DF,Jerzy Gorgoń,Górnik Zabrze,Poland
1978,Argentina,Poland,9,DF,Władysław Żmuda,Śląsk Wrocław,Poland
1978,Argentina,Poland,10,DF,Wojciech Rudy,Zagłębie Sosnowiec,Poland
1978,Argentina,Poland,13,DF,Janusz Kupcewicz,Arka Gdynia,Poland
1978,Argentina,Poland,14,DF,Mirosław Justek,Lech Poznań,Poland
1978,Argentina,Poland,20,DF,Roman Wójcicki,Odra Opole,Poland
1978,Argentina,Poland,5,MF,Adam Nawałka,Wisła Kraków,Poland
1978,Argentina,Poland,8,MF,Henryk Kasperczak,Stal Mielec,Poland
1978,Argentina,Poland,11,MF,Bohdan Masztaler,ŁKS Łódź,Poland
1978,Argentina,Poland,12,MF,Kazimierz Deyna,Legia Warszawa,Poland
1978,Argentina,Poland,15,MF,Marek Kusto,Legia Warszawa,Poland
1978,Argentina,Poland,18,MF,Zbigniew Boniek,Widzew Łódź,Poland
1978,Argentina,Poland,2,FW,Włodzimierz Mazur,Zagłębie Sosnowiec,Poland
1978,Argentina,Poland,7,FW,Andrzej Iwan,Wisła Kraków,Poland
1978,Argentina,Poland,16,FW,Grzegorz Lato,Stal Mielec,Poland
1978,Argentina,Poland,17,FW,Andrzej Szarmach,Stal Mielec,Poland
1978,Argentina,Poland,19,FW,Włodzimierz Lubański,KSC Lokeren,Belgium
1978,Argentina,Scotland,1,GK,Alan Rough,Partick Thistle,Scotland
1978,Argentina,Scotland,12,GK,Jim Blyth,Coventry City,England
1978,Argentina,Scotland,20,GK,Bobby Clark,Aberdeen,Scotland
1978,Argentina,Scotland,2,DF,Sandy Jardine,Rangers,Scotland
1978,Argentina,Scotland,3,DF,Willie Donachie,Manchester City,England
1978,Argentina,Scotland,4,DF,Martin Buchan,Manchester United,England
1978,Argentina,Scotland,5,DF,Gordon McQueen,Manchester United,England
1978,Argentina,Scotland,13,DF,Stuart Kennedy,Aberdeen,Scotland
1978,Argentina,Scotland,14,DF,Tom Forsyth,Rangers,Scotland
1978,Argentina,Scotland,22,DF,Kenny Burns,Nottingham Forest,England
1978,Argentina,Scotland,6,MF,Bruce Rioch,Derby County,England
1978,Argentina,Scotland,7,MF,Don Masson,Derby County,England
1978,Argentina,Scotland,10,MF,Asa Hartford,Manchester City,England
1978,Argentina,Scotland,11,MF,Willie Johnston,West Bromwich,Scotland
1978,Argentina,Scotland,15,MF,Archie Gemmill,Nottingham Forest,England
