#Year, Host_Country, Country, Jersey_Number, Position, Name, Club_Name, Club_Country
1954,Switzerland,Austria,1,GK,Kurt Schmied,First Vienna FC,Austria
1954,Switzerland,Austria,15,GK,Franz Pelikan,Wacker Wien,Austria
1954,Switzerland,Austria,16,GK,Walter Zeman,Rapid Wien,Austria
1954,Switzerland,Austria,2,DF,Gerhard Hanappi,Rapid Wien,Austria
1954,Switzerland,Austria,4,DF,Leopold Barschandt,Wiener Sportclub,Austria
1954,Switzerland,Austria,5,DF,Ernst Ocwirk,Austria Wien,Austria
1954,Switzerland,Austria,20,DF,Paul Halla,Rapid Wien,Austria
1954,Switzerland,Austria,3,MF,Ernst Happel,Rapid Wien,Austria
1954,Switzerland,Austria,6,MF,Karl Koller,First Vienna FC,Austria
1954,Switzerland,Austria,10,MF,Erich Probst,Rapid Wien,Austria
1954,Switzerland,Austria,12,MF,Karl Stotz,Austria Wien,Austria
1954,Switzerland,Austria,13,MF,Walter Kollmann,Wacker Wien,Austria
1954,Switzerland,Austria,14,MF,Karl Giesser,Rapid Wien,Austria
1954,Switzerland,Austria,17,MF,Alfred Teinitzer,Linzer ASK,Austria
1954,Switzerland,Austria,18,MF,Johann Riegler,Rapid Wien,Austria
1954,Switzerland,Austria,7,FW,Robert Körner,Rapid Wien,Austria
1954,Switzerland,Austria,8,FW,Walter Schleger,Austria Wien,Austria
1954,Switzerland,Austria,9,FW,Theodor Wagner,Wacker Wien,Austria
1954,Switzerland,Austria,11,FW,Alfred Körner,Rapid Wien,Austria
1954,Switzerland,Austria,19,FW,Robert Dienst,Rapid Wien,Austria
1954,Switzerland,Austria,21,FW,Ernst Stojaspal,Austria Wien,Austria
1954,Switzerland,Austria,22,FW,Walter Haummer,Wacker Wien,Austria
1954,Switzerland,Belgium,1,GK,Léopold Gernaey,A.S.V. Oostende K.M.,Belgium
1954,Switzerland,Belgium,12,GK,Charles Geerts,Royal Beerschot AC,Belgium
1954,Switzerland,Belgium,17,GK,Raymond Ausloos,White Star,Belgium
1954,Switzerland,Belgium,2,DF,Marcel Dries,Berchem Sport,Belgium
1954,Switzerland,Belgium,3,DF,Alfons Van Brandt,Lierse,Belgium
1954,Switzerland,Belgium,4,DF,Constant Huysmans,Royal Beerschot AC,Belgium
1954,Switzerland,Belgium,13,DF,Henri Dirickx,Union St. Gilloise,Belgium
1954,Switzerland,Belgium,18,DF,Jef Van Der Linden,Royal Antwerp FC,Belgium
1954,Switzerland,Belgium,5,MF,Louis Carré,Royal FC Liegeois,Belgium
1954,Switzerland,Belgium,6,MF,Victor Mees,Royal Antwerp FC,Belgium
1954,Switzerland,Belgium,7,MF,Jozef Vliers,Royal Beerschot AC,Belgium
1954,Switzerland,Belgium,14,MF,Robert Van Kerkhoven,Daring Club,Belgium
1954,Switzerland,Belgium,19,MF,Jo Backaert,Charleroi SC,Belgium
1954,Switzerland,Belgium,20,MF,Robert Maertens,Royal Antwerp FC,Belgium
1954,Switzerland,Belgium,21,MF,Jean Van Steen,RSC Anderlechtois,Belgium
1954,Switzerland,Belgium,8,FW,Denis Houf,Standard Liège,Belgium
1954,Switzerland,Belgium,9,FW,Henri Coppens,Royal Beerschot AC,Belgium
1954,Switzerland,Belgium,10,FW,Léopold Anoul,Royal FC Liegeois,Belgium
1954,Switzerland,Belgium,11,FW,Joseph Mermans,RSC Anderlechtois,Belgium
1954,Switzerland,Belgium,15,FW,Hippolyte Van Den Bosch,RSC Anderlechtois,Belgium
1954,Switzerland,Belgium,16,FW,Pieter Van Den Bosch,RSC Anderlechtois,Belgium
1954,Switzerland,Belgium,22,FW,Luc Van Hoyweghen,Daring Club,Belgium
1954,Switzerland,Brazil,1,GK,Castilho,Fluminense,Brazil
1954,Switzerland,Brazil,21,GK,Veludo,Fluminense,Brazil
1954,Switzerland,Brazil,22,GK,Cabeção,Corinthians,Brazil
1954,Switzerland,Brazil,2,DF,Djalma Santos,Portuguesa,Brazil
1954,Switzerland,Brazil,3,DF,Nílton Santos,Botafogo,Brazil
1954,Switzerland,Brazil,4,DF,Brandãozinho,Portuguesa,Brazil
1954,Switzerland,Brazil,12,DF,Paulinho,Vasco da Gama,Brazil
1954,Switzerland,Brazil,13,DF,Alfredo,São Paulo FC,Brazil
1954,Switzerland,Brazil,15,DF,Mauro,São Paulo FC,Brazil
1954,Switzerland,Brazil,5,MF,Pinheiro,Fluminense,Brazil
1954,Switzerland,Brazil,6,MF,Bauer,São Paulo FC,Brazil
1954,Switzerland,Brazil,8,MF,Didi,Fluminense,Brazil
1954,Switzerland,Brazil,14,MF,Ely,Vasco da Gama,Brazil
1954,Switzerland,Brazil,16,MF,Dequinha,Flamengo,Brazil
1954,Switzerland,Brazil,7,FW,Julinho,Portuguesa,Brazil
1954,Switzerland,Brazil,9,FW,Baltazar,Corinthians,Brazil
1954,Switzerland,Brazil,10,FW,Pinga,Vasco da Gama,Brazil
1954,Switzerland,Brazil,11,FW,Rodrigues,Palmeiras,Brazil
1954,Switzerland,Brazil,17,FW,Maurinho,São Paulo FC,Brazil
1954,Switzerland,Brazil,18,FW,Humberto,Palmeiras,Brazil
1954,Switzerland,Brazil,19,FW,Índio,Flamengo,Brazil
1954,Switzerland,Brazil,20,FW,Rubens,Flamengo,Brazil
1954,Switzerland,Switzerland,1,GK,Walter Eich,Young Boys Bern,Switzerland
1954,Switzerland,Switzerland,2,GK,Eugene Parlier,Servette FC,Switzerland
1954,Switzerland,Switzerland,3,GK,Georges Stuber,Lausanne Sports,Switzerland
1954,Switzerland,Switzerland,5,DF,Marcel Flückiger,Young Boys Bern,Switzerland
1954,Switzerland,Switzerland,6,DF,Roger Mathis,Lausanne Sports,Switzerland
1954,Switzerland,Switzerland,7,DF,André Neury,Servette FC,Switzerland
1954,Switzerland,Switzerland,10,DF,Oliver Eggimann,FC La Chaux-de-Fonds,Switzerland
1954,Switzerland,Switzerland,14,DF,Willy Kernen,FC La Chaux-de-Fonds,Switzerland
1954,Switzerland,Switzerland,4,MF,Roger Bocquet,Lausanne Sports,Switzerland
1954,Switzerland,Switzerland,8,MF,Heinz Bigler,Young Boys Bern,Switzerland
1954,Switzerland,Switzerland,9,MF,Charles Casali,Young Boys Bern,Switzerland
1954,Switzerland,Switzerland,12,MF,Gilbert Fesselet,FC La Chaux-de-Fonds,Switzerland
1954,Switzerland,Switzerland,13,MF,Ivo Frosio,Grasshopper Club Zürich,Switzerland
1954,Switzerland,Switzerland,11,FW,Norbert Eschmann,Lausanne Sports,Switzerland
1954,Switzerland,Switzerland,15,FW,Charles Antenen,FC La Chaux-de-Fonds,Switzerland
1954,Switzerland,Switzerland,16,FW,Robert Ballaman,Grasshopper Club Zürich,Switzerland
1954,Switzerland,Switzerland,17,FW,Jacques Fatton,Servette FC,Switzerland
1954,Switzerland,Switzerland,18,FW,Josef Hügi,FC Basel,Switzerland
1954,Switzerland,Switzerland,19,FW,Marcel Mauron,FC La Chaux-de-Fonds,Switzerland
1954,Switzerland,Switzerland,20,FW,Eugen Meier,Young Boys Bern,Switzerland
1954,Switzerland,Switzerland,21,FW,Ferdinando Riva,FC Chiasso,Switzerland
1954,Switzerland,Switzerland,22,FW,Roger Vonlanthen,Grasshopper Club Zürich,Switzerland
1954,Switzerland,England,1,GK,Gil Merrick,Birmingham City,England
1954,Switzerland,England,12,GK,Ted Burgin,Sheffield United,England
1954,Switzerland,England,2,DF,Ron Staniforth,Huddersfield Town,England
1954,Switzerland,England,3,DF,Roger Byrne,Manchester United,England
1954,Switzerland,England,4,DF,Billy Wright,Wolverhampton Wanderers,England
1954,Switzerland,England,13,DF,Ken Green,Birmingham City,England
1954,Switzerland,England,18,DF,Allenby Chilton,Manchester United,England
1954,Switzerland,England,5,MF,Syd Owen,Luton Town,England
1954,Switzerland,England,6,MF,Jimmy Dickinson,Portsmouth,England
1954,Switzerland,England,14,MF,Bill McGarry,Huddersfield Town,England
1954,Switzerland,England,16,MF,Albert Quixall,Sheffield Wednesday,England
1954,Switzerland,England,19,MF,Ken Armstrong,Chelsea,England
1954,Switzerland,England,20,MF,Bedford Jezzard,Fulham,England
1954,Switzerland,England,21,MF,Johnny Haynes,Fulham,England
1954,Switzerland,England,7,FW,Stanley Matthews,Blackpool,England
1954,Switzerland,England,8,FW,Ivor Broadis,Newcastle United,England
1954,Switzerland,England,9,FW,Nat Lofthouse,Bolton Wanderers,England
1954,Switzerland,England,10,FW,Tommy Taylor,Manchester United,England
1954,Switzerland,England,11,FW,Tom Finney,Preston North End,England
1954,Switzerland,England,15,FW,Dennis Wilshaw,Wolverhampton Wanderers,England
1954,Switzerland,England,17,FW,Jimmy Mullen,Wolverhampton Wanderers,England
1954,Switzerland,England,22,FW,Harry Hooper,West Ham United,England
1954,Switzerland,France,1,GK,François Remetter,FC Metz,France
1954,Switzerland,France,2,GK,César Ruminski,Lille OSC,France
1954,Switzerland,France,3,GK,Claude Abbes,AS Saint-Étienne,France
1954,Switzerland,France,4,DF,Lazare Gianessi,AS Monaco,France
1954,Switzerland,France,5,DF,Jacques Grimonpon,FC Girondins de Bordeaux,France
1954,Switzerland,France,6,DF,Raymond Kaelbel,RC Strasbourg,France
1954,Switzerland,France,7,DF,Roger Marche,Stade de Reims,France
1954,Switzerland,France,14,DF,Armand Penverne,Stade de Reims,France
1954,Switzerland,France,8,MF,Guillaume Bieganski,Lille OSC,France
1954,Switzerland,France,9,MF,Antoine Cuissard,OGC Nice,France
1954,Switzerland,France,10,MF,Robert Jonquet,Stade de Reims,France
1954,Switzerland,France,11,MF,Xercès Louis,RC Lens,France
1954,Switzerland,France,12,MF,Jean-Jacques Marcel,FC Sochaux,France
1954,Switzerland,France,15,MF,Abdelaziz Ben Tifour,AS Troyes,France
1954,Switzerland,France,19,MF,Michel Leblond,Stade de Reims,France
1954,Switzerland,France,13,FW,Abderrahmane Mahjoub,OGC Nice,France
1954,Switzerland,France,16,FW,René Dereuddre,Toulouse FC,France
1954,Switzerland,France,17,FW,Léon Glovacki,Stade de Reims,France
1954,Switzerland,France,18,FW,Raymond Kopa,Stade de Reims,France
1954,Switzerland,France,20,FW,Ernest Schultz,Olympique de Lyon,France
1954,Switzerland,France,21,FW,André Strappe,Lille OSC,France
1954,Switzerland,France,22,FW,Jean Vincent,Lille OSC,France
1954,Switzerland,West Germany,1,GK,Toni Turek,Fortuna Düsseldorf,West Germany
1954,Switzerland,West Germany,21,GK,Heinz Kubsch,FK Pirmasens,West Germany
1954,Switzerland,West Germany,22,GK,Heinz Kwiatkowski,Borussia Dortmund,West Germany
1954,Switzerland,West Germany,2,DF,Fritz Laband,Hamburger SV,West Germany
1954,Switzerland,West Germany,3,DF,Werner Kohlmeyer,1. FC Kaiserslautern,West Germany
1954,Switzerland,West Germany,4,DF,Hans Bauer,Bayern Munich,West Germany
1954,Switzerland,West Germany,5,DF,Herbert Erhardt,SpVgg Fürth,West Germany
1954,Switzerland,West Germany,7,DF,Josef Posipal,Hamburger SV,West Germany
1954,Switzerland,West Germany,10,DF,Werner Liebrich,1. FC Kaiserslautern,West Germany
1954,Switzerland,West Germany,6,MF,Horst Eckel,1. FC Kaiserslautern,West Germany
1954,Switzerland,West Germany,8,MF,Karl Mai,SpVgg Fürth,West Germany
1954,Switzerland,West Germany,9,MF,Paul Mebus,1. FC Köln,West Germany
1954,Switzerland,West Germany,11,MF,Karl-Heinz Metzner,KSV Hessen Kassel,West Germany
1954,Switzerland,West Germany,19,MF,Alfred Pfaff,Eintracht Frankfurt,West Germany
1954,Switzerland,West Germany,12,FW,Helmut Rahn,Rot-Weiss Essen,West Germany
1954,Switzerland,West Germany,13,FW,Max Morlock,1. FC Nuremberg,West Germany
1954,Switzerland,West Germany,14,FW,Bernhard Klodt,FC Schalke 04,West Germany
1954,Switzerland,West Germany,15,FW,Ottmar Walter,1. FC Kaiserslautern,West Germany
1954,Switzerland,West Germany,16,FW,Fritz Walter,1. FC Kaiserslautern,West Germany
1954,Switzerland,West Germany,17,FW,Richard Herrmann,FSV Frankfurt,West Germany
1954,Switzerland,West Germany,18,FW,Ulrich Biesinger,BC Augsburg,West Germany
1954,Switzerland,West Germany,20,FW,Hans Schäfer,1. FC Köln,West Germany
1954,Switzerland,Hungary,1,GK,Gyula Grosics,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,21,GK,Sándor Gellér,Budapesti Vörös Lobogó,Hungary
1954,Switzerland,Hungary,22,GK,Géza Gulyás,Budapesti Kinizsi,Hungary
1954,Switzerland,Hungary,2,DF,Jenő Buzánszky,Dorogi Bányász,Hungary
1954,Switzerland,Hungary,3,DF,Gyula Lóránt,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,4,DF,Mihály Lantos,Budapesti Vörös Lobogó,Hungary
1954,Switzerland,Hungary,12,DF,Béla Kárpáti,Győri Vasas SE,Hungary
1954,Switzerland,Hungary,13,DF,Pál Várhidi,Budapesti Dózsa,Hungary
1954,Switzerland,Hungary,5,MF,József Bozsik,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,14,MF,Imre Kovács,Budapesti Vörös Lobogó,Hungary
1954,Switzerland,Hungary,15,MF,Ferenc Szojka,Salgótarjáni BTC,Hungary
1954,Switzerland,Hungary,16,MF,László Budai,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,6,FW,József Zakariás,Budapesti Vörös Lobogó,Hungary
1954,Switzerland,Hungary,7,FW,József Tóth,Csepeli Vasas,Hungary
1954,Switzerland,Hungary,8,FW,Sándor Kocsis,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,9,FW,Nándor Hidegkuti,Budapesti Vörös Lobogó,Hungary
1954,Switzerland,Hungary,10,FW,Ferenc Puskás,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,11,FW,Zoltán Czibor,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,17,FW,Ferenc Machos,Budapesti Honvéd SE,Hungary
1954,Switzerland,Hungary,18,FW,Lajos Csordás,Budapesti Vasas SE,Hungary
1954,Switzerland,Hungary,19,FW,Péter Palotás,Budapesti Vörös Lobogó,Hungary
1954,Switzerland,Hungary,20,FW,Mihály Tóth,Budapesti Dózsa,Hungary
1954,Switzerland,Italy,1,GK,Giorgio Ghezzi,Internazionale,Italy
1954,Switzerland,Italy,12,GK,Giovanni Viola,Juventus,Italy
1954,Switzerland,Italy,22,GK,Leonardo Costagliola,Fiorentina,Italy
1954,Switzerland,Italy,2,DF,Guido Vincenzi,Internazionale,Italy
1954,Switzerland,Italy,3,DF,Giovanni Giacomazzi,Internazionale,Italy
1954,Switzerland,Italy,4,DF,Maino Neri,Internazionale,Italy
1954,Switzerland,Italy,13,DF,Ardico Magnini,Fiorentina,Italy
1954,Switzerland,Italy,14,DF,Sergio Cervato,Fiorentina,Italy
1954,Switzerland,Italy,15,DF,Giacomo Mari,Juventus,Italy
1954,Switzerland,Italy,5,MF,Omero Tognon,Milan,Italy
1954,Switzerland,Italy,6,MF,Fulvio Nesti,Internazionale,Italy
1954,Switzerland,Italy,16,MF,Rino Ferrario,Juventus,Italy
1954,Switzerland,Italy,18,MF,Gino Pivatelli,Bologna,Italy
1954,Switzerland,Italy,20,MF,Guido Gratton,Fiorentina,Italy
1954,Switzerland,Italy,7,FW,Ermes Muccinelli,Juventus,Italy
1954,Switzerland,Italy,8,FW,Egisto Pandolfini,Roma,Italy
1954,Switzerland,Italy,9,FW,Carlo Galli,Roma,Italy
1954,Switzerland,Italy,10,FW,Gino Cappello,Bologna,Italy
1954,Switzerland,Italy,11,FW,Benito Lorenzi,Internazionale,Italy
1954,Switzerland,Italy,17,FW,Armando Segato,Fiorentina,Italy
1954,Switzerland,Italy,19,FW,Giampiero Boniperti,Juventus,Italy
1954,Switzerland,Italy,21,FW,Amleto Frignani,Milan,Italy
1954,Switzerland,South Korea,1,GK,Hong Deok-Young,Joseon Textile FC,South Korea
1954,Switzerland,South Korea,12,GK,Ham Heung-Chul,Provost Marshal Office,United States
1954,Switzerland,South Korea,2,DF,Park Kyu-Chung,Quartermaster Corps,United States
1954,Switzerland,South Korea,3,DF,Park Jae-Seung,CIC,South Korea
1954,Switzerland,South Korea,6,DF,Min Byung-Dae,CIC,South Korea
1954,Switzerland,South Korea,13,DF,Lee Chong-Kap,CIC,South Korea
1954,Switzerland,South Korea,14,DF,Han Chang-Wha,CIC,South Korea
1954,Switzerland,South Korea,4,MF,Kang Chang-Gi,Joseon Textile FC,South Korea
1954,Switzerland,South Korea,5,MF,Lee Sang-Yi,Joseon Textile FC,South Korea
1954,Switzerland,South Korea,11,MF,Chung Nam-Sik,Intelligence Corps,South Korea
1954,Switzerland,South Korea,15,MF,Kim Ji-Sung,CIC,South Korea
1954,Switzerland,South Korea,16,MF,Chu Yung-Kwang,Naval Forces,South Korea
1954,Switzerland,South Korea,7,FW,Lee Soo-Nam,CIC,South Korea
1954,Switzerland,South Korea,8,FW,Choi Chung-Min,CIC,South Korea
1954,Switzerland,South Korea,9,FW,Woo Sang-Kwon,Provost Marshal Office,United States
1954,Switzerland,South Korea,10,FW,Sung Nak-Woon,Quartermaster Corps,United States
1954,Switzerland,South Korea,17,FW,Park Il-Kap,CIC,South Korea
1954,Switzerland,South Korea,18,FW,Choi Yung-Keun,Naval Forces,South Korea
1954,Switzerland,South Korea,19,FW,Li Ki-Joo,Joseon Textile FC,South Korea
1954,Switzerland,South Korea,20,FW,Chung Kook-Chin,Naval Forces,South Korea
1954,Switzerland,Mexico,1,GK,Antonio Carbajal,FC León,Mexico
1954,Switzerland,Mexico,12,GK,Salvador Mota,Atlante F.C.,Mexico
1954,Switzerland,Mexico,2,DF,Narciso López,CD Oro,Mexico
1954,Switzerland,Mexico,4,DF,Saturnino Martínez,Necaxa,Mexico
1954,Switzerland,Mexico,5,DF,Raúl Cárdenas,Puebla F.C.,Mexico
1954,Switzerland,Mexico,13,DF,Sergio Bravo,FC León,Mexico
1954,Switzerland,Mexico,3,MF,Jorge Romo,Club Deportivo Marte,Mexico
1954,Switzerland,Mexico,6,MF,Rafael Avalos,Atlante F.C.,Mexico
1954,Switzerland,Mexico,14,MF,Juan Gómez,Atlas,Mexico
1954,Switzerland,Mexico,16,MF,Pedro Nájera,Club América,Mexico
1954,Switzerland,Mexico,21,MF,Mario Ochoa,Club Deportivo Marte,Mexico
1954,Switzerland,Mexico,7,FW,Alfredo Torres,Atlas,Mexico
1954,Switzerland,Mexico,8,FW,José Naranjo,CD Oro,Mexico
1954,Switzerland,Mexico,9,FW,José Luis Lamadrid,Necaxa,Mexico
1954,Switzerland,Mexico,10,FW,Tomás Balcázar,CD Guadalajara,Mexico
1954,Switzerland,Mexico,11,FW,Raúl Arellano,CD Guadalajara,Mexico
1954,Switzerland,Mexico,15,FW,Carlos Blanco,Necaxa,Mexico
1954,Switzerland,Mexico,17,FW,Carlos Septién,CD Tampico,Mexico
1954,Switzerland,Mexico,18,FW,Carlos Carus,Club Toluca,Mexico
1954,Switzerland,Mexico,19,FW,Moises Jinich,Atlante F.C.,Mexico
1954,Switzerland,Mexico,20,FW,José Antonio Roca,CD Zacatepec,Mexico
1954,Switzerland,Mexico,22,FW,Ranulfo Cortés,CD Oro,Mexico
1954,Switzerland,Scotland,1,GK,Fred Martin,Aberdeen,Scotland
1954,Switzerland,Scotland,14,GK,John Anderson,Leicester City,England
1954,Switzerland,Scotland,2,DF,Willie Cunningham,Preston North End,England
1954,Switzerland,Scotland,3,DF,Jock Aird,Burnley,England
1954,Switzerland,Scotland,4,DF,Bobby Evans,Celtic,Scotland
1954,Switzerland,Scotland,5,DF,Tommy Docherty,Preston North End,England
1954,Switzerland,Scotland,18,DF,Alex Wilson,Portsmouth,England
1954,Switzerland,Scotland,6,MF,Jimmy Davidson,Partick Thistle,Scotland
1954,Switzerland,Scotland,7,MF,Doug Cowie,Dundee,Scotland
1954,Switzerland,Scotland,17,MF,David Mathers,Partick Thistle,Scotland
1954,Switzerland,Scotland,8,FW,John Mackenzie,Partick Thistle,Scotland
1954,Switzerland,Scotland,9,FW,George Hamilton,Aberdeen,Scotland
1954,Switzerland,Scotland,10,FW,Allan Brown,Blackpool,England
1954,Switzerland,Scotland,11,FW,Neil Mochan,Celtic,Scotland
1954,Switzerland,Scotland,12,FW,Willie Fernie,Celtic,Scotland
1954,Switzerland,Scotland,13,FW,Willie Ormond,Hibernian,Scotland
1954,Switzerland,Scotland,15,FW,Bobby Johnstone,Hibernian,Scotland
1954,Switzerland,Scotland,16,FW,Jackie Henderson,Portsmouth,England
1954,Switzerland,Scotland,19,FW,Jimmy Binning,Queen of the South,Scotland
1954,Switzerland,Scotland,20,FW,Bobby Combe,Hibernian,Scotland
1954,Switzerland,Scotland,21,FW,Ernie Copland,Raith Rovers,Scotland
1954,Switzerland,Scotland,22,FW,Ian McMillan,Airdrieonians,Scotland
1954,Switzerland,Czechoslovakia,1,GK,Theodor Reimann,Slovan Bratislava,Slovakia
1954,Switzerland,Czechoslovakia,21,GK,Imrich Stacho,Tankista Praha,Czechoslovakia
1954,Switzerland,Czechoslovakia,22,GK,Viliam Schrojf,Křídla vlasti Olomouc,Czechoslovakia
1954,Switzerland,Czechoslovakia,2,DF,František Šafránek,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,4,DF,Ladislav Novák,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,5,DF,Jiří Trnka,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,12,DF,Anton Krásnohorský,Iskra Žilina,Czechoslovakia
1954,Switzerland,Czechoslovakia,3,MF,Svatopluk Pluskal,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,6,MF,Michal Benedikovič,Slovan Bratislava,Slovakia
1954,Switzerland,Czechoslovakia,13,MF,Jiří Hledík,Křídla vlasti Olomouc,Czechoslovakia
1954,Switzerland,Czechoslovakia,14,MF,Jan Hertl,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,16,MF,Zdeněk Procházka,Spartak Praha Sokolovo,Czechoslovakia
1954,Switzerland,Czechoslovakia,7,FW,Ladislav Hlaváček,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,8,FW,Otto Hemele,ÚDA Prague,Czechoslovakia
1954,Switzerland,Czechoslovakia,9,FW,Anton Malatinský,Baník Handlová,Czechoslovakia
1954,Switzerland,Czechoslovakia,10,FW,Emil Pažický,Slovan Bratislava,Slovakia
1954,Switzerland,Czechoslovakia,11,FW,Jiří Pešek,Spartak Praha Sokolovo,Czechoslovakia
1954,Switzerland,Czechoslovakia,15,FW,Ladislav Kačáni,CH Bratislava,Czechoslovakia
1954,Switzerland,Czechoslovakia,17,FW,Tadeáš Kraus,Křídla vlasti Olomouc,Czechoslovakia
1954,Switzerland,Czechoslovakia,18,FW,Josef Majer,Baník Kladno,Czechoslovakia
1954,Switzerland,Czechoslovakia,19,FW,Jaroslav Košnar,CH Bratislava,Czechoslovakia
1954,Switzerland,Czechoslovakia,20,FW,Kazimír Gajdoš,Tatran Prešov,Czechoslovakia
1954,Switzerland,Turkey,1,GK,Turgay Şeren,Galatasaray S.K.,Turkey
1954,Switzerland,Turkey,12,GK,Şükrü Ersoy,MKE Ankaragücü SK,Turkey
1954,Switzerland,Turkey,13,GK,Bülent Gurbuz,Besiktas,Turkey
1954,Switzerland,Turkey,2,DF,Rıdvan Bolatlı,MKE Ankaragücü SK,Turkey
1954,Switzerland,Turkey,3,DF,Basri Dirimlili,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,4,DF,Mustafa Ertan,MKE Ankaragücü SK,Turkey
1954,Switzerland,Turkey,14,DF,Ali Beratlıgil,Galatasaray S.K.,Turkey
1954,Switzerland,Turkey,16,DF,Nedim Günar,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,17,DF,Naci Erdem,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,18,DF,Kaçmaz Akgün,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,19,DF,Esinduy Ozcan,Beşiktaş J.K.,Turkey
1954,Switzerland,Turkey,5,MF,Çetin Zeybek,Kasımpaşa SK,Turkey
1954,Switzerland,Turkey,6,MF,Rober Eryol,Galatasaray S.K.,Turkey
1954,Switzerland,Turkey,15,MF,Gokcen Dinçer,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,7,FW,Erol Keskin,Adalet SK Istanbul,Turkey
1954,Switzerland,Turkey,8,FW,Suat Mamat,Galatasaray S.K.,Turkey
1954,Switzerland,Turkey,9,FW,Feridun Buğeker,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,10,FW,Burhan Sargun,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,11,FW,Lefter Küçükandonyadis,Fenerbahçe SK,Turkey
1954,Switzerland,Turkey,20,FW,Necmi Onarıcı,Adalet SK Istanbul,Turkey
1954,Switzerland,Turkey,21,FW,Kadri Aytaç,Galatasaray S.K.,Turkey
1954,Switzerland,Turkey,22,FW,Coşkun Taş,Beşiktaş J.K.,Turkey
1954,Switzerland,Uruguay,1,GK,Roque Máspoli,Peñarol,Uruguay
1954,Switzerland,Uruguay,12,GK,Julio Maceiras,Danubio,Uruguay
1954,Switzerland,Uruguay,2,DF,José Santamaría,Nacional URU,Uruguay
1954,Switzerland,Uruguay,3,DF,William Martínez,Rampla Juniors,Uruguay
1954,Switzerland,Uruguay,4,DF,Víctor Rodríguez Andrade,Peñarol,Uruguay
1954,Switzerland,Uruguay,13,DF,Mirto Davoine,Peñarol,Uruguay
1954,Switzerland,Uruguay,14,DF,Eusebio Tejera,Defensor,Uruguay
1954,Switzerland,Uruguay,5,MF,Obdulio Varela,Peñarol,Uruguay
1954,Switzerland,Uruguay,6,MF,Roberto Leopardi,Nacional URU,Uruguay
1954,Switzerland,Uruguay,15,MF,Urbano Rivera,Danubio,Uruguay
1954,Switzerland,Uruguay,16,MF,Néstor Carballo,Nacional URU,Uruguay
1954,Switzerland,Uruguay,17,MF,Luis Cruz,Nacional URU,Uruguay
1954,Switzerland,Uruguay,7,FW,Julio Abbadie,Peñarol,Uruguay
1954,Switzerland,Uruguay,8,FW,Juan Hohberg,Peñarol,Uruguay
1954,Switzerland,Uruguay,9,FW,Oscar Míguez,Peñarol,Uruguay
1954,Switzerland,Uruguay,10,FW,Juan Alberto Schiaffino,Peñarol,Uruguay
1954,Switzerland,Uruguay,11,FW,Carlos Borges,Peñarol,Uruguay
1954,Switzerland,Uruguay,18,FW,Rafael Souto,Nacional URU,Uruguay
1954,Switzerland,Uruguay,19,FW,Javier Ambrois,Nacional URU,Uruguay
1954,Switzerland,Uruguay,20,FW,Omar Méndez,Nacional URU,Uruguay
1954,Switzerland,Uruguay,21,FW,Julio Pérez,Nacional URU,Uruguay
1954,Switzerland,Uruguay,22,FW,Luis Castro,Defensor,Uruguay
1954,Switzerland,Yugoslavia,1,GK,Vladimir Beara,Hajduk Split,Yugoslavia
1954,Switzerland,Yugoslavia,12,GK,Branko Kralj,Dinamo Zagreb,Yugoslavia
1954,Switzerland,Yugoslavia,2,DF,Branko Stanković,Crvena Zvezda Belgrade,Yugoslavia
1954,Switzerland,Yugoslavia,3,DF,Tomislav Crnković,Dinamo Zagreb,Yugoslavia
1954,Switzerland,Yugoslavia,5,DF,Ivan Horvat,Dinamo Zagreb,Yugoslavia
1954,Switzerland,Yugoslavia,6,DF,Vujadin Boškov,Vojvodina Novi Sad,Yugoslavia
1954,Switzerland,Yugoslavia,13,DF,Miljan Zeković,Crvena Zvezda Belgrade,Yugoslavia
1954,Switzerland,Yugoslavia,16,DF,Sima Milovanov,Vojvodina Novi Sad,Yugoslavia
1954,Switzerland,Yugoslavia,17,DF,Bruno Belin,Partizan Belgrade,Yugoslavia
