#Year, Host_Country, Match_ID, Type, Date, Location, Team 1, Team 2, Score 1, Score 2
1962,Chile,81,Group 4,1962-05-31,Estadio El Teniente; Rancagua,Hungary,England,2,1
1962,Chile,82,Group 4,1962-06-02,Estadio El Teniente; Rancagua,England,Argentina,3,1
1962,Chile,83,Group 4,1962-06-03,Estadio El Teniente; Rancagua,Hungary,Bulgaria,6,1
1962,Chile,84,Group 4,1962-06-06,Estadio El Teniente; Rancagua,Hungary,Argentina,0,0
1962,Chile,85,Group 4,1962-06-07,Estadio El Teniente; Rancagua,England,Bulgaria,0,0
1962,Chile,86,Quarter-finals,1962-06-10,Estadio Carlos Dittborn; Arica,Chile,Soviet Union,2,1
1962,Chile,87,Quarter-finals,1962-06-10,Estadio Nacional; Santiago,Yugoslavia,West Germany,1,0
1962,Chile,88,Quarter-finals,1962-06-10,Estadio Sausalito; Viña del Mar,Brazil,England,3,1
1962,Chile,89,Quarter-finals,1962-06-10,Estadio El Teniente; Rancagua,Czechoslovakia,Hungary,1,0
1962,Chile,90,Semi-finals,1962-06-13,Estadio Nacional; Santiago,Brazil,Chile,4,2
1962,Chile,91,Semi-finals,1962-06-13,Estadio Sausalito; Viña del Mar,Czechoslovakia,Yugoslavia,3,1
1962,Chile,92,Match for third place,1962-06-16,Estadio Nacional; Santiago,Chile,Yugoslavia,1,0
1962,Chile,93,Final,1962-06-17,Estadio Nacional; Santiago,Brazil,Czechoslovakia,3,1
1966,England,94,Group 1,1966-07-11,Wembley Stadium; London,England,Uruguay,0,0
1966,England,95,Group 1,1966-07-13,Wembley Stadium; London,France,Mexico,1,1
1966,England,96,Group 1,1966-07-15,White City Stadium; London,Uruguay,France,2,1
1966,England,97,Group 1,1966-07-16,Wembley Stadium; London,England,Mexico,2,0
1966,England,98,Group 1,1966-07-19,Wembley Stadium; London,Mexico,Uruguay,0,0
1966,England,99,Group 1,1966-07-20,Wembley Stadium; London,England,France,2,0
1966,England,100,Group 2,1966-07-12,Hillsborough Stadium; Sheffield,West Germany,Switzerland,5,0
1966,England,101,Group 2,1966-07-13,Villa Park; Birmingham,Argentina,Spain,2,1
1966,England,102,Group 2,1966-07-15,Hillsborough Stadium; Sheffield,Spain,Switzerland,2,1
1966,England,103,Group 2,1966-07-16,Villa Park; Birmingham,Argentina,West Germany,0,0
1966,England,104,Group 2,1966-07-19,Hillsborough Stadium; Sheffield,Argentina,Switzerland,2,0
1966,England,105,Group 2,1966-07-20,Villa Park; Birmingham,West Germany,Spain,2,1
1966,England,106,Group 3,1966-07-12,Goodison Park; Liverpool,Brazil,Bulgaria,2,0
1966,England,107,Group 3,1966-07-13,Old Trafford; Manchester,Portugal,Hungary,3,1
1966,England,108,Group 3,1966-07-15,Goodison Park; Liverpool,Hungary,Brazil,3,1
1966,England,109,Group 3,1966-07-16,Old Trafford; Manchester,Portugal,Bulgaria,3,0
1966,England,110,Group 3,1966-07-19,Goodison Park; Liverpool,Portugal,Brazil,3,1
1966,England,111,Group 3,1966-07-20,Old Trafford; Manchester,Hungary,Bulgaria,3,1
1966,England,112,Group 4,1966-07-12,Ayresome Park; Middlesbrough,Soviet Union,North Korea,3,0
1966,England,113,Group 4,1966-07-13,Roker Park; Sunderland,Italy,Chile,2,0
1966,England,114,Group 4,1966-07-15,Ayresome Park; Middlesbrough,Chile,North Korea,1,1
1966,England,115,Group 4,1966-07-16,Roker Park; Sunderland,Soviet Union,Italy,1,0
1966,England,116,Group 4,1966-07-19,Ayresome Park; Middlesbrough,North Korea,Italy,1,0
1966,England,117,Group 4,1966-07-20,Roker Park; Sunderland,Soviet Union,Chile,2,1
1966,England,118,Quarter-finals,1966-07-23,Wembley Stadium; London,England,Argentina,1,0
1966,England,119,Quarter-finals,1966-07-23,Hillsborough Stadium; Sheffield,West Germany,Uruguay,4,0
1966,England,120,Quarter-finals,1966-07-23,Roker Park; Sunderland,Soviet Union,Hungary,2,1
1966,England,121,Quarter-finals,1966-07-23,Goodison Park; Liverpool,Portugal,North Korea,5,3
1966,England,122,Semi-finals,1966-07-25,Goodison Park; Liverpool,West Germany,Soviet Union,2,1
1966,England,123,Semi-finals,1966-07-26,Wembley Stadium; London,England,Portugal,2,1
1966,England,124,Match for third place,1966-07-28,Wembley Stadium; London,Portugal,Soviet Union,2,1
1966,England,125,Final,1966-07-30,Wembley Stadium; London,England,West Germany,4,2
1970,Mexico,126,Group 1,1970-05-31,Estadio Azteca; Mexico City,Mexico,Soviet Union,0,0
1970,Mexico,127,Group 1,1970-06-03,Estadio Azteca; Mexico City,Belgium,El Salvador,3,0
1970,Mexico,128,Group 1,1970-06-06,Estadio Azteca; Mexico City,Soviet Union,Belgium,4,1
1970,Mexico,129,Group 1,1970-06-07,Estadio Azteca; Mexico City,Mexico,El Salvador,4,0
1970,Mexico,130,Group 1,1970-06-10,Estadio Azteca; Mexico City,Soviet Union,El Salvador,2,0
1970,Mexico,131,Group 1,1970-06-11,Estadio Azteca; Mexico City,Mexico,Belgium,1,0
1970,Mexico,132,Group 2,1970-06-02,Estadio Cuauhtémoc; Puebla,Uruguay,Israel,2,0
1970,Mexico,133,Group 2,1970-06-03,Estadio Luis Dosal; Toluca,Italy,Sweden,1,0
1970,Mexico,134,Group 2,1970-06-06,Estadio Cuauhtémoc; Puebla,Uruguay,Italy,0,0
1970,Mexico,135,Group 2,1970-06-07,Estadio Luis Dosal; Toluca,Sweden,Israel,1,1
1970,Mexico,136,Group 2,1970-06-10,Estadio Cuauhtémoc; Puebla,Uruguay,Sweden,0,1
1970,Mexico,137,Group 2,1970-06-11,Estadio Luis Dosal; Toluca,Israel,Italy,0,0
1970,Mexico,138,Group 3,1970-06-02,Estadio Jalisco; Guadalajara,Romania,England,0,1
1970,Mexico,139,Group 3,1970-06-03,Estadio Jalisco; Guadalajara,Czechoslovakia,Brazil,1,4
1970,Mexico,140,Group 3,1970-06-06,Estadio Jalisco; Guadalajara,Romania,Czechoslovakia,2,1
1970,Mexico,141,Group 3,1970-06-07,Estadio Jalisco; Guadalajara,England,Brazil,0,1
1970,Mexico,142,Group 3,1970-06-10,Estadio Jalisco; Guadalajara,Romania,Brazil,2,3
1970,Mexico,143,Group 3,1970-06-11,Estadio Jalisco; Guadalajara,England,Czechoslovakia,1,0
1970,Mexico,144,Group 4,1970-06-02,Estadio Nou Camp; León,Peru,Bulgaria,3,2
1970,Mexico,145,Group 4,1970-06-03,Estadio Nou Camp; León,Morocco,West Germany,1,2
1970,Mexico,146,Group 4,1970-06-06,Estadio Nou Camp; León,Peru,Morocco,3,0
1970,Mexico,147,Group 4,1970-06-07,Estadio Nou Camp; León,Bulgaria,West Germany,2,5
1970,Mexico,148,Group 4,1970-06-10,Estadio Nou Camp; León,Peru,West Germany,1,3
1970,Mexico,149,Group 4,1970-06-11,Estadio Nou Camp; León,Bulgaria,Morocco,1,1
1970,Mexico,150,Quarter-finals,1970-06-14,Estadio Azteca; Mexico City,Soviet Union,Uruguay,0,1
1970,Mexico,151,Quarter-finals,1970-06-14,Estadio Luis Dosal; Toluca,Italy,Mexico,4,1
1970,Mexico,152,Quarter-finals,1970-06-14,Estadio Jalisco; Guadalajara,Brazil,Peru,4,2
1970,Mexico,153,Quarter-finals,1970-06-14,Estadio Nou Camp; León,West Germany,England,3,2
1970,Mexico,154,Semi-finals,1970-06-17,Estadio Jalisco; Guadalajara,Uruguay,Brazil,1,3
1970,Mexico,155,Semi-finals,1970-06-17,Estadio Azteca; Mexico City,Italy,West Germany,4,3
1970,Mexico,156,Match for third place,1970-06-20,Estadio Azteca; Mexico City,Uruguay,West Germany,0,1
1970,Mexico,157,Final,1970-06-21,Estadio Azteca; Mexico City,Brazil,Italy,4,1
1974,West Germany,158,Group 1,1974-06-14,Olympiastadion; West Berlin,West Germany,Chile,1,0
1974,West Germany,159,Group 1,1974-06-14,Volksparkstadion; Hamburg,East Germany,Australia,2,0
1974,West Germany,160,Group 1,1974-06-18,Olympiastadion; West Berlin,Chile,East Germany,1,1
1974,West Germany,161,Group 1,1974-06-18,Volksparkstadion; Hamburg,Australia,West Germany,0,3
1974,West Germany,162,Group 1,1974-06-22,Olympiastadion; West Berlin,Australia,Chile,0,0
1974,West Germany,163,Group 1,1974-06-22,Volksparkstadion; Hamburg,East Germany,West Germany,1,0
1974,West Germany,164,Group 2,1974-06-13,Waldstadion; Frankfurt,Brazil,Yugoslavia,0,0
1974,West Germany,165,Group 2,1974-06-14,Westfalenstadion; Dortmund,Zaire,Scotland,0,2
1974,West Germany,166,Group 2,1974-06-18,Parkstadion; Gelsenkirchen,Yugoslavia,Zaire,9,0
1974,West Germany,167,Group 2,1974-06-18,Waldstadion; Frankfurt,Scotland,Brazil,0,0
1974,West Germany,168,Group 2,1974-06-22,Waldstadion; Frankfurt,Scotland,Yugoslavia,1,1
1974,West Germany,169,Group 2,1974-06-22,Parkstadion; Gelsenkirchen,Zaire,Brazil,0,3
1974,West Germany,170,Group 3,1974-06-15,Niedersachsenstadion; Hanover,Uruguay,Netherlands,0,2
1974,West Germany,171,Group 3,1974-06-15,Rheinstadion; Düsseldorf,Sweden,Bulgaria,0,0
1974,West Germany,172,Group 3,1974-06-19,Westfalenstadion; Dortmund,Netherlands,Sweden,0,0
1974,West Germany,173,Group 3,1974-06-19,Niedersachsenstadion; Hanover,Uruguay,Bulgaria,1,1
1974,West Germany,174,Group 3,1974-06-23,Westfalenstadion; Dortmund,Netherlands,Bulgaria,4,1
1974,West Germany,175,Group 3,1974-06-23,Rheinstadion; Düsseldorf,Sweden,Uruguay,3,0
1974,West Germany,176,Group 4,1974-06-15,Olympiastadion; Munich,Italy,Haiti,3,1
1974,West Germany,177,Group 4,1974-06-15,Neckarstadion; Stuttgart,Poland,Argentina,3,2
1974,West Germany,178,Group 4,1974-06-19,Olympiastadion; Munich,Haiti,Poland,0,7
1974,West Germany,179,Group 4,1974-06-19,Neckarstadion; Stuttgart,Argentina,Italy,1,1
1974,West Germany,180,Group 4,1974-06-23,Olympiastadion; Munich,Argentina,Haiti,4,1
1974,West Germany,181,Group 4,1974-06-23,Neckarstadion; Stuttgart,Poland,Italy,2,1
1974,West Germany,182,Group I,1974-06-26,Niedersachsenstadion; Hanover,Brazil,East Germany,1,0
1974,West Germany,183,Group I,1974-06-26,Parkstadion; Gelsenkirchen,Netherlands,Argentina,4,0
1974,West Germany,184,Group I,1974-06-30,Parkstadion; Gelsenkirchen,East Germany,Netherlands,0,2
1974,West Germany,185,Group I,1974-06-30,Niedersachsenstadion; Hanover,Argentina,Brazil,1,2
1974,West Germany,186,Group I,1974-07-03,Parkstadion; Gelsenkirchen,Argentina,East Germany,1,1
1974,West Germany,187,Group I,1974-07-03,Westfalenstadion; Dortmund,Netherlands,Brazil,2,0
1974,West Germany,188,Group J,1974-06-26,Rheinstadion; Düsseldorf,Yugoslavia,West Germany,0,2
1974,West Germany,189,Group J,1974-06-26,Neckarstadion; Stuttgart,Sweden,Poland,0,1
1974,West Germany,190,Group J,1974-06-30,Rheinstadion; Düsseldorf,West Germany,Sweden,4,2
1974,West Germany,191,Group J,1974-06-30,Waldstadion; Frankfurt,Poland,Yugoslavia,2,1
1974,West Germany,192,Group J,1974-07-03,Waldstadion; Frankfurt,Poland,West Germany,0,1
