MovieID,OriginalLanguage,OriginalTitle,EnglishTitle,Budget,Revenue,Homepage,Runtime,ReleaseDate,Genres,CastID,ProductionCompanies,ProductionCountries,SpokenLanguages
225565,en-English,That Awkward Moment,That Awkward Moment,8000000,26049082,,94,2014-01-29,Comedy|Romance,,Treehouse Pictures,US-United States of America,en-English
158908,en-English,The Inevitable Defeat of Mister & Pete,The Inevitable Defeat of Mister & Pete,,,,108,2013-10-11,Drama,,State Street Pictures|iDeal Partners Film Fund|Unified Pictures|Floren Shieh Productions|Venture Forth|Archer Gray,US-United States of America,en-English
157336,en-English,Interstellar,Interstellar,165000000,675120017,http://www.interstellarmovie.net/,169,2014-11-05,Adventure|Drama|Science Fiction,,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,CA-Canada|US-United States of America|GB-United Kingdom,en-English
159937,en-English,An Amish Murder,An Amish Murder,,,http://www.mylifetime.com/movies/an-amish-murder,84,2013-01-06,TV Movie|Drama|Mystery|Thriller,,Lifetime,US-United States of America,en-English|pl-Polski
179146,fr-Français,Le Dernier des Injustes,The Last of the Unjust,,,,210,2013-05-20,Documentary,,Dor Film Produktionsgesellschaft GmbH|Le Pachte,AT-Austria|FR-France,fr-Français|de-Deutsch
160070,en-English,Apartment 1303 3D,Apartment 1303 3D,5000000,,,101,2012-12-06,Horror,,,US-United States of America|CA-Canada,en-English
254065,en-English,The Gabby Douglas Story,The Gabby Douglas Story,,,,90,2014-02-01,TV Movie|Drama,,Sony Pictures Television|Braun Entertainment Group,,en-English
191515,en-English,Everybody Street,Everybody Street,,,http://www.everybodystreet.com,83,2013-04-28,Documentary,,,,
32930,en-English,Bill Maher: '...But I'm Not Wrong',Bill Maher: '...But I'm Not Wrong',,,http://www.hbo.com/comedy/bill-maher-but-im-not-wrong/index.html,79,2010-02-18,Comedy,,Moffitt-Lee Productions|Bill Maher Productions,US-United States of America,en-English
192102,en-English,3 Days to Kill,3 Days to Kill,28000000,52597999,,113,2014-02-14,Action|Drama|Thriller|Crime,,Wonderland Sound and Vision|EuropaCorp|Relativity Media|3DTK|Feelgood Entertainment|Paradise/MGN,FR-France|US-United States of America,en-English
263937,en-English,Into the Middle of Nowhere,Into the Middle of Nowhere,,,,15,2010-06-01,,,,GB-United Kingdom,
111481,fr-Français,L'arbre et la forêt,Family tree,,,,97,2010-02-16,Drama|Comedy|Foreign,,Les Films du Lendemain|Centre National du Cinéma et de L'image Animée (CNC),FR-France,fr-Français
205724,en-English,Welcome to the Jungle,Welcome to the Jungle,3500000,,,95,2013-04-27,Comedy,,120dB Films|Pimienta|The Salt Company International|Private Island Trax|Stun Creative,GB-United Kingdom|US-United States of America|PR-Puerto Rico,en-English
225574,en-English,Non-Stop,Non-Stop,50000000,222809600,,106,2014-01-26,Action|Thriller|Mystery,,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE)|TF1|LOVEFiLM International,FR-France|GB-United Kingdom|US-United States of America,en-English|de-Deutsch
158914,en-English,The Look of Love,The Look of Love,,,,105,2013-04-26,Comedy|Drama,,Revolution Films|Film Four International|Lipsync Productions|Baby Cow Films,GB-United Kingdom,en-English
85444,es-Español,Arrugas,Wrinkles,2000000,,,89,2011-09-19,Animation|Drama|Comedy,,Cromosoma TV produccions|Elephant in the Black Box|Perro Verde Films,ES-Spain,en-English|gl-Galego|es-Español
159095,en-English,In Fear,In Fear,,,,85,2013-04-03,Thriller,,Big Talk Productions|Film4|Anton Capital Entertainment (ACE),GB-United Kingdom,en-English
117375,en-English,One Mile Away,One Mile Away,,,,90,2013-03-29,Documentary,,,GB-United Kingdom,
156284,en-English,Fire In The Blood,Fire In The Blood,,,http://www.fireintheblood.com/,84,2013-09-06,Documentary,,,,en-English|hi-हिन्दी|xh-isiXhosa
254464,en-English,Yeon-ae-no-ri,Love Games,,,,15,2013-02-10,Animation,,,,
199818,en-English,Mystery Road,Mystery Road,,,,121,2013-06-05,Thriller|Crime|Mystery,,Screen Australia|Mystery Road Films,AU-Australia,en-English
158907,en-English,Breathe In,Breathe In,,15000,https://www.facebook.com/BreatheInMovie,98,2013-01-18,Drama,,Indian Paintbrush|Super Crispy Entertainment,US-United States of America,en-English
198375,ja-日本語,言の葉の庭,The Garden of Words,,,,46,2013-05-31,Animation|Drama|Romance,,CoMix Wave Films,JP-Japan,ja-日本語
159152,en-English,Pandora's Promise,Pandora's Promise,,,http://robertstoneproductions.com/pandoras-promise/,89,2013-06-12,Documentary,,,,en-English
52817,en-English,Bitter Feast,Bitter Feast,,,http://www.bitterfeastthefilm.com/,105,2010-07-08,Horror|Thriller,,Glass Eye Pix,US-United States of America,en-English
53182,en-English,300: Rise of an Empire,300: Rise of an Empire,110000000,337580051,http://www.300themovie.com/,102,2014-03-05,Action|War,,Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.|Nimar Studios|Cruel and Unusual Films,US-United States of America,en-English
87587,en-English,The Pill,The Pill,,,,83,2011-12-16,Comedy|Drama|Romance,,,,en-English
202141,en-English,Particle Fever,Particle Fever,,,http://particlefever.com/,99,2013-06-14,Documentary,,Anthos Media|Particle Fever,US-United States of America,en-English
49001,fr-Français,L'autre monde,Black Heaven,,,http://www.ifcfilms.com/films/black-heaven,105,2010-07-14,Drama|Thriller,,Backup Films,FR-France,fr-Français|pl-Polski
257155,en-English,Threads of Destiny,Threads of Destiny,,,http://www.tirzitis.se/tod/,110,2014-02-23,Science Fiction|Action|Fantasy|Adventure,,Branbomm,SE-Sweden,en-English
87017,es-Español,El cuarto de Leo,Leo's Room,,,,95,2010-01-20,Drama,,Lavorágine Films|Coproducción Uruguay-Argentina,AR-Argentina|UY-Uruguay,es-Español
204349,en-English,Contracted,Contracted,,,,78,2013-07-07,Horror|Thriller,,BoulderLight Pictures|Southern Fried Films,US-United States of America,en-English
242076,en-English,The Bag Man,The Bag Man,,56574,,108,2014-02-28,Crime|Drama|Thriller,,Red Granite Pictures|TinRes Entertainment|Cinedigm,US-United States of America|BS-Bahamas,en-English
168245,hi-हिन्दी,Kai Po Che!,Kai Po Che!,,,,120,2013-02-13,Drama,,UTV Motion Pictures,IN-India,hi-हिन्दी
47626,en-English,Legend of the BoneKnapper Dragon,Legend of the BoneKnapper Dragon,,,,16,2010-10-15,TV Movie|Animation|Fantasy,,DreamWorks Animation,US-United States of America,en-English
149862,en-English,Concepción Arenal; la visitadora de cárceles,Concepción Arenal; la visitadora de cárceles,,,,80,2012-01-01,,,,,
248774,en-English,Obvious Child,Obvious Child,,3123963,,83,2014-06-06,Comedy|Romance,,Sundial Pictures|Votiv Films|Rooks Nest Entertainment|A24,US-United States of America,en-English
175291,en-English,Cheap Thrills,Cheap Thrills,,,,85,2013-03-08,Drama|Comedy|Crime,,New Artists Alliance|Snowfort Pictures,US-United States of America,en-English
196024,da-Dansk,Kvinden i buret,The Keeper of Lost Causes,,,,100,2013-10-03,Thriller|Mystery|Crime,,Zentropa Entertainments,SE-Sweden|DK-Denmark|DE-Germany,da-Dansk|sv-svenska|ar-العربية
80837,en-English,Dead Genesis,Dead Genesis,15000,,http://www.deadgenesisthemovie.com/,98,2010-08-10,Drama|Horror|Thriller,,,CA-Canada,en-English
191566,en-English,Crazy Kind of Love,Crazy Kind of Love,,,,100,2013-05-31,Comedy|Drama|Romance,,Lighthouse Home Entertainment,US-United States of America,en-English
222671,en-English,Dick Figures: The Movie,Dick Figures: The Movie,313411,,http://www.mondomedia.com/shows/dick-figures-the-movie/,73,2013-09-16,Animation|Comedy|Adventure,,Six Point Harness|Mondo Media|Remochoso,US-United States of America,en-English|fr-Français|ja-日本語
128246,ko-한국어/조선말,늑대소년,A Werewolf Boy,,,,122,2012-10-31,Fantasy|Romance,,Bidangil Pictures|Silk Road,KR-South Korea,ko-한국어/조선말
241968,es-Español,Carmina y amén.,Carmina and Amen,,,,97,2014-04-30,Drama|Comedy,,Telecinco Cinema|Canal+|Andy Joke,ES-Spain,es-Español
256731,en-English,Bad Country,Bad Country,,,,95,2014-09-26,Drama|Action|Crime,,Mandalay Vision|ANA Media|CB Productions|Wilmor Entertainment,US-United States of America,en-English
167983,en-English,Colegas,Buddies,2511000,,https://www.facebook.com/colegasofilme,,2012-11-07,Drama|Comedy|Adventure,,Gatacine,BR-Brazil,
79893,pt-Português,Quebrando o Tabu,Breaking the Taboo,2000000,,http://quebrandootabu.com.br/,,2011-06-03,Documentary,,,,pt-Português
73624,pt-Português,O Homem do Futuro,The Man from the Future,,,,106,2011-09-02,Comedy|Fantasy|Science Fiction,,Conspiração Filmes|Globo Filmes,BR-Brazil,pt-Português
200145,ja-日本語,横道世之介,A Story of Yonosuke,,,,160,2013-02-23,Drama|Romance|Comedy,,Nikkatsu|Mainichi Shinbunsha,JP-Japan,ja-日本語
56743,en-English,Elena Undone,Elena Undone,,,http://elenaundone.com/,111,2010-06-25,Drama|Romance,,,US-United States of America,en-English
74579,en-English,Blessed & Cursed,Blessed and Cursed,,,,101,2010-01-01,,,,,en-English
82703,en-English,Mr. Peabody & Sherman,Mr. Peabody & Sherman,145000000,272912430,,92,2014-02-07,Animation|Adventure|Family,,Pacific Data Images (PDI)|DreamWorks Animation|Classic Media Productions|Bullwinkle Studios,US-United States of America,en-English
97370,en-English,Under the Skin,Under the Skin,13300000,5380251,,108,2014-03-14,Thriller|Science Fiction|Drama,,Scottish Screen|UK Film Council|FilmNation Entertainment|Nick Wechsler Productions|Creative Scotland|British Film Institute|Film4|Silver Reel|JW Films|A24,GB-United Kingdom|CH-Switzerland|US-United States of America,en-English
136797,en-English,Need for Speed,Need for Speed,66000000,203277636,,130,2014-03-13,Action|Crime|Drama|Thriller,,DreamWorks SKG|Reliance Entertainment|Bandito Brothers|Touchstone Pictures|Electronic Arts|Revolution Sun Studios,PH-Philippines|US-United States of America|GB-United Kingdom|FR-France,en-English
242042,en-English,Barefoot,Barefoot,6000000,15071,http://barefootthemovie.com/,90,2014-02-02,Comedy|Drama|Romance,,WhiteFlame Productions,US-United States of America,en-English
118769,en-English,You've Been Trumped,You've Been Trumped,,,http://www.youvebeentrumped.com/youvebeentrumped.com/THE_MOVIE.html,95,2012-07-06,Documentary,,Montrose Pictures,GB-United Kingdom,en-English
177494,en-English,Veronica Mars,Veronica Mars,6000000,3485127,http://theveronicamarsmovie.com,107,2014-03-13,Comedy|Drama|Crime,,Warner Bros.|Warner Bros. Interactive Entertainment|Rob Thomas Productions|Spondoolie Productions|WARNER BROS DIGITAL DISTRIBUTION|In The Groove,US-United States of America,en-English
109404,en-English,8,8,,,http://www.8theplay.com/,91,2012-03-03,,,,,
182827,ja-日本語,舟を編む,The Great Passage,,,http://fune-amu.com/,133,2013-04-04,Drama,,Little More Co.,JP-Japan,ja-日本語
209403,en-English,Bad Words,Bad Words,9500000,7800000,,88,2013-09-06,Comedy,,Darko Entertainment|Aggregate Film,US-United States of America,en-English
235260,en-English,Son of God,Son of God,22000000,67800064,,138,2014-02-28,Drama,,Hearst Entertainment Productions|LightWorkers Media,US-United States of America,en-English|he-עברית
94331,en-English,Fightville,Fightville,,,http://www.fightville.net/,85,2011-03-12,Documentary,,,US-United States of America,en-English
68713,fr-Français,Tu seras mon fils,You Will Be My Son,,,,102,2011-08-23,Drama,,Epithète Films,FR-France,fr-Français
115821,en-English,El artista y la modelo,The Artist and the Model,,,,104,2012-09-28,Drama,,Fernando Trueba Producciones Cinematográficas S.A.,ES-Spain,fr-Français
58767,en-English,Sniper: Reloaded,Sniper: Reloaded,,,,91,2011-04-26,War|Action|Thriller|Drama,,ApolloMovie Beteiligungs|Film Afrika Worldwide|Stage 6 Films,ZA-South Africa,en-English
83201,en-English,Puss in Boots: The Three Diablos,Puss in Boots: The Three Diablos,,,,13,2011-12-08,Animation|Family,,,,en-English|fr-Français|sv-svenska
62156,pt-Português,De Pernas Pro Ar,Head Over Heels,,,http://www.depernasproarofilme.com.br,89,2010-12-31,Comedy,,Downtown Filmes|Morena Films|Globo Filmes|Paris Filmes,BR-Brazil,pt-Português
228202,pt-Português,Meu Passado me Condena,Meu Passado me Condena,,,,,2013-10-25,Comedy,,Globo Filmes,BR-Brazil,pt-Português
203217,pt-Português,Minha Mãe é uma Peça,My Mom Is a Character,,,,85,2013-06-21,Comedy,,Globo Filmes|Paris Filmes|Migdal Filmes|Telecine Productions|Cenoura Filmes,BR-Brazil,pt-Português
54597,en-English,Blood Out,Blood Out,,,,90,2011-04-25,Action|Adventure|Thriller,,Lions Gate Entertainments,US-United States of America,en-English
184323,nl-Nederlands,Daglicht,Daylight,,,,115,2013-04-10,Drama|Action|Thriller,,Eyeworks Film & TV Drama,NL-Netherlands,nl-Nederlands
209355,en-English,Quai d'Orsay,The French Minister,5112027,,,113,2013-11-06,Comedy,,Site 4 View Productions,FR-France,fr-Français|hu-Magyar
134350,ja-日本語,地獄でなぜ悪い,Why Don't You Play in Hell?,,,,126,2013-09-14,Drama|Action|Comedy,,King Record Co.|T-Joy|Gansis|KH Capital|BizAsset,JP-Japan,ja-日本語
236737,es-Español,Ocho apellidos vascos,Spanish Affair,3000000,,,98,2014-03-14,Comedy|Romance,,Telecinco Cinema|Lazonafilms|Kowalski Films,ES-Spain,eu-euskera|es-Español
157690,fr-Français,Elle s'en va,On My Way,,,,100,2013-05-16,Drama|Comedy,,Wild Bunch|Rhône-Alpes Cinéma|Fidélité Films,FR-France,fr-Français
186971,fr-Français,Michael Kohlhaas,Age of Uprising: The Legend of Michael Kohlhaas,,,,122,2013-08-14,Drama|History,,Les Films d'Ici,FR-France|DE-Germany,de-Deutsch|fr-Français|oc-lenga d'òc
199740,sv-svenska,Mig äger ingen,Nobody Owns Me,,,,109,2013-11-08,Drama,,,SE-Sweden,sv-svenska
214250,en-English,Cosmic Psychos: Blokes You Can Trust,Cosmic Psychos: Blokes You Can Trust,80000,,http://www.cosmicpsychos.com.au/,110,2013-08-08,Music|Documentary,,Umbrella Entertainment,AU-Australia,en-English
249726,en-English,Prison Terminal: The Last Days of Private Jack Hall,Prison Terminal: The Last Days of Private Jack Hall,,,,40,2013-01-01,,,,,
164184,en-English,Bless Me; Ultima,Bless Me; Ultima,,1553826,http://www.blessmeultima.com/,106,2013-02-22,Drama|War,,Monarch Pictures|Gran Via Productions,US-United States of America,en-English
192577,ja-日本語,キャプテンハーロック,Space Pirate Captain Harlock,30000000,17137302,,115,2013-09-07,Animation|Science Fiction,,Toei Animation Company,JP-Japan,ja-日本語
394403,de-Deutsch,Schwestern,Schwestern,,,,,2014-03-21,Drama,,Westdeutscher Rundfunk (WDR)|ARD Degeto Film|RheinFilm TV - und Medienproduktionsgesellschaft mbH,DE-Germany,
248390,fr-Français,Le Crocodile du Botswanga,Le Crocodile du Botswanga,10916704,,,90,2014-02-19,Comedy,,Mars Films|M6 Films|Mars Distribution|Legend Films,FR-France,fr-Français
100402,en-English,Captain America: The Winter Soldier,Captain America: The Winter Soldier,170000000,714766572,http://www.captainamericathewintersoldiermovie.com,136,2014-03-20,Action|Adventure|Science Fiction,,Marvel Studios,US-United States of America,en-English
168399,no-Norsk,Pionér,Pioneer,7500000,,http://www.pioneerthefilm.com/,106,2013-08-30,Thriller,,Pandora Filmproduktion|Matila Röhr Productions (MRP)|Garagefilm International|Film i Väst|Friland|Les Films d'Antoine,FI-Finland|NO-Norway|DE-Germany|SE-Sweden|FR-France,en-English|de-Deutsch|no-Norsk
114172,en-English,Vuosaari,Naked Harbour,,,http://vuosaarielokuva.fi/,90,2012-06-08,Drama,,First Floor Productions,FI-Finland,fi-suomi
180420,fr-Français,La Cité Rose,Asphalt Playground,,,,97,2012-11-16,Drama,,Ex Nihilo,FR-France,fr-Français
209276,en-English,Starred Up,Starred Up,,54915,,106,2013-09-09,Drama,,Sigma Films Ltd.|Quickfire Films|Film4|Lipsync Productions,IE-Ireland|GB-United Kingdom,en-English
195022,en-English,Kill Me Now,Kill Me Now,90,,http://www.cracked.com/quick-fixes/trailer-swaims-feature-length-horror-movie/,84,2012-12-05,Comedy|Horror,,,,
128113,ja-日本語,鍵泥棒のメソッド,Key of Life,,,,128,2012-09-16,Comedy|Crime|Romance,,The Klock Worx Co.,JP-Japan,ja-日本語
119685,en-English,Mass Effect: Paragon Lost,Mass Effect: Paragon Lost,,,http://masseffectparagonlost.com/,84,2012-12-28,Animation|Action|Science Fiction,,FUNimation Entertainment|EA International|Bioware,,en-English|ja-日本語
226247,en-English,Beautiful Darling,Beautiful Darling,,,,86,2010-04-02,Documentary,,Flowerside Creations|JJay Productions,US-United States of America,en-English
86834,en-English,Noah,Noah,125000000,362637473,http://www.noahmovie.com,139,2014-03-20,Drama|Adventure,,Paramount Pictures|Regency Enterprises|Protozoa Pictures|Disruption Entertainment,US-United States of America,en-English
227783,en-English,The Nut Job,The Nut Job,,,,85,2014-01-17,Animation|Comedy|Family|Adventure,,Open Road Films|Gulfstream Pictures|Red Rover International|ToonBox Entertainment,CA-Canada|KR-South Korea,en-English
257346,ja-日本語,アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー,Avengers Confidential: Black Widow & Punisher,,,http://www.sonypictures.com/movies/avengersconfidentialblackwidowpunisher/,83,2014-03-25,Animation|Science Fiction|Action,,Madhouse|Sony Pictures Entertainment Japan,JP-Japan,ja-日本語
204668,fr-Français,Belle et Sébastien,Belle and Sebastian,,,,104,2013-12-18,Adventure,,Gaumont|M6 Films|Rhône-Alpes Cinéma|Epithète Films|M6|Orange Cinéma Séries|Région Rhône-Alpes|Radar Films|Centre National de la Cinématographie (CNC)|W9,FR-France,de-Deutsch|fr-Français
214418,pt-Português,Amazonia,Amazonia,,,,83,2013-11-26,Family|Adventure,,France 2 Cinéma|Gullane Filmes|Le Pacte|Canal+|Telecine|Globo filmes|Media Programme of the European Community|Biloba|Tetra Pak|ANCINE/Ministério da Cultura; Fundo Setorial do Audiovisual|Banco da Amazônia|CNC - Nouvelles Technologies en Production|FINEP/Ministério da Ciência; Tecnologia e Inovacão|GDF Suez|La Procirep-Angoa|Natura,BR-Brazil|FR-France,pt-Português
203715,fr-Français,Aya de Yopougon,Aya of Yop City,,,,84,2013-07-17,Animation,,Autochenille Production,FR-France,fr-Français
256628,en-English,Takedown: The DNA of GSP,Takedown: The DNA of GSP,,,http://ladndegsp.com/en,90,2014-02-20,Documentary,,Jimmy Lee|Triplex Films|Upside Up Media Group,CA-Canada,en-English|fr-Français
110381,fr-Français,Aujourd'hui,Today,,,,86,2013-01-09,Drama,,Cinekap,SN-Senegal|FR-France,fr-Français|wo-Wolof
56415,fr-Français,Les Lyonnais,A Gang Story,,,http://les-lyonnais.gaumont.fr/,102,2011-11-10,Crime|Drama,,Gaumont|France 2 Cinéma|LGM Productions,FR-France,fr-Français
215031,en-English,Gabrielle,Gabrielle,,,,104,2013-09-20,Drama|Romance,,Micro scope,CA-Canada,fr-Français
191104,nl-Nederlands,Wolf,Wolf,,,,122,2013-09-11,Drama|Thriller|Crime,,Habbekrats,NL-Netherlands,en-English|nl-Nederlands|ar-العربية|fr-Français|tr-Türkçe
173455,en-English,Mistaken for Strangers,Mistaken for Strangers,,137460,,75,2013-09-19,Documentary|Music,,Final Frame|C5,US-United States of America,en-English
233841,en-English,i hate myself :),i hate myself :),,,,56,2013-07-19,Documentary,,,US-United States of America,
102855,en-English,Don’t Stop Believin’: Everyman’s Journey,Don’t Stop Believin’: Everyman’s Journey,,,http://www.everymansjourney.com/,105,2013-03-16,Documentary,,Game 7 Films|Arcady Bay Entertainment|CineDiaz|Defining Entertainment,US-United States of America,en-English
63143,en-English,Blank City,Blank City,,99303,http://www.blankcityfilm.com/,94,2011-04-06,Documentary,,Insurgent Media,US-United States of America,en-English
12685,en-English,BloodRayne: The Third Reich,BloodRayne: The Third Reich,10000000,,,79,2010-11-05,Action|Adventure|Fantasy|Horror,,Boll Kino Beteiligungs GmbH & Co. KG,CA-Canada|DE-Germany|US-United States of America,en-English
70993,fr-Français,Homme au bain,Man at Bath,,,,72,2010-09-21,Drama,,Angoa-Agicoa|Procirep|Les films du Bélier|Centre National de la Cinématographie (CNC)|Ministère de la Culture et de la Communication|Théâtre de Gennevilliers|Centre National des Arts Plastiques,FR-France,fr-Français|en-English
99119,fr-Français,Notre Paradis,Our Paradise,,,,96,2011-09-28,Drama,,Alfama Films,FR-France,fr-Français
233917,en-English,Kalevala - Uusi aika,Kalevala - Uusi aika,,,,,2013-11-14,History,,,,fi-suomi
253239,fr-Français,Diplomatie,Diplomacy,,3946880,,84,2014-03-05,Drama,,Gaumont|Arte|Film Oblige|Blueprint Film,FR-France|DE-Germany,de-Deutsch|fr-Français
125395,fr-Français,Associés contre le crime... 'L'œuf d'Ambroise',Partners in Crime,,,,104,2012-08-20,Comedy|Crime,,Les Films Français,FR-France,fr-Français
168767,en-English,alaskaLand,alaskaLand,,,,76,2013-02-08,,,,,en-English
155084,en-English,13 Sins,13 Sins,5000000,13809,,93,2014-04-18,Horror|Thriller,,Sahamongkol Film International|Dimension Films|IM Global|Automatik Entertainment|Radius-TWC|Little Magic Films,US-United States of America,en-English
97733,en-English,Slacker 2011,Slacker 2011,,,,,2011-08-31,Comedy,,,,
188207,en-English,The Legend of Hercules,The Legend of Hercules,70000000,61279452,,99,2014-01-10,Action|Adventure,,Millennium Films,US-United States of America,en-English
145220,en-English,Muppets Most Wanted,Muppets Most Wanted,50000000,80383290,,112,2014-03-20,Comedy|Adventure|Crime|Family,,Buena Vista|Disney,US-United States of America,de-Deutsch|en-English
111250,en-English,Bobcat Goldthwait: You Don't Look the Same Either,Bobcat Goldthwait: You Don't Look the Same Either,,,,58,2012-04-03,Comedy,,ShowTime|LOL Comedy TV|Payaso Productions,US-United States of America,en-English
192134,en-English,Dom Hemingway,Dom Hemingway,,523511,,93,2013-11-15,Comedy|Crime|Drama,,BBC Films|Isle of Man Film Commission|Recorded Picture Company (RPC)|Pinewood Studios,GB-United Kingdom,en-English
186997,fr-Français,L'image manquante,The Missing Picture,,52164,,95,2014-03-19,Documentary,,Angoa-Agicoa|Procirep|MEDIA Programme of the European Union|Arte France|Région Ile-de-France|Catherine Dussart Productions (CDP)|Centre National du Cinéma et de L'image Animée (CNC)|Bophana Production,KH-Cambodia|FR-France,fr-Français
89237,en-English,Electrick Children,Electrick Children,,,http://www.electrickchildren.com/,96,2012-02-10,Drama,,Live Wire Films,US-United States of America,en-English
119360,it-Italiano,Io e te,Me and You,,,,103,2012-09-18,Drama,,Medusa Film|Fiction Films|Wildside|Ministero per i Beni e le Attività Culturali (MiBAC),IT-Italy,fr-Français|it-Italiano|es-Español
215743,ko-한국어/조선말,뫼비우스,Moebius,,2340,http://www.ramreleasing.com/films/moebius/,89,2013-09-05,Drama,,Kim Ki-Duk Film,KR-South Korea,ko-한국어/조선말
190955,en-English,Blood Ties,Blood Ties,25500000,2415472,,128,2013-08-22,Thriller|Crime|Drama,,Wild Bunch|LGM Productions|Les Productions du Trésor|Mars Distribution|Canal+|France Télévision|Worldview Entertainment|Ciné+|M6|France 3 Cinema|Caneo Films|Grisbi Productions|France 4|W9|Chi-Fou-Mi Productions|Treasure Company,FR-France|US-United States of America,es-Español|en-English|it-Italiano
208277,de-Deutsch,Feuchtgebiete,Wetlands,,,http://www.feuchtgebiete-film.de/,109,2013-08-22,Drama|Comedy,,Rommel Film|Zweites Deutsches Fernsehen (ZDF),DE-Germany,de-Deutsch
256561,en-English,Free to Play,Free to Play,150000,,http://www.freetoplaythemovie.com,75,2014-03-19,Documentary,,Valve,DE-Germany|SG-Singapore|UA-Ukraine|US-United States of America|CN-China,en-English|ru-Pусский
229613,en-English,Trailer Park Jesus,Trailer Park Jesus,,,http://www.trailerparkjesus.com/,80,2012-03-30,Comedy|Romance,,,,en-English
51486,en-English,Jean-Michel Basquiat: The Radiant Child,Jean-Michel Basquiat: The Radiant Child,,,http://http://www.jean-michelbasquiattheradiantchild.com/,88,2010-01-25,Documentary,,,US-United States of America,en-English
213386,en-English,Barabbas,Barabbas,,,http://www.reelz.com/barabbas/,200,2013-03-25,History|Drama,,Rai Fiction|Compagnia Leone Cinematografica,IT-Italy,de-Deutsch|pt-Português
252607,fr-Français,Fiston,Junior,8358460,,,,2014-03-12,Comedy,,uFilm|Monkey Pack Films,FR-France,fr-Français
110112,en-English,Nitro Circus: The Movie,Nitro Circus: The Movie,,3903479,http://nitrocircus.com/go/the-nitro-circus-3d-movie/,92,2012-08-08,Action|Comedy,,Arc Entertainment,US-United States of America,en-English
209799,en-English,The Unknown Known,The Unknown Known,,,,102,2013-08-29,Documentary,,,US-United States of America,en-English
138222,en-English,Best Man Down,Best Man Down,1500000,1938,,90,2012-10-20,Comedy|Drama,,KODA Entertainment,US-United States of America,en-English
146955,en-English,Border Run,Border Run,5000000,,,96,2012-10-12,Crime|Thriller,,Voltage Pictures,US-United States of America,en-English|es-Español
174675,en-English,The Machine,The Machine,,,,92,2013-04-25,Science Fiction|Thriller,,Red & Black Films,GB-United Kingdom,en-English
256474,en-English,In the Blood,In the Blood,10000000,,,108,2014-04-04,Action|Crime|Thriller,,20th Century Fox Home Entertainment|Anchor Bay Films|Lleju Productions|Movie Package Company (MPC)|Verso Entertainment|MICA Entertainment|The Way We Roll Productions|Pimienta|Derby Street Films|ITB Productions,GB-United Kingdom|PR-Puerto Rico,en-English
80973,en-English,The Girl from the Naked Eye,The Girl from the Naked Eye,1100000,,http://nakedeyemovie.com/,80,2012-06-15,Action|Romance|Thriller,,MiniFlix Films,US-United States of America,en-English
170689,fr-Français,Möbius,Möbius,,,,103,2013-02-27,Drama|Thriller,,Récifilms|Axel Films|Les Films du Trésor,FR-France,en-English|fr-Français|pt-Português|ru-Pусский
183433,en-English,Forgetting the Girl,Forgetting the Girl,200,,http://www.forgettingthegirl.com,85,2012-10-11,Thriller|Drama,,Full Stealth Films|Forgetting the Girl,US-United States of America,en-English
180960,ru-Pусский,Небесные жены луговых мари,Celestial Wives of the Meadow Mari,,,,106,2012-11-11,Drama,,29 fevralya,RU-Russia,ru-Pусский
38626,en-English,Going Postal,Going Postal,,,,182,2010-05-30,Fantasy|Comedy|Science Fiction,,The Mob Film Company,GB-United Kingdom|HU-Hungary,en-English
96769,en-English,Her Master's Voice,Her Master's Voice,,,,64,2012-03-11,Comedy|Documentary|Drama,,British Broadcasting Corporation (BBC)|Nina Conti Production,US-United States of America|GB-United Kingdom,en-English
95177,en-English,Sun Don't Shine,Sun Don't Shine,,,,82,2012-03-10,Drama|Crime|Mystery|Romance,,Spy Post Digital|Skywalker Sound,US-United States of America,en-English
193612,en-English,The Quiet Ones,The Quiet Ones,200000,17834867,,98,2014-04-01,Horror,,Hammer Film Productions|Exclusive Media Group|Travelling Picture Show Company,GB-United Kingdom|US-United States of America,en-English
200505,en-English,Draft Day,Draft Day,25000000,28831145,,109,2014-04-11,Drama,,Summit Entertainment|Lionsgate,US-United States of America,en-English
178603,en-English,Detour,Detour,,,,87,2013-03-29,Thriller|Mystery,,,US-United States of America,en-English
94887,en-English,Girls Against Boys,Girls Against Boys,,,http://www.g-vs-b.com/,87,2012-05-17,Drama|Thriller,,Floren Shieh Productions,US-United States of America,en-English
191294,sv-svenska,Vi är bäst!,We Are the Best!,,180590,,102,2013-03-28,Drama|Music,,Memfis Film|Film i Väst,DK-Denmark|SE-Sweden,sv-svenska
131916,en-English,Scary or Die,Scary or Die,,,,94,2012-09-09,Horror,,Canal Street Films,US-United States of America,en-English
211078,en-English,When Jews Were Funny,When Jews Were Funny,,,,89,2013-11-14,Documentary,,,CA-Canada,en-English
