MovieID,OriginalLanguage,OriginalTitle,EnglishTitle,Budget,Revenue,Homepage,Runtime,ReleaseDate,Genres,CastID,ProductionCompanies,ProductionCountries,SpokenLanguages
79782,en-English,Wenecja,Venice,,,,110,2010-05-25,Drama|Romance,,,,pl-Polski
141210,en-English,The Sleepover,The Sleepover,,,,6,2013-10-12,Comedy|Horror,,,,
143750,en-English,The Farmer's Wife,The Farmer's Wife,,,http://www.thefarmerswifefilm.co.uk/,18,2012-06-20,Drama,,,,en-English
84198,en-English,A Place at the Table,A Place at the Table,,,,84,2012-03-22,Documentary,,,US-United States of America,en-English
171982,en-English,Romance,Romance,,,,27,2012-10-09,Romance|Drama|Comedy,,,,en-English
136558,en-English,Kingdom Come,Kingdom Come,,,http://brokenkingdomfilm.com/#/kingdomcome,88,2011-01-01,Comedy,,,,
110428,fr-Français,Camille Claudel 1915,Camille Claudel 1915,3512454,115860,,95,2013-03-13,Drama,,Canal+|Arte France Cinéma|3B Productions|C.R.R.A.V. Nord Pas de Calais|Region PACA,FR-France,fr-Français
78022,en-English,Da wu sheng,My Kingdom,,,,95,2011-09-08,Drama|Action|Romance|Foreign,,,CN-China,zh-普通话|cn-广州话 / 廣州話
66111,en-English,Luster,Luster,,,,,2010-12-12,Drama,,Epic Pictures Group|Azurelite Pictures,,
77221,en-English,Black Gold,Black Gold,40000000,5446000,,130,2011-12-21,Adventure|Drama,,France 2 Cinéma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute; The,FR-France|IT-Italy|QA-Qatar|TN-Tunisia,en-English
171771,en-English,La Cicatrice,The Scar,,,,90,2013-03-03,Drama,,Cicatrice Film inc,CA-Canada,fr-Français
16166,fi-suomi,Sauna,Sauna,,,,85,2010-06-25,Horror,,Bronson Club,CZ-Czech Republic|FI-Finland,fi-suomi|ru-Pусский
24392,en-English,The Dark Lurking,The Dark Lurking,1000000,,,96,2010-01-01,Action|Horror|Science Fiction,,Filmwerx77|Left Films,AU-Australia,en-English|pl-Polski
25195,en-English,Leap Year,Leap Year,19000000,29922472,http://www.leapyearfilm.net,100,2010-01-08,Romance|Comedy,,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum / Barber Productions,IE-Ireland|US-United States of America,en-English
20504,en-English,The Book of Eli,The Book of Eli,80000000,157107755,,118,2010-01-14,Action|Thriller|Science Fiction,,Alcon Entertainment|Silver Pictures,US-United States of America,en-English
40660,en-English,Jos rakastat,If You Love,2000000,,,121,2010-01-06,Drama|Comedy,,,FI-Finland,fi-suomi
22894,en-English,Legion,Legion,26000000,67918658,http://www.legionmovie.com,100,2010-01-21,Horror,,Bold Films,US-United States of America,en-English
31156,en-English,Dante's Hell Animated,Dante's Hell Animated,,,,35,2013-11-25,Animation,,Dante's Inferno Animation,US-United States of America,it-Italiano
27569,en-English,Extraordinary Measures,Extraordinary Measures,31000000,15134293,http://www.extraordinarymeasuresthemovie.com,105,2010-01-21,Drama,,Double Feature Films|CBS Films,US-United States of America,en-English
62775,fi-suomi,Havukka-Ahon Ajattelija,Havukka-Ahon Ajattelija,2225000,,,,2010-01-15,Comedy|Drama,,,,fi-suomi
13477,en-English,When in Rome,When in Rome,,36699403,,91,2010-01-29,Fantasy|Comedy|Romance,,Krasnoff Foster Productions|Touchstone Pictures|Film Production Consultants,US-United States of America,en-English|it-Italiano
12201,en-English,Edge of Darkness,Edge of Darkness,80000000,74901339,,117,2010-01-29,Crime|Drama|Mystery|Thriller,,Icon Productions|BBC Films|GK Films|Warner Bros.,GB-United Kingdom|US-United States of America,en-English
33602,en-English,Temple Grandin,Temple Grandin,,,,108,2010-02-06,Drama,,Ruby Films|HBO Films,US-United States of America,en-English
32856,en-English,Valentine's Day,Valentine's Day,52000000,216485654,http://www.valentinesdaymovie.com/,125,2010-02-10,Comedy|Romance,,New Line Cinema|Karz Entertainment|Rice Films,US-United States of America,en-English
7978,en-English,The Wolfman,The Wolfman,150000000,,http://www.thewolfmanmovie.com/,102,2010-02-11,Drama|Horror|Thriller,,Universal Pictures|Stuber Productions|Relativity Media,US-United States of America,en-English
11324,en-English,Shutter Island,Shutter Island,80000000,294804195,http://www.shutterisland.com/,138,2010-02-18,Drama|Thriller|Mystery,,Paramount Pictures|Appian Way|Phoenix Pictures|Sikelia Productions,US-United States of America,en-English|de-Deutsch
32657,en-English,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,95000000,226497209,,118,2010-02-01,Adventure|Fantasy|Family,,Ingenious Film Partners|1492 Pictures|Dune Entertainment|Fox 2000 Pictures|Sunswept Entertainment|Dune Entertainment III|Big Screen Productions|TCF Vancouver Productions,CA-Canada|US-United States of America,en-English
23742,en-English,Cop Out,Cop Out,30000000,55583804,http://copoutmovie.warnerbros.com/dvd/,107,2010-02-26,Action|Comedy|Crime,,Warner Bros.,US-United States of America,en-English|es-Español
11439,en-English,The Ghost Writer,The Ghost Writer,45000000,60222298,,128,2010-02-12,Thriller|Mystery,,Studio Babelsberg|Runteam Ltd.|R.P. Productions|France 2 Cinéma,DE-Germany|GB-United Kingdom|US-United States of America,en-English
23172,en-English,The Spy Next Door,The Spy Next Door,28000000,45236543,,94,2010-01-15,Action|Comedy|Family,,Robert Simonds Productions|Relativity Media|Spy Next Door,US-United States of America,en-English
41894,en-English,Blood Done Sign My Name,Blood Done Sign My Name,,,,,2010-02-01,Drama|Crime,,,,
22166,en-English,Fast Lane,Fast Lane,,,,117,2010-02-03,Action|Thriller,,,US-United States of America,en-English
408956,ru-Pусский,Sukunsa viimeinen,Pudana: Last of the Line,,,,80,2010-02-26,,,,,
29427,en-English,The Crazies,The Crazies,20000000,54956140,,101,2010-02-26,Mystery|Horror|Action,,Penn Station Entertainment|Participant Media|Imagenation Abu Dhabi FZ|Overture Films,US-United States of America,en-English
22971,en-English,Dear John,Dear John,25000000,114977104,,115,2010-02-04,Drama|Romance|War,,Screen Gems,US-United States of America,en-English
23023,en-English,Tooth Fairy,Tooth Fairy,48000000,112462508,,101,2010-01-14,Comedy|Family|Fantasy,,Dune Entertainment|Dune Entertainment III|Twentieth Century Fox|Walden Media|Mayhem Pictures|Blumhouse,CA-Canada|US-United States of America,en-English
26022,hi-हिन्दी,My Name Is Khan,My Name Is Khan,12000000,42345360,http://www.mynameiskhanthefilm.com/,145,2010-02-12,Drama|Romance,,Fox Searchlight Pictures|Red Chillies Entertainment|Foxstar,IN-India|US-United States of America,en-English|hi-हिन्दी|ur-اردو
12155,en-English,Alice in Wonderland,Alice in Wonderland,200000000,1025491110,http://disney.go.com/wonderland/,108,2010-03-03,Family|Fantasy|Adventure,,Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company; The,US-United States of America,en-English
22972,en-English,Green Zone,Green Zone,100000000,94882889,http://www.greenzonemovie.com/,115,2010-03-11,War|Action|Adventure|Drama|Thriller,,Universal Pictures|StudioCanal|Dentsu|Relativity Media|Working Title Films,ES-Spain|GB-United Kingdom|US-United States of America|FR-France,en-English|ar-العربية
26389,en-English,From Paris with Love,From Paris with Love,52000000,52826594,http://www.frompariswithlovefilm.com/,92,2010-02-05,Action|Crime|Thriller,,Apipoulaï|M6 Films|Canal+|TPS Star|Grive Productions|EuropaCorp|M6|W9,GB-United Kingdom|FR-France,de-Deutsch|en-English|fr-Français|zh-普通话
27583,en-English,Greenberg,Greenberg,,6153967,,107,2010-03-26,Comedy|Drama|Romance,,Scott Rudin Productions|Twins Financing,US-United States of America,en-English
34016,en-English,She's Out of My League,She's Out of My League,20000000,49779728,http://www.getyourrating.com/,104,2010-03-11,Comedy|Romance,,DreamWorks SKG|Mosaic,US-United States of America,en-English
23169,en-English,Remember Me,Remember Me,16000000,56032889,http://rememberme-movie.com/,113,2010-03-12,Drama|Romance,,Summit Entertainment,US-United States of America,en-English
44363,en-English,Frozen,Frozen,,3065860,http://www.frozen-film.com/,93,2010-02-05,Thriller,,ArieScope Pictures|A Bigger Boat,US-United States of America,en-English
29426,en-English,Survival of the Dead,Survival of the Dead,4000000,,http://magnetreleasing.com/survivalofthedead/,90,2010-05-06,Horror|Science Fiction,,Devonshire Productions|Artfire Films|New Romero|Sudden Storm Productions|Blank of the Dead Productions,CA-Canada|US-United States of America,en-English
34335,en-English,Nine Dead,Nine Dead,2000000,,http://www.ninedead.com/,98,2010-01-01,Crime|Drama|Horror|Thriller,,Hartbreak Films,US-United States of America,en-English
34563,en-English,Our Family Wedding,Our Family Wedding,14000000,21409028,http://www.foxsearchlight.com/ourfamilywedding/,103,2010-03-12,Comedy,,Fox Searchlight Pictures|Dune Entertainment|Sneak Preview Entertainment|Pointe Studios,US-United States of America,en-English
27573,en-English,The Bounty Hunter,The Bounty Hunter,40000000,136000000,http://www.thebountyhunter-movie.net/,110,2010-03-16,Action,,Columbia Pictures|Original Film|Relativity Media|Madhouse Entertainment,US-United States of America,en-English
31867,en-English,Repo Men,Repo Men,32000000,18409891,http://www.repomenarecoming.com/,111,2010-03-18,Action|Science Fiction|Thriller|Crime,,Universal Pictures|Stuber Productions|Dentsu|Relativity Media,CA-Canada|US-United States of America,en-English
23048,en-English,Hot Tub Time Machine,Hot Tub Time Machine,36000000,64572262,http://www.mgm.com/view/Movie/2387/Hot-T...,101,2010-03-26,Science Fiction|Comedy|Adventure,,United Artists|Metro-Goldwyn-Mayer (MGM)|New Crime Productions,US-United States of America,ru-Pусский|en-English
10191,en-English,How to Train Your Dragon,How to Train Your Dragon,165000000,494878759,http://www.howtotrainyourdragon.com/,98,2010-03-05,Fantasy|Adventure|Animation|Family,,DreamWorks Animation|Vertigo Entertainment|Mad Hatter Entertainment,US-United States of America,en-English
18823,en-English,Clash of the Titans,Clash of the Titans,125000000,232713139,http://www.clash-of-the-titans.com/,106,2010-04-01,Adventure|Fantasy|Action,,The Zanuck Company|Legendary Pictures|Thunder Road Pictures|Warner Bros.|Moving Picture Company (MPC),US-United States of America,en-English
31196,en-English,Growth,Growth,300000,,http://www.growththemovie.com/,90,2010-01-29,Horror|Science Fiction|Thriller,,New Artists Alliance,US-United States of America,en-English|de-Deutsch
39830,en-English,Bass Ackwards,Bass Ackwards,,,http://www.bassackwardsfilm.com/,103,2010-01-23,Adventure|Comedy,,Zipline Entertainment,US-United States of America,en-English
23483,en-English,Kick-Ass,Kick-Ass,28000000,96188903,,117,2010-03-22,Action|Crime,,Lionsgate|Marv Films,GB-United Kingdom|US-United States of America,en-English
35056,en-English,Date Night,Date Night,55000000,152263880,http://www.datenight-movie.com/,97,2010-04-08,Comedy,,Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,US-United States of America,he-עברית|en-English
36419,en-English,After.Life,After.Life,4500000,3606395,http://www.afterlifethefilm.com/,104,2010-04-09,Drama|Horror|Mystery|Thriller,,Plum Pictures|Harbor Light Entertainment|Lleju Productions,US-United States of America,en-English
52903,fi-suomi,Miesten vuoro,Steam of Life,580000,,,80,2010-03-26,Documentary,,Oktober oy,FI-Finland,fi-suomi
34583,en-English,The Final,The Final,,,http://www.thefinalmovie.com/,93,2010-01-28,Drama|Horror|Thriller,,Agora Entertainment,US-United States of America,en-English
11761,en-English,Peacock,Peacock,,,http://www.peacockthemovie.com/,90,2010-04-20,Mystery|Thriller,,Lionsgate,US-United States of America,en-English|ru-Pусский
27586,en-English,The Runaways,The Runaways,10000000,2995811,,106,2010-03-19,Drama|Music,,River Road Entertainment|Road Rebel|Linson Entertainment,US-United States of America,en-English
68987,it-Italiano,Cooking With Stella,Cooking With Stella,,,,,2010-03-19,Drama|Comedy|Romance,,,,
34803,en-English,Death at a Funeral,Death at a Funeral,21000000,49050886,,92,2010-04-15,Comedy,,Parabolic Pictures|Screen Gems,US-United States of America,en-English
33217,en-English,Diary of a Wimpy Kid,Diary of a Wimpy Kid,15000000,75700498,http://www.fox.co.uk/diary-of-a-wimpy-kid,92,2010-03-19,Comedy|Family,,Dune Entertainment|Color Force|Dayday Films,GB-United Kingdom|US-United States of America,en-English
33427,en-English,LEGO: The Adventures of Clutch Powers,LEGO: The Adventures of Clutch Powers,,,,81,2010-01-01,Action|Adventure|Animation|Family,,Threshold Animation Studios,US-United States of America,en-English
35656,en-English,As Good As Dead,As Good As Dead,,,,100,2010-01-25,Action|Adventure|Thriller,,First Line Entertainment|Eclectic Pictures,US-United States of America,en-English
34813,en-English,The Losers,The Losers,25000000,23580000,http://www.the-losers.com/,97,2010-04-23,Action|Adventure|Crime|Mystery|Thriller,,DC Comics|Weed Road Pictures|Dark Castle Entertainment|Warner Bros.|DC Entertainment,US-United States of America,en-English
35690,en-English,The Last Song,The Last Song,,,,107,2010-03-31,Drama|Family|Romance,,Touchstone Pictures,US-United States of America,en-English
39053,en-English,Cyrus,Cyrus,7000000,,http://www.foxsearchlight.com/cyrus/,91,2010-06-18,Comedy|Drama|Romance,,Scott Free Productions,US-United States of America,en-English|pl-Polski
39452,en-English,Exit Through the Gift Shop,Exit Through the Gift Shop,,4790751,http://www.banksyfilm.com/,87,2010-01-24,Documentary,,Oscilloscope Laboratories|Paranoid Pictures,GB-United Kingdom|US-United States of America,en-English|fr-Français
10138,en-English,Iron Man 2,Iron Man 2,200000000,623933331,http://www.ironmanmovie.com/,124,2010-04-28,Adventure|Action|Science Fiction,,Marvel Studios,US-United States of America,en-English|ru-Pусский|fr-Français
45615,en-English,Reindeerspotting - Escape From Santaland,Reindeerspotting - Escape From Santaland,,,http://www.bronsonclub.com/reindeerspotting/,84,2010-04-09,Documentary|Foreign,,Bronson Club Oy,FI-Finland,fi-suomi
38579,en-English,Marmaduke,Marmaduke,50000000,83761844,http://www.themarmadukemovie.com/,87,2010-06-04,Family|Comedy,,Twentieth Century Fox Film Corporation,US-United States of America,en-English
37931,en-English,MacGruber,MacGruber,10000000,6110000,http://iamrogue.com/macgruber/,90,2010-05-21,Action|Adventure|Comedy,,Relativity Media,US-United States of America,en-English|ru-Pусский
27004,en-English,Ca$h,Ca$h,7000000,46488,,108,2010-01-01,Crime|Thriller|Comedy,,Immortal Thoughts|Three Good Men,US-United States of America,en-English|fr-Français
23437,en-English,A Nightmare on Elm Street,A Nightmare on Elm Street,35000000,115664037,http://www.nightmareonelmstreet.com/,95,2010-04-30,Horror|Mystery|Thriller,,New Line Cinema|Platinum Dunes,US-United States of America,en-English
37495,en-English,Four Lions,Four Lions,967686,4270000,http://www.four-lions.co.uk/,101,2010-05-07,Comedy|Crime|Drama,,Film4|Drafthouse Films|Warp Films|Wild Bunch Distribution,GB-United Kingdom,ar-العربية|en-English|ur-اردو
43090,en-English,Gunless,Gunless,10000000,,http://gunless.ca/,89,2010-04-30,Drama|Action|Comedy|Western,,Rhombus Media|Téléfilm Canada|The Harold Greenberg Fund|Brightlight Pictures|Alliance Films|Astral Media|Corus Entertainment|Gunless Productions,CA-Canada,en-English
35169,en-English,Furry Vengeance,Furry Vengeance,35000000,39340177,http://www.furryvengeance-movie.com/,92,2010-04-02,Comedy,,Summit Entertainment|Robert Simonds Productions|Participant Media|Imagenation Abu Dhabi FZ|Furry Vengeance Productions,AE-United Arab Emirates|US-United States of America,en-English
37828,da-Dansk,Armadillo,Armadillo,1500000,,http://www.armadillothemovie.com/,105,2010-05-27,Documentary|War,,Fridthjof Film,DK-Denmark,da-Dansk
36950,en-English,You Don't Know Jack,You Don't Know Jack,,,http://www.hbo.com/movies/you-dont-know-jack/index.html,134,2010-04-14,Drama,,Bee Holder Productions|Royal Oak Films|HBO Films|Cine Mosaic,US-United States of America,en-English
20662,en-English,Robin Hood,Robin Hood,200000000,310669540,http://www.robinhoodthemovie.com/,140,2010-05-12,Action|Adventure,,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,GB-United Kingdom|US-United States of America,en-English|th-ภาษาไทย
60677,fi-suomi,Kohtaamisia,Kohtaamisia,,,,,2010-03-05,Drama,,,FI-Finland,fi-suomi
31261,en-English,Halo Legends,Halo Legends,100000,1000000,http://halo.xbox.com/en-us/halolegends,120,2010-02-16,Action|Animation|Science Fiction,,Microsoft,JP-Japan|US-United States of America,en-English
36801,en-English,Cemetery Junction,Cemetery Junction,,,http://www.sonypictures.com/movies/cemeteryjunction/,94,2010-04-14,Drama|Comedy,,Gervais/Merchant,GB-United Kingdom,en-English
46705,en-English,Blue Valentine,Blue Valentine,3500000,16566240,http://www.bluevalentinemovie.com/,112,2010-12-27,Drama|Romance,,Hunting Lane Films|Silverwood Films|Incentive Filmed Entertainment|Chrysler Corporation|Shade Pictures|Motel Movies|Cottage Industries,US-United States of America,en-English
37821,en-English,Killers,Killers,75000000,98159963,http://killersfilm.com/,100,2010-06-04,Action|Comedy|Thriller|Romance,,Katalyst Films|Lionsgate|Aversano Films,US-United States of America,en-English
39453,en-English,Death and Cremation,Death and Cremation,,,https://www.facebook.com/pages/Death-And-Cremation/667870579932307,86,2010-06-15,Horror|Thriller,,,US-United States of America,en-English
26388,en-English,Buried,Buried,1987650,19152480,http://www.experienceburied.com/index.html,94,2010-09-24,Drama|Thriller|Mystery,,Studio 37|Versus Entertainment|The Safran Company|Dark Trick Films,ES-Spain|US-United States of America|FR-France,en-English
9543,en-English,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,150000000,335154643,http://disney.go.com/disneypictures/princeofpersia,116,2010-05-19,Adventure|Fantasy|Action|Romance,,Walt Disney Pictures|Jerry Bruckheimer Films,US-United States of America,en-English
40247,en-English,Please Give,Please Give,3000000,,http://www.sonyclassics.com/pleasegive/,90,2010-01-22,Comedy|Drama,,Sony Pictures Classics|Likely Story|Feelin' Guilty,US-United States of America,en-English
37034,zh-普通话,Su Qi-Er,True Legend,20000000,,,115,2010-02-09,Action|Fantasy,,Shanghai Film Group|Focus Features|EDKO Film|Edko Management and Consulting,CN-China,zh-普通话
37786,en-English,Sex and the City 2,Sex and the City 2,100000000,288347692,http://www.sexandthecitymovie.com/,146,2010-05-26,Comedy|Drama|Romance,,New Line Cinema|Village Roadshow Pictures|Home Box Office (HBO)|HBO Films,US-United States of America,en-English|ar-العربية
32823,en-English,Get Him to the Greek,Get Him to the Greek,40000000,90029656,http://www.gethimtothegreek.net/,109,2010-06-04,Comedy,,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,US-United States of America,en-English
38199,en-English,Unthinkable,Unthinkable,15000000,,,97,2010-06-14,Drama|Thriller,,Sidney Kimmel Entertainment|Senator Entertainment Co|ChubbCo Film|Lleju Productions|Kimmel International,US-United States of America,en-English|hu-Magyar
36736,en-English,The Drawn Together Movie: The Movie!,The Drawn Together Movie: The Movie!,,,http://www.comedycentral.com/shows/drawn_together/index.jhtml,70,2010-04-20,Animation|Comedy,,Comedy Central|Six Point Harness,US-United States of America,en-English
35217,de-Deutsch,Friendship!,Friendship!,,,http://www.sonypictures.de/landing/friendship/,110,2010-01-13,Comedy,,Mr. Brown Entertainment Filmproduction GmbH (Potsdam)|SevenPictures|Wiedemann & Berg Filmproduktion|Deutsche Columbia TriStar Filmproduktion|barefoot films|Sony Pictures Releasing,DE-Germany|US-United States of America,de-Deutsch
34806,en-English,The Back-Up Plan,The Back-Up Plan,35000000,77477008,http://www.theback-upplan.com/,106,2010-04-23,Comedy|Romance,,Escape Artists|CBS Films,US-United States of America,en-English
38318,ru-Pусский,Утомленные солнцем 2: Предстоящие,Burnt by the Sun 2: Intercession,55000000,,http://www.predstoyanie.ru/,180,2010-04-22,Drama|War,,Three T Productions|Golden Eagle|Ministry of Culture of the Russian Federation,RU-Russia,ru-Pусский
37056,en-English,Letters to Juliet,Letters to Juliet,30000000,,http://www.letterstojuliet-movie.com/,105,2010-05-14,Comedy|Drama|Romance,,Summit Entertainment|Applehead Pictures,US-United States of America,en-English|it-Italiano|es-Español
38570,en-English,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,,,82,2010-06-08,Comedy,,Silver Nitrate Films,US-United States of America,en-English|ru-Pусский
30695,hi-हिन्दी,Chance Pe Dance,Chance Pe Dance,,,http://chancepedance.utvnet.com/,158,2010-01-15,Drama|Romance|Foreign,,,IN-India,hi-हिन्दी
20533,en-English,Jonah Hex,Jonah Hex,47000000,10539000,http://jonah-hex.warnerbros.com/,80,2010-06-18,Action|Western|Drama|Fantasy|Thriller,,Warner Bros.,US-United States of America,en-English
34544,en-English,The A-Team,The A-Team,110000000,177238796,http://www.ateam-movie.com,117,2010-06-10,Thriller|Action|Adventure|Comedy|Crime,,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Scott Free Productions|Top Cow Productions|Stephen J. Cannell Productions|Big Screen Productions|Phoenix Film Partners,US-United States of America,de-Deutsch|en-English|es-Español|fr-Français|sw-Kiswahili
10193,en-English,Toy Story 3,Toy Story 3,200000000,1066969703,http://disney.go.com/toystory/,103,2010-06-16,Animation|Family|Comedy,,Walt Disney Pictures|Pixar Animation Studios,US-United States of America,en-English|es-Español
41397,en-English,Joan Rivers: A Piece of Work,Joan Rivers: A Piece of Work,,,,84,2010-01-25,Documentary,,Break Thru Films,US-United States of America,en-English
39013,en-English,Winter's Bone,Winter's Bone,2000000,13831503,http://www.wintersbonemovie.com/,100,2010-06-11,Drama,,Anonymous Content|Winter's Bone Productions,US-United States of America,en-English
162880,en-English,Tell-Tale,Tell-Tale,,,,9,2010-03-31,,,,,
44999,en-English,Casino Jack and the United States of Money,Casino Jack and the United States of Money,,,,118,2010-05-09,Documentary,,Magnolia Pictures|Jigsaw Productions|Participant Media,US-United States of America,en-English
10192,en-English,Shrek Forever After,Shrek Forever After,165000000,752600867,http://www.shrekforeverafter.com/,93,2010-05-16,Comedy|Adventure|Fantasy|Animation|Family,,DreamWorks Animation,US-United States of America,en-English
37414,en-English,The Killer Inside Me,The Killer Inside Me,13000000,,http://www.killerinsideme.com/,109,2010-02-19,Crime|Drama|Thriller,,Revolution Films|Indion Entertainment Group,US-United States of America,en-English
45371,en-English,The Special Relationship,The Special Relationship,,,http://www.hbo.com/movies/the-special-relationship/index.html,93,2010-05-29,TV Movie|Drama|History,,,,en-English
24021,en-English,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,68000000,698491347,http://eclipsethemovie.com,124,2010-06-23,Adventure|Fantasy|Drama|Romance,,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,US-United States of America,en-English
10196,en-English,The Last Airbender,The Last Airbender,150000000,318502923,http://www.thelastairbendermovie.com/,103,2010-06-30,Action|Adventure|Family|Fantasy,,Paramount Pictures|Nickelodeon Movies|Kennedy/Marshall Company; The|Industrial Light & Magic (ILM)|Blinding Edge Pictures,US-United States of America,en-English
40636,en-English,The Rolling Stones: Stones in Exile,The Rolling Stones: Stones in Exile,,,http://www.webdice.jp/stonesinexile/,151,2010-05-14,Documentary|Music,,,,en-English
34851,en-English,Predators,Predators,40000000,126248813,,107,2010-07-03,Action|Science Fiction|Adventure|Thriller,,Twentieth Century Fox Film Corporation|Davis Entertainment|Dune Entertainment III|Troublemaker Studios,US-United States of America,en-English|es-Español|ru-Pусский
20352,en-English,Despicable Me,Despicable Me,69000000,543513985,http://www.despicable.me/,95,2010-07-08,Animation|Family,,Universal Pictures|Illumination Entertainment,US-United States of America,en-English
27205,en-English,Inception,Inception,160000000,825532764,http://inceptionmovie.warnerbros.com/,148,2010-07-14,Action|Thriller|Science Fiction|Mystery|Adventure,,Legendary Pictures|Warner Bros.|Syncopy,GB-United Kingdom|US-United States of America,en-English
38365,en-English,Grown Ups,Grown Ups,80000000,271430189,http://www.grownups-movie.com/,102,2010-06-24,Comedy,,Columbia Pictures|Happy Madison Productions|Relativity Media,US-United States of America,en-English
64861,en-English,Thirst,Thirst,,,,91,2010-06-22,Drama|Foreign|Horror|Thriller,,,US-United States of America,en-English
27022,en-English,The Sorcerer's Apprentice,The Sorcerer's Apprentice,150000000,215283742,http://disney.go.com/disneypictures/sorcerersapprentice/,109,2010-07-13,Fantasy|Adventure|Action|Comedy|Drama,,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions|Junction Entertainment,US-United States of America,en-English
37834,en-English,Knight and Day,Knight and Day,117000000,261930431,http://www.knightanddaymovie.com,109,2010-06-15,Action|Comedy,,Tree Line Films|Twentieth Century Fox Film Corporation|Dune Entertainment|Regency Enterprises|Pink Machine,US-United States of America,en-English|de-Deutsch|es-Español
38575,en-English,The Karate Kid,The Karate Kid,40000000,357852395,http://www.karatekid-themovie.com/,140,2010-06-10,Action|Adventure|Drama|Family,,Columbia Pictures|Jerry Weintraub Productions|China Film Group|Overbrook Entertainment,CN-China|US-United States of America,zh-普通话|en-English
39781,en-English,The Kids Are All Right,The Kids Are All Right,3500000,34705850,http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/,106,2010-07-09,Comedy|Drama,,Mandalay Vision|10th Hole Productions|Focus Features|Gilbert Films|Saint Aire Production|Artist International|Antidote Films (I)|Artist International Management,US-United States of America,en-English
73861,sr-Srpski,Srpski film,A Serbian Film,,,http://www.serbianfilmmovie.com/,104,2010-06-16,Horror|Crime|Thriller,,Contra Film,RS-Serbia,de-Deutsch|sr-Srpski
40662,en-English,Batman: Under the Red Hood,Batman: Under the Red Hood,,6629178,http://www.warnerbros.com/batman-under-red-hood,75,2010-07-27,Action|Animation,,DC Comics|Warner Bros. Animation,US-United States of America,en-English
27576,en-English,Salt,Salt,110000000,293329073,http://www.sonypictures.com/homevideo/salt/,100,2010-07-21,Action|Mystery|Thriller,,Columbia Pictures|Di Bonaventura Pictures|Relativity Media|Wintergreen Productions,US-United States of America,en-English|ru-Pусский|ko-한국어/조선말
37816,en-English,Dark Island,Dark Island,,,,87,2010-05-22,Action|Science Fiction|Thriller,,Epic Productions|E&E Films,CA-Canada,en-English|fr-Français|pt-Português
38778,en-English,Dinner for Schmucks,Dinner for Schmucks,69000000,86387857,http://www.dinnerforschmucks.com/,114,2010-07-30,Comedy,,Paramount Pictures|DreamWorks SKG|Spyglass Entertainment|Everyman Pictures|Reliance BIG Entertainment|Parkes/MacDonald Productions,US-United States of America,en-English
40428,en-English,8: The Mormon Proposition,8: The Mormon Proposition,,,,80,2010-01-01,Documentary,,,,en-English
35019,en-English,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,35000000,93246388,http://www.nannymcphee.co.uk/,109,2010-03-26,Comedy|Fantasy,,Universal Pictures|Three Strange Angels|Studio Canal|Relativity Media|Working Title Films,US-United States of America|GB-United Kingdom|FR-France,en-English
32497,en-English,Farsan,Farsan,,,,97,2010-02-12,Comedy,,Memfis Film,SE-Sweden,sv-svenska
37472,cn-广州话 / 廣州話,葉問2: 宗師傳奇,Ip Man 2,12902809,36000000,http://www.ipman2-movie.com/,109,2010-04-21,Action|History|Drama,,Mandarin Films Distribution Co.,HK-Hong Kong|CN-China,zh-普通话|cn-广州话 / 廣州話|en-English
63075,en-English,Lucky,Lucky,,,http://www.hbo.com/documentaries/lucky/index.html,90,2010-01-24,Comedy|Documentary|Romance,,,US-United States of America,en-English
38843,en-English,Ramona and Beezus,Ramona and Beezus,,,http://www.ramonaandbeezus.com/,103,2010-07-23,Comedy|Family,,Dune Entertainment|DiNovi Pictures,US-United States of America,en-English
37950,en-English,Charlie St. Cloud,Charlie St. Cloud,44000000,48190704,,99,2010-05-01,Drama,,Universal Pictures|Marc Platt Productions|Relativity Media,US-United States of America,en-English
27581,en-English,The Other Guys,The Other Guys,100000000,170432927,http://www.theotherguys-movie.com/,107,2010-08-06,Action|Comedy|Crime,,Columbia Pictures|Gary Sanchez Productions,US-United States of America,en-English
